time;position;velocity
0;1.0;0.0
0.01;0.9902095754110091;-1.9580849177981865
0.02;0.9611522627911595;-3.8533776061717258
0.03;0.9137590101908311;-5.625272913893965
0.04;0.8495453310309073;-7.217462918090778
0.05;0.7705585368046413;-8.57989592716244
0.060000000000000005;0.679306479970861;-9.670515439593608
0.07;0.5786703132223843;-10.456717910101743
0.08;0.4718043332916346;-10.916478076048186
0.09;0.36202643139662527;-11.039102302953685
0.09999999999999999;0.2527030023514987;-10.825583506071634
0.10999999999999999;0.14713235865113383;-10.288545234001333
0.11999999999999998;0.04843074765008199;-9.451776966209035
0.12999999999999998;-0.04057502252907266;-8.349377069621893
0.13999999999999999;-0.11744457624359433;-7.024533673282442
0.15;-0.18020717694961264;-5.5279864679212185
0.16;-0.22742822764065143;-3.916223670286541
0.17;-0.2582567345649788;-2.2494777145789278
0.18000000000000002;-0.2724520747232376;-0.5895903170728425
0.19000000000000003;-0.270389137086181;1.0021778444841658
0.20000000000000004;-0.2530416696155101;2.467315649650013
0.21000000000000005;-0.22194443217580312;3.752131838291385
0.22000000000000006;-0.1791355022430961;4.809654148250019
0.23000000000000007;-0.1270807796429897;5.601290371771263
0.24000000000000007;-0.068583363758078;6.098192805211076
0.25000000000000006;-0.0066810096410418705;6.282278018196148
0.26000000000000006;0.05546471051596271;6.146866013204767
0.2700000000000001;0.11468362186562758;5.6969162567282075
0.2800000000000001;0.16791246448158495;4.948852266463266
0.2900000000000001;0.21230663048962262;3.9299809351442674
0.3000000000000001;0.24534417041585338;2.6775270501018857
0.3100000000000001;0.26491839079414664;1.2373170255567663
0.3200000000000001;0.26941576704450504;-0.33784177548508687
0.3300000000000001;0.25777641303517834;-1.9900290263802523
0.34000000000000014;0.22953496335151097;-3.6582609103532224
0.35000000000000014;0.18484041446746236;-5.2806488664565
0.36000000000000015;0.1244542124436927;-6.796591538297431
0.37000000000000016;0.04972664134603953;-8.148922681233204
0.38000000000000017;-0.03744766870856624;-9.285939329687949
0.3900000000000002;-0.1346935590486858;-10.163238738335963
0.4000000000000002;-0.23923624944437583;-10.745299340802044
0.4100000000000002;-0.34799649604968624;-11.006749980260041
0.4200000000000002;-0.45769665915370294;-10.933282640543299
0.4300000000000002;-0.5649739546446421;-10.522176457644525
0.4400000000000002;-0.6664969093216923;-9.782414477765514
0.45000000000000023;-0.7590809265474847;-8.734388967392977
0.46000000000000024;-0.839798899225651;-7.409205568240275
0.47000000000000025;-0.9060829806423744;-5.8476107151044
0.48000000000000026;-0.9558139342193742;-4.098580000295572
0.49000000000000027;-0.9873949197564906;-2.217617107127711
0.5000000000000002;-0.9998071209249297;-0.2648231265601102
0.5100000000000002;-0.9926452573403964;1.6971958434667702
0.5200000000000002;-0.9661317320135641;3.6055092218997045
0.5300000000000002;-0.9211089164319293;5.399053894427253
0.5400000000000003;-0.8590098445112353;7.020760489711542
0.5500000000000003;-0.7818083460882124;8.419539194893044
0.5600000000000003;-0.6919503737676181;9.5520552692258
0.5700000000000003;-0.5922689383218077;10.384231819936284
0.5800000000000003;-0.4858856441815403;10.892427008117199
0.5900000000000003;-0.376102287558691;11.064244316452655
0.6000000000000003;-0.26628632882095093;10.89894743109536
0.6100000000000003;-0.15975426560519318;10.407465212056191
0.6200000000000003;-0.05965700624626708;9.61198665972903
0.6300000000000003;0.031128728159195755;8.545160221363535
0.6400000000000003;0.11009915782610563;7.248925712018439
0.6500000000000004;0.17520888668211154;5.773020059182743
0.6600000000000004;0.22494003479466573;4.173209563328095
0.6700000000000004;0.2583526375801091;2.509310993760583
0.6800000000000004;0.2751145489051454;0.8430712712466759
0.6900000000000004;0.2755098075827394;-0.7640195357278778
0.7000000000000004;0.2604251857503568;-2.2529048307486477
0.7100000000000004;0.23131540646675564;-3.5690510259715813
0.7200000000000004;0.1901482694953102;-4.664376368317508
0.7300000000000004;0.13933163218469696;-5.498951093805138
0.7400000000000004;0.08162483167815549;-6.042409007503158
0.7500000000000004;0.02003768286384784;-6.27502075535837
0.7600000000000005;-0.04227937578557398;-6.188390974525993
0.7700000000000005;-0.10215010446300182;-5.785754760959575
0.7800000000000005;-0.15648819331868505;-5.08186301017707
0.7900000000000005;-0.2024098117301114;-4.102460672108203
0.8000000000000005;-0.2373389966086228;-2.8833763035940727
0.8100000000000005;-0.2591021531131564;-1.4692549973126445
0.8200000000000005;-0.26600832475624886;0.0880206686941476
0.8300000000000005;-0.25691239129446014;1.7311660236635964
0.8400000000000005;-0.23125895433530322;3.3995213681677883
0.8500000000000005;-0.18910535107956306;5.0311992829802445
0.8600000000000005;-0.13112297208494816;6.565276515942733
0.8700000000000006;-0.05857682348124649;7.943953204797602
0.8800000000000006;0.026715959238793528;9.114603339210401
0.8900000000000006;0.1224471968880245;10.031644190635792
0.9000000000000006;0.22589621188907355;10.65815880957402
0.9100000000000006;0.3340230778458172;10.967214381774706
0.9200000000000006;0.4435732994645613;10.942829941974116
0.9300000000000006;0.5511902456181311;10.580559288739845
0.9400000000000006;0.6535313845228105;9.88766849219602
0.9500000000000006;0.7473842352872366;8.882901660689214
0.9600000000000006;0.8297779592413559;7.595843130134637
0.9700000000000006;0.898086667143481;6.065898450290375
0.9800000000000006;0.9501208092203933;4.340929965092099
0.9900000000000007;0.984203433779484;2.4755949467260456
1.0000000000000007;0.9992286320980942;0.5294447169959855
1.0000000000000007;0.9992286320980942;0.5294447169959855
