"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Energy"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
60	-1.666666666666671e+00	4.000000000000000e+00	1.223565229245622e+00	1.076554776649030e+01	-8.697837455824876e-03	2.534273834144248e+05	4.258060570805355e-11	2.007217913657655e-06	-4.890252469635925e-08	3.503059269860387e-05	1.013520092029914e+05	2.885596356728029e+02	7.334537158560191e+00	2.583702535603848e-02	
61	-2.333333333333337e+00	4.000000000000000e+00	1.223566959633058e+00	1.039095955963100e+01	-7.593287766366478e-03	2.534276970817348e+05	4.258060570805355e-11	2.007217913657655e-06	-4.890252469635925e-08	3.503059269860387e-05	1.013534300890142e+05	2.885632729907800e+02	7.534915951792459e+00	2.493782980563080e-02	
62	-1.490198618655675e-01	8.536351487482582e-01	1.223737816684088e+00	3.370454121501252e-01	6.472021613319744e+00	2.534676014592301e+05	-8.710456578242542e-09	3.241334687320574e-07	3.864755289129107e-07	-1.308123464696109e-04	1.013801762598474e+05	2.885991224455759e+02	1.130676348151199e+01	1.555046376334246e-02	
63	1.495091585759789e-01	8.522662828631353e-01	1.223653288252131e+00	5.232514896416643e-01	3.656910323840903e+00	2.532308824898696e+05	-1.744969000405661e-07	4.025864053236461e-08	-6.695310084126049e-08	8.356448961421847e-05	1.012901224972651e+05	2.883626846005287e+02	-1.392963296422639e+00	8.868260090044794e-03	
64	-1.388869612421116e-01	5.500000000000024e-01	1.223914149635774e+00	5.933481408625418e-01	4.279099287119795e+00	2.534921865281766e+05	1.404705018970276e-09	3.759547240189676e-08	-1.888901284274880e-07	-1.293744717258960e-04	1.013938249279688e+05	2.885963912009506e+02	1.323155097570989e+01	1.036436268422581e-02	
65	1.385038161366229e-01	5.499999999999968e-01	1.223586720193454e+00	-1.636226887750975e-01	3.901895471478532e+00	2.532323146942403e+05	-1.701891210181827e-07	-5.644742263888336e-08	-1.348562692626842e-07	1.092203310690820e-04	1.012904329508928e+05	2.883792565730502e+02	-1.349181935861540e+00	9.375437308201793e-03	
66	1.324260679401660e+00	2.713619147043747e-01	1.223077679633242e+00	-4.477882080864088e+00	-1.761030567100700e-03	2.531977449176283e+05	-4.199084835398992e-08	2.366832356770487e-07	-7.381636943359915e-08	4.007550887763500e-05	1.012758191187222e+05	2.884576553144284e+02	-3.410080563787634e+00	1.075297821676456e-02	
67	-1.316840781282727e+00	2.879137736064303e-01	1.223846358341468e+00	6.428818472704657e+00	6.429149823945418e-01	2.534794542839750e+05	-8.805534079669997e-11	-2.752665073657568e-07	3.466275749763881e-08	-7.124891271814704e-05	1.013849600980587e+05	2.885871438430360e+02	1.198139868265999e+01	1.550164676492355e-02	
68	-7.533598899820885e-01	1.875519564014577e-01	1.223853499712614e+00	4.481357402970242e+00	7.941738831806961e-01	2.534781540487502e+05	-3.686406735425862e-10	-4.330670639873802e-07	4.142946197216446e-08	-1.089492288883775e-04	1.013878766920827e+05	2.885937617816333e+02	1.239270795130706e+01	1.091949743545852e-02	
69	7.543842694901771e-01	1.919614686600007e-01	1.223267713609374e+00	-4.419184908251222e+00	6.798573262546673e-01	2.532250737180086e+05	-6.015566156314378e-08	-4.797724617588983e-08	-5.532131197583112e-08	5.166410119272768e-05	1.012867609629033e+05	2.884440037110160e+02	-1.867019756972158e+00	1.073545613706690e-02	
70	-6.637695635245905e-01	3.402360564959396e+00	1.223517510702867e+00	1.162602029971134e+01	7.870254931098619e-01	2.534184326086384e+05	-5.317133400239982e-10	1.678118932701977e-06	-5.837520511420280e-08	2.985959872603416e-05	1.013451774057226e+05	2.885514382284337e+02	6.371090921250149e+00	2.796747474760205e-02	
71	3.727498782036440e-05	1.088338114971799e+00	1.224573772121384e+00	5.299895531451825e+00	3.563808815791108e+00	2.535728591025713e+05	-9.538541534404033e-08	3.982014988856974e-07	1.474428614756107e-07	1.632483326829970e-05	1.014224817923349e+05	2.885224592387061e+02	1.727285183118705e+01	1.531620779895899e-02	
72	6.016445782187863e-01	3.436407741578787e+00	1.223293958963596e+00	1.391082454240670e+01	1.090792756251552e+00	2.533830567299627e+05	6.385514339513065e-10	1.605570780327525e-06	-3.514688706740543e-08	9.212322765961289e-06	1.013213904628042e+05	2.885364308689702e+02	3.016565054881355e+00	3.349684782202750e-02	
73	-2.406131881741888e+00	1.727474321109243e+00	1.223707914712861e+00	8.950167766361789e+00	6.745180209681766e-01	2.534538241699378e+05	1.692448403645130e-10	8.927872308106544e-07	-1.884563795573335e-07	2.927487366832793e-05	1.013683630492684e+05	2.885725450141064e+02	9.640819245303348e+00	2.153807560597143e-02	
74	2.387847751051979e+00	1.751440525694476e+00	1.223138572315337e+00	9.761308548949678e+00	-4.808243711995392e-01	2.532978248678120e+05	-3.937068004944422e-09	9.543811891887799e-07	-8.146725921642783e-08	5.268317181617022e-06	1.013035120377847e+05	2.885221668527649e+02	4.952810301354702e-01	2.346497966011507e-02	
75	-1.360926474400487e-01	3.500000000000012e-01	1.223992062139634e+00	6.803876098286703e-01	2.751539667544167e+00	2.535001986142428e+05	-3.352665922662368e-09	-7.034974036645991e-08	-2.566808858794900e-07	-1.205067965202034e-04	1.013987667087782e+05	2.885920856190883e+02	1.392845984744698e+01	6.799758640894001e-03	
76	1.343476223793612e-01	3.499999999999953e-01	1.223424439683436e+00	-4.466025056230296e-01	3.190496439097434e+00	2.532316647345192e+05	-1.478710636160230e-07	-7.027536536030610e-08	-1.516844228000025e-07	9.855444659478962e-05	1.012909692264878e+05	2.884190354999666e+02	-1.273554295902952e+00	7.734530713115292e-03	
77	-3.596441646785883e-01	1.269107164324860e-01	1.223937322645599e+00	2.294920923081478e+00	8.830711175115189e-01	2.534919751808603e+05	-8.851159805089992e-10	-5.777273877072275e-07	2.935148057936487e-08	-1.178527891170233e-04	1.013958020353703e+05	2.885965544748826e+02	1.351037023978738e+01	5.899260787023844e-03	
78	3.618551209501873e-01	1.230498701881015e-01	1.223361273838532e+00	-2.851921679745867e+00	9.901661927011377e-01	2.532404632363294e+05	-8.352966718305765e-08	-1.552431827533951e-07	-4.878670556429654e-08	7.042495417408645e-05	1.012946953198936e+05	2.884445377889400e+02	-7.480863215934642e-01	7.247981415823846e-03	
79	2.116358185478213e+00	3.622502823625060e-01	1.223225033133719e+00	-2.734270388060889e+00	-7.363733866745742e-01	2.532452886055859e+05	-3.094875378195638e-08	4.638014754476671e-07	-7.562251203019343e-08	1.548271393403411e-05	1.012968044029566e+05	2.884826706937865e+02	-4.506553438713720e-01	6.798779611527314e-03	
80	-2.072183315598774e+00	3.539865967926273e-01	1.223742042946175e+00	7.681678410502024e+00	3.743410800096314e-01	2.534597794537305e+05	1.940159144453446e-11	-1.715240003363760e-07	7.047293415496370e-09	-3.121321788057685e-05	1.013742449869602e+05	2.885812412458116e+02	1.047031264422284e+01	1.845433550116324e-02	
81	2.428941936194617e+00	3.047433569456095e+00	1.223249282251772e+00	1.575146255433497e+01	6.298987307098337e-01	2.533772585199603e+05	2.257519726711621e-09	1.192179379216896e-06	1.880327937797688e-08	3.082415787503123e-06	1.013102730395682e+05	2.885153084526357e+02	1.448743416759937e+00	3.784596832706873e-02	
