"PointID"	"x"	"y"	"z"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
50	-2.000000000003737e+00	0.000000000000000e+00	4.000000000000000e+00	1.224652101978599e+00	1.147196030082402e+01	-1.626157304606051e-06	1.075822984264888e-01	2.535771026367281e+05	1.014093463874495e+05	2.884666404173504e+02	1.542044668586621e+01	2.751359597998281e-02	
51	-3.000000000000000e+00	0.000000000000000e+00	3.000000000001386e+00	1.224233042066763e+00	1.050706034784256e+01	-7.190909995146980e-07	1.819878295486489e-01	2.535434787199986e+05	1.013993505704733e+05	2.885369401139614e+02	1.401079826164302e+01	2.520767019794071e-02	
52	-3.000000000000000e+00	0.000000000000000e+00	2.000000000008237e+00	1.224195909060392e+00	9.604855861806309e+00	-8.727916784424062e-07	5.108202136978026e-01	2.535232552310507e+05	1.013941878132870e+05	2.885310008502408e+02	1.328272645423631e+01	2.307321820404145e-02	
53	-3.000000000000000e+00	0.000000000000000e+00	1.000000000004162e+00	1.224244207594975e+00	8.615484572990090e+00	-8.487128432058646e-07	4.001747765464678e-01	2.535297027400174e+05	1.013997288287031e+05	2.885353849007912e+02	1.406414168708179e+01	2.068860674242829e-02	
54	-2.132421637270402e+00	1.000000000000000e-02	0.000000000000000e+00	1.224698096940832e+00	7.179423263454600e+00	3.525284722591029e-06	8.263520535187335e-02	2.535663605009083e+05	1.014181256444593e+05	2.884807790469766e+02	1.665853116052974e+01	1.721797189125755e-02	
55	-1.468963107081476e+00	1.000000000000000e-02	0.000000000000000e+00	1.225254973472706e+00	6.101122688033721e+00	5.636841269612800e-06	8.424019006040707e-02	2.536152883686482e+05	1.014400381153288e+05	2.884119659987773e+02	1.974871179364827e+01	1.462746929420220e-02	
56	-9.616001634889799e-01	1.000000000000000e-02	0.000000000000000e+00	1.225470574945887e+00	4.709505270785879e+00	6.002786707148205e-06	2.607248148588421e-01	2.535729965857214e+05	1.014255677976484e+05	2.883200902040998e+02	1.770805212923428e+01	1.130708391357087e-02	
57	-5.736072649935684e-01	1.000000000000000e-02	0.000000000000000e+00	1.226291866978010e+00	3.021338809560451e+00	9.139340814499332e-06	1.915834449108857e-01	2.536533545500909e+05	1.014598470384651e+05	2.882243713420006e+02	2.254224206248574e+01	7.253752782506296e-03	
58	-2.768996154894059e-01	1.000000000000000e-02	0.000000000000000e+00	1.226364854020745e+00	1.671349019097575e+00	1.365798530364764e-05	2.609693236791612e-02	2.536146512095081e+05	1.014454048137659e+05	2.881661930459781e+02	2.050554417796171e+01	4.005253704207927e-03	
59	-5.000000000000000e-02	1.000000000000000e-02	1.999999999995579e-01	1.226982346951894e+00	6.201842840231554e-02	1.567347007045570e-05	1.547552553538582e+00	2.537122510197760e+05	1.014845094055137e+05	2.881321948517426e+02	2.602022359522155e+01	3.709461054059852e-03	
60	-5.000000000000000e-02	1.000000000000000e-02	3.999999999989749e-01	1.226388639870736e+00	2.606772457735702e-02	1.380002654571490e-05	2.646359942441431e+00	2.535949793599155e+05	1.014368495447899e+05	2.881363023952865e+02	1.929904735437525e+01	6.341529681332054e-03	
61	-5.000000000000000e-02	1.000000000000000e-02	5.999999999989468e-01	1.226179935549042e+00	-6.531560363670487e-02	1.101887855683990e-05	3.582792916498579e+00	2.535666393765623e+05	1.014245613318796e+05	2.881504339832889e+02	1.756611646870405e+01	8.587785204220291e-03	
62	-5.000000000000000e-02	1.000000000000000e-02	7.999999999994734e-01	1.227875447620246e+00	-8.036890819270227e-02	1.272035748619801e-05	5.138045140096555e+00	2.539295180339675e+05	1.015675061312460e+05	2.881580913803647e+02	3.772473998674815e+01	1.229794278681986e-02	
63	5.000000000000000e-02	1.000000000000000e-02	7.999999999999998e-01	1.225980793308509e+00	4.822499650921512e-03	-6.725867429858901e-07	1.504151632379502e+00	2.535170760321887e+05	1.014064613213853e+05	2.881458086472846e+02	1.501358361095356e+01	3.605414379411629e-03	
64	5.000000000000000e-02	1.000000000000000e-02	6.000000000013869e-01	1.225946915397710e+00	-1.207446990698421e-01	2.170764490121006e-07	1.414259112900867e+00	2.534841449359012e+05	1.013933292964878e+05	2.881164556950229e+02	1.316165512449662e+01	3.402526577800060e-03	
65	5.000000000000000e-02	1.000000000000000e-02	4.000000000016644e-01	1.226096602610531e+00	-4.992498172638823e-02	-2.080721141936448e-07	1.099638547297530e+00	2.534940927656803e+05	1.013974394550534e+05	2.880929590694294e+02	1.374128543977356e+01	2.638500850441742e-03	
66	5.000000000000000e-02	1.000000000000000e-02	2.000000000008322e-01	1.226249392457722e+00	-3.525040720569390e-02	-6.496762688425407e-07	6.844068266149715e-01	2.535157455506879e+05	1.014062216199851e+05	2.880820118802500e+02	1.497978000072063e+01	1.642494374078680e-03	
67	2.635006363773212e-01	1.000000000000000e-02	0.000000000000000e+00	1.225950081259739e+00	-6.886551159701201e-01	-3.656986987678789e-07	3.036295863210269e-02	2.534516350950326e+05	1.013805765197217e+05	2.880794738294000e+02	1.136320966318620e+01	1.652516109260496e-03	
68	5.076449808075653e-01	1.000000000000000e-02	0.000000000000000e+00	1.226132127145330e+00	-9.702410155144578e-01	-7.189139503733414e-07	3.783063358456731e-03	2.534951156810564e+05	1.013978927193235e+05	2.880858999856285e+02	1.380520650451474e+01	2.325604250593383e-03	
69	7.868313394236879e-01	1.000000000000000e-02	0.000000000000000e+00	1.226193803311289e+00	-7.156054024459779e-01	-9.902858146984448e-07	-4.252958195120721e-02	2.535162885121689e+05	1.014064315845357e+05	2.880956685053948e+02	1.500939000644550e+01	1.718157301190023e-03	
70	1.106089224395230e+00	1.000000000000000e-02	0.000000000000000e+00	1.226333732480782e+00	9.239079233938970e-02	-1.442399487425397e-06	-8.726853901966368e-02	2.535548616486245e+05	1.014219420252800e+05	2.881068558682666e+02	1.719673181215280e+01	3.045628350123722e-04	
71	1.471170249167535e+00	1.000000000000000e-02	0.000000000000000e+00	1.226776398394381e+00	1.680693004533057e+00	-1.759632463098922e-06	-3.976790074628795e-01	2.536583895403552e+05	1.014628695209097e+05	2.881191161437609e+02	2.296848412208722e+01	4.137303874332854e-03	
72	1.888651177197898e+00	1.000000000000000e-02	0.000000000000000e+00	1.226890903850538e+00	3.469060377519272e+00	-2.888411316493926e-06	-1.517203782563950e-01	2.536899187839479e+05	1.014740019926126e+05	2.881238354320382e+02	2.453842795269812e+01	8.317301224204597e-03	
73	2.366053103263216e+00	1.000000000000000e-02	0.000000000000000e+00	1.226655693182941e+00	4.859125005814986e+00	-3.492655911074465e-06	-6.458273597650736e-02	2.536468030745858e+05	1.014548708801586e+05	2.881247520215086e+02	2.184048514435660e+01	1.164218830143592e-02	
74	2.911976422070750e+00	1.000000000000000e-02	0.000000000000000e+00	1.227009497096600e+00	6.343142439020813e+00	-3.186662058320585e-06	-2.506845870546965e-01	2.537233965828654e+05	1.014827900941317e+05	2.881209380094730e+02	2.577775971395805e+01	1.520404606588384e-02	
75	3.536256032270161e+00	1.000000000000000e-02	0.000000000000000e+00	1.226555899381993e+00	7.215975695590727e+00	-4.597239803779862e-06	-1.872137099023974e-02	2.536247338570958e+05	1.014414029953214e+05	2.881099431714688e+02	1.994119240183605e+01	1.728945124042212e-02	
76	4.250138575122366e+00	1.000000000000000e-02	0.000000000000000e+00	1.226315557898348e+00	7.852875026853192e+00	-3.499881754515143e-06	-8.170834478257431e-02	2.535608493858984e+05	1.014142812792721e+05	2.880893637312314e+02	1.611638404626705e+01	1.882077479410846e-02	
77	5.066484356588371e+00	1.000000000000000e-02	0.000000000000000e+00	1.225971645781023e+00	8.391958658049118e+00	-2.203170049735639e-06	-4.748914083793287e-02	2.534579842714625e+05	1.013717044990948e+05	2.880491966089014e+02	1.011204330768859e+01	2.011905991627912e-02	
78	6.000000000000000e+00	1.000000000000000e-02	9.999999999976482e-01	1.225361181512593e+00	9.108140214252685e+00	-5.473583368288830e-07	-1.895954543925460e-01	2.532996703170032e+05	1.013063220530638e+05	2.880068224665948e+02	8.915601556630064e-01	2.185291757897574e-02	
79	6.000000000000000e+00	1.000000000000000e-02	1.999999999994776e+00	1.225294990303062e+00	9.716385882666430e+00	-6.312527827523942e-07	-3.215805962197114e-01	2.532961582940056e+05	1.013030365722962e+05	2.880130398793904e+02	4.282290644763057e-01	2.332098594682726e-02	
80	6.000000000000000e+00	1.000000000000000e-02	2.999999999997367e+00	1.225350044427056e+00	1.009221636834885e+01	-1.517296934253029e-07	-1.573199730646745e-01	2.532980931594001e+05	1.013026089408962e+05	2.879988839167647e+02	3.679228453270815e-01	2.421223572059287e-02	
81	5.000000000003816e+00	1.000000000000000e-02	4.000000000000000e+00	1.225991982773858e+00	1.073980656993021e+01	-1.320418426132497e-06	-1.256245902741892e-01	2.534874401763518e+05	1.013761571503001e+05	2.880570704572821e+02	1.073997324778933e+01	2.574841041386314e-02	
82	4.000000000007630e+00	1.000000000000000e-02	4.000000000000000e+00	1.226415566951545e+00	1.151511741628168e+01	-1.807676134189663e-06	-2.726165801528424e-01	2.536350601686177e+05	1.014323882936546e+05	2.881173039754841e+02	1.866990461917920e+01	2.760062234314251e-02	
83	3.000000000011446e+00	1.000000000000000e-02	4.000000000000000e+00	1.226786580668857e+00	1.267387039544169e+01	-2.095913050881704e-06	-1.133926340855837e-01	2.537593904462246e+05	1.014775674589160e+05	2.881584614324591e+02	2.504124367734424e+01	3.035939361629160e-02	
84	2.000000000015261e+00	1.000000000000000e-02	4.000000000000000e+00	1.226597375102158e+00	1.364312134407156e+01	-1.125303441042329e-06	-7.531511004461905e-02	2.537574020123587e+05	1.014726101069633e+05	2.881888313585956e+02	2.434213890330208e+01	3.268367701483037e-02	
85	1.000000000014143e+00	1.000000000000000e-02	4.000000000000000e+00	1.226324209439081e+00	1.421349547601363e+01	5.238216503001179e-07	-7.910141821932316e-03	2.537426613146564e+05	1.014641167108130e+05	2.882288987057332e+02	2.314436762275756e+01	3.405477808191130e-02	
86	8.093969938727241e-12	1.000000000000000e-02	4.000000000000000e+00	1.226136853427073e+00	1.360691082675775e+01	1.547293151563291e-06	1.533664156342527e-01	2.537609768980546e+05	1.014741867011695e+05	2.883015507933335e+02	2.456447626138964e+01	3.260437224776457e-02	
87	-9.999999999979572e-01	1.000000000000000e-02	4.000000000000000e+00	1.225267962003452e+00	1.242080334700702e+01	2.910377152351069e-06	4.406208610693564e-02	2.536441682336330e+05	1.014324845086197e+05	2.883874326575212e+02	1.868347322235460e+01	2.977723237431736e-02	
88	-2.000000000003737e+00	1.000000000000000e-02	4.000000000000000e+00	1.224652102036738e+00	1.147195996808721e+01	1.626936515240268e-06	1.075823322478313e-01	2.535771025743950e+05	1.014093463637628e+05	2.884666403362773e+02	1.542044334548649e+01	2.751359518535961e-02	
89	-3.000000000000000e+00	1.000000000000000e-02	3.000000000001386e+00	1.224233042231440e+00	1.050705998302335e+01	7.001010666582889e-07	1.819878296630925e-01	2.535434787274282e+05	1.013993505747000e+05	2.885369400871763e+02	1.401079885770925e+01	2.520766932074308e-02	
90	-3.000000000000000e+00	1.000000000000000e-02	2.000000000008237e+00	1.224195909285423e+00	9.604855633996465e+00	8.615148857422645e-07	5.108202106452205e-01	2.535232552453860e+05	1.013941878197393e+05	2.885310008155644e+02	1.328272736417120e+01	2.307321765508620e-02	
91	-3.000000000000000e+00	1.000000000000000e-02	1.000000000004162e+00	1.224244207989028e+00	8.615484352288833e+00	8.243971019389559e-07	4.001747831972311e-01	2.535297027904661e+05	1.013997288495069e+05	2.885353848671169e+02	1.406414462091289e+01	2.068860620888140e-02	
92	1.727714943475872e+00	0.000000000000000e+00	1.839273712736525e+00	1.226610380661598e+00	1.060725985750535e+01	1.205390279719811e-06	-2.845223181563124e+00	2.536983355622730e+05	1.014596687698406e+05	2.881490218853158e+02	2.251710193775649e+01	2.631032813840500e-02	
93	9.568004888415225e-01	0.000000000000000e+00	8.999999999999996e-01	1.226043942343268e+00	3.963850738589261e+00	5.597559220606988e-07	-2.795758548146825e+00	2.535326997593748e+05	1.014092418066435e+05	2.881388676356898e+02	1.540569829974080e+01	1.162626441157178e-02	
94	-9.825948741537733e-01	0.000000000000000e+00	9.203063592817843e-01	1.225698310959306e+00	6.485102953744112e+00	-3.327458938865245e-06	3.355148665189724e+00	2.536401444262477e+05	1.014473584711022e+05	2.883284523619699e+02	2.078105642395167e+01	1.750018950908883e-02	
95	1.303010473147014e-02	0.000000000000000e+00	2.544484547326782e+00	1.225614632074302e+00	1.412018088335518e+01	-1.353138751839973e-06	1.897787874653381e+00	2.536200614725572e+05	1.014149014356786e+05	2.882558839868269e+02	1.620384087978810e+01	3.415355656784037e-02	
96	0.000000000000000e+00	0.000000000000000e+00	1.748958101787533e+00	1.225516366198434e+00	1.328203445905728e+01	-1.764496390845019e-06	2.974429808114601e+00	2.535475538394559e+05	1.013887878029388e+05	2.882047674386989e+02	1.252119629654611e+01	3.263411988030244e-02	
97	-1.132029953158250e+00	0.000000000000000e+00	2.122440212023756e+00	1.225281607164291e+00	1.103017790269423e+01	-2.530024857047761e-06	2.636943843540081e+00	2.536299294481007e+05	1.014309776997328e+05	2.883799370440827e+02	1.847097725747938e+01	2.718842795723241e-02	
98	3.694852245027625e+00	0.000000000000000e+00	2.108640767239423e+00	1.226567583342506e+00	9.984164833628112e+00	1.934122842150872e-06	-1.347914885720988e+00	2.536518476418740e+05	1.014441887380647e+05	2.881151105951110e+02	2.033404852132209e+01	2.413851662297268e-02	
