"PointID"	"x"	"y"	"z"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Residual_1"	"Residual_2"	"Residual_3"	"Residual_4"	"Residual_5"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient_X"	"Skin_Friction_Coefficient_Y"	"Skin_Friction_Coefficient_Z"	"Heat_Flux"	"Y_Plus"
0	-1.000000000000000e+01	-5.000000000000000e-01	0.000000000000000e+00	1.820294826634906e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.776805769745742e+05	3.913183738157855e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	2.303951080308845e-03	1.510722307898297e+05	2.891167496218599e+02	6.786392602667589e-01	0.000000000000000e+00	1.793958328519386e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
1	-1.000000000000000e-01	-5.000000000000000e-01	0.000000000000000e+00	1.712602952542428e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.615567664212440e+05	4.713122399765935e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	2.927310715207909e-03	1.446227065684975e+05	2.941779666772276e+02	-2.797836315175486e-02	0.000000000000000e+00	1.818236822296881e-05	0.000000000000000e+00	8.292294250943154e-10	1.683574725267905e-09	-3.054174706290695e-03	2.949058794196155e+02	
2	-1.000000000000000e-01	-5.000000000000000e-01	1.600000000000000e+00	1.704718320136141e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.598350901378482e+05	5.614464972710648e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	9.153371429391655e-03	1.439340360551392e+05	2.941312851413112e+02	-1.034299320997554e-01	0.000000000000000e+00	1.818013818391000e-05	1.967198227340356e-09	-1.668091181203058e-08	1.045133372325484e-08	-3.826705594379740e-03	4.434442204307514e+02	
3	1.000000000000000e-01	-5.000000000000000e-01	1.600000000000000e+00	1.278908563912067e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.698677540955642e+05	-1.945923664625006e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.019266884306759e-03	1.079471016382257e+05	2.940369003299647e+02	-4.046201708611526e+00	0.000000000000000e+00	1.817562877275585e-05	2.438440755321540e-09	1.923042447972794e-08	-1.272361331603267e-08	-1.189127259501861e-02	4.159316784999738e+02	
4	1.000000000000000e-01	-5.000000000000000e-01	0.000000000000000e+00	1.270473538652813e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.677793406083374e+05	-9.711071048543922e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	5.429521642330570e-05	1.071117362433349e+05	2.936985351286762e+02	-4.137725345048360e+00	0.000000000000000e+00	1.815945698406015e-05	0.000000000000000e+00	-1.253955192960004e-09	-1.653010097910680e-09	-4.314102458499770e-03	2.674090866441693e+02	
5	1.000000000000000e+01	-5.000000000000000e-01	0.000000000000000e+00	1.284008392750280e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.542794069127823e+05	-2.003677740947118e-07	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-1.697676964192620e-04	1.017117627651129e+05	2.759520749529507e+02	-4.729352927914642e+00	0.000000000000000e+00	1.729835120562709e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
6	1.000000000000000e+01	-5.000000000000000e-01	2.000000000000000e+00	1.284549182653441e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.542552049207548e+05	-2.254752012875727e-07	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-1.862011992078022e-04	1.017020819683019e+05	2.758096465567768e+02	-4.730413567645671e+00	0.000000000000000e+00	1.729133495650976e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
7	-1.000000000000000e+01	-5.000000000000000e-01	2.000000000000000e+00	1.820377676653653e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.777589311739823e+05	5.027496852161306e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	2.114447072517388e-03	1.511035724695929e+05	2.891635690634174e+02	6.820730923616880e-01	0.000000000000000e+00	1.794183854679512e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
8	-1.000000000000000e+01	5.000000000000000e-01	0.000000000000000e+00	1.819626144252241e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.775346358546682e+05	3.764302830555621e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	2.243181987489047e-03	1.510138543418672e+05	2.891112353664412e+02	6.722434664830275e-01	0.000000000000000e+00	1.793931765558031e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
9	-1.000000000000000e-01	5.000000000000000e-01	0.000000000000000e+00	1.712686707963645e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.615681402291594e+05	4.514649690955065e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	2.896068321547318e-03	1.446272560916638e+05	2.941728342701923e+02	-2.747991192696845e-02	0.000000000000000e+00	1.818212304943626e-05	0.000000000000000e+00	-5.577903330613300e-10	1.683552023716729e-09	-3.242314632765996e-03	2.866967812091138e+02	
