"PointID"	"x"	"y"	"z"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Residual_1"	"Residual_2"	"Residual_3"	"Residual_4"	"Residual_5"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient_X"	"Skin_Friction_Coefficient_Y"	"Skin_Friction_Coefficient_Z"	"Heat_Flux"	"Y_Plus"
21	-4.060000000013078e+00	-5.000000000000000e-01	0.000000000000000e+00	1.729349769320652e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.632704480698828e+05	4.170097481150277e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.626563813128314e-03	1.453081792279531e+05	2.927100041798852e+02	4.712284508013035e-02	0.000000000000000e+00	1.811215957392734e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
22	-3.070000000010300e+00	-5.000000000000000e-01	0.000000000000000e+00	1.720283859699280e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.621553712652326e+05	3.483776303038217e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.892840131598518e-03	1.448621485060930e+05	2.933493651968931e+02	-1.744816756067136e-03	0.000000000000000e+00	1.814275934618744e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
23	-2.080000000007212e+00	-5.000000000000000e-01	0.000000000000000e+00	1.717410269272548e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.621058768174149e+05	3.068503705679548e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.687453644644734e-03	1.448423507269659e+05	2.938000426327503e+02	-3.913885226180349e-03	0.000000000000000e+00	1.816430936815290e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
24	-1.090000000003780e+00	-5.000000000000000e-01	0.000000000000000e+00	1.713214249335376e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.615398892262906e+05	4.005352060909356e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	4.003238120446895e-03	1.446159556905162e+05	2.940592731058098e+02	-2.871799745522201e-02	0.000000000000000e+00	1.817669773734526e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
25	-1.000000000000000e-01	-5.000000000000000e-01	7.999999999978958e-01	1.717418052873579e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.625801441924119e+05	6.017310486058772e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	6.858762857735456e-03	1.450320576769647e+05	2.941835133011219e+02	1.687063616700214e-02	0.000000000000000e+00	1.818263318118859e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-2.973975801736712e-03	0.000000000000000e+00	
26	1.000000000000000e-01	-5.000000000000000e-01	8.000000000021901e-01	1.263554235780896e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.664718106453003e+05	-6.700214739376509e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	7.674700343724972e-04	1.065887242581201e+05	2.938649038553896e+02	-4.195027166598164e+00	0.000000000000000e+00	1.816740951794375e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-4.577327640800784e-03	0.000000000000000e+00	
27	1.089999999998046e+00	-5.000000000000000e-01	0.000000000000000e+00	1.271741501145689e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.678007918644340e+05	-5.992614649709296e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	1.261398406535719e-04	1.071203167457736e+05	2.934292134574616e+02	-4.136785254890875e+00	0.000000000000000e+00	1.814657861299467e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
28	2.079999999995278e+00	-5.000000000000000e-01	0.000000000000000e+00	1.272202296317250e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.674019161909767e+05	-3.330289266855217e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	1.066088484131811e-04	1.069607664763907e+05	2.928860429837466e+02	-4.154265774119603e+00	0.000000000000000e+00	1.812058799793953e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
29	3.069999999992344e+00	-5.000000000000000e-01	0.000000000000000e+00	1.275214521193567e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.670905290935807e+05	-3.442652336523109e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.359356726426732e-04	1.068362116374323e+05	2.918539500289727e+02	-4.167912151940613e+00	0.000000000000000e+00	1.807113828230315e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
30	4.059999999989254e+00	-5.000000000000000e-01	0.000000000000000e+00	1.279361685032834e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.664050267035759e+05	-4.915892556998230e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.658311825995852e-04	1.065620106814303e+05	2.901612487686730e+02	-4.197953938159248e+00	0.000000000000000e+00	1.798985440213733e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
31	5.049999999985869e+00	-5.000000000000000e-01	0.000000000000000e+00	1.281024713756663e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.646173770350332e+05	-7.020850117836312e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	2.218098781705535e-04	1.058469508140133e+05	2.878400282265096e+02	-4.276296756447298e+00	0.000000000000000e+00	1.787801659861459e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
32	6.039999999988107e+00	-5.000000000000000e-01	0.000000000000000e+00	1.283971644447270e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.627296987044776e+05	-8.938345205568993e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	1.219114031318913e-04	1.050918794817910e+05	2.851307599816884e+02	-4.359023278897064e+00	0.000000000000000e+00	1.774693289069710e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
33	7.029999999990587e+00	-5.000000000000000e-01	0.000000000000000e+00	1.286929516109398e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.606849427086255e+05	-7.916355603313462e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	5.264963498952113e-05	1.042739770834502e+05	2.822614198344744e+02	-4.448633648448410e+00	0.000000000000000e+00	1.760745201041065e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
34	8.019999999993381e+00	-5.000000000000000e-01	0.000000000000000e+00	1.292427880570611e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.591592607996054e+05	-6.250622007551547e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-5.131266058100437e-05	1.036637043198421e+05	2.794156653324019e+02	-4.515495865731264e+00	0.000000000000000e+00	1.746844721627398e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
35	9.009999999996518e+00	-5.000000000000000e-01	0.000000000000000e+00	1.290548576975010e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.566977768381232e+05	-1.178495237052872e-07	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-1.886476829718320e-04	1.026791107352492e+05	2.771648088400938e+02	-4.623369121944022e+00	0.000000000000000e+00	1.735802298343832e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
36	1.000000000000000e+01	-5.000000000000000e-01	9.999999999973880e-01	1.280529195372657e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.534000773920159e+05	-1.513360590871260e-07	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-1.944913485136569e-05	1.013600309568063e+05	2.757449675988282e+02	-4.767889087472617e+00	0.000000000000000e+00	1.728814820132754e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
37	8.999999999998767e+00	-5.000000000000000e-01	2.000000000000000e+00	1.291649647829734e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.567570134973213e+05	-1.771107757679753e-07	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-3.346679227852478e-04	1.027028053989285e+05	2.769924440113097e+02	-4.620773106119887e+00	0.000000000000000e+00	1.734954944721674e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
38	7.999999999997533e+00	-5.000000000000000e-01	2.000000000000000e+00	1.292377115518369e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.592999494349588e+05	-9.666157979072720e-09	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-7.863034069899300e-05	1.037199797739835e+05	2.795783319811730e+02	-4.509330259355116e+00	0.000000000000000e+00	1.747641102033488e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
39	6.999999999998520e+00	-5.000000000000000e-01	2.000000000000000e+00	1.284090183274838e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.604685194702531e+05	-2.339840508304956e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.982200693619653e-05	1.041874077881012e+05	2.826506914710456e+02	-4.458118284468249e+00	0.000000000000000e+00	1.762641443265508e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
40	6.000000000001727e+00	-5.000000000000000e-01	2.000000000000000e+00	1.279334488640725e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.624478157879654e+05	-5.351793622523394e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	1.192211625669071e-04	1.049791263151861e+05	2.858572368883323e+02	-4.371376651314171e+00	0.000000000000000e+00	1.778214075838568e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
41	5.000000000004932e+00	-5.000000000000000e-01	2.000000000000000e+00	1.275584131745919e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.642659529030778e+05	-5.772224316493574e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	2.157183675257635e-04	1.057063811612311e+05	2.886838193052033e+02	-4.291697736514197e+00	0.000000000000000e+00	1.791872098618371e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
42	4.000000000008139e+00	-5.000000000000000e-01	2.000000000000000e+00	1.276205022427185e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.663983487961200e+05	-4.954115393395950e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	4.524797551495041e-04	1.065593395184480e+05	2.908716642897587e+02	-4.198246593985256e+00	0.000000000000000e+00	1.802399647900770e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
43	3.000000000011345e+00	-5.000000000000000e-01	2.000000000000000e+00	1.277051206803182e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.679629183761592e+05	-3.657944033081100e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	5.679014246888769e-04	1.071851673504637e+05	2.923861009277462e+02	-4.129680144716732e+00	0.000000000000000e+00	1.809664526357766e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
44	2.000000000014481e+00	-5.000000000000000e-01	2.000000000000000e+00	1.295613978753741e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.727742664741079e+05	-1.815388155524279e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	1.681438422370896e-03	1.091097065896431e+05	2.933716261345201e+02	-3.918825313151533e+00	0.000000000000000e+00	1.814382417206565e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
45	1.000000000013525e+00	-5.000000000000000e-01	2.000000000000000e+00	1.348227939710420e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.843632904378212e+05	-1.155650094104279e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	4.616116901075884e-03	1.137453161751284e+05	2.939006486932343e+02	-3.410942356830896e+00	0.000000000000000e+00	1.816911786034232e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
46	1.229061297181033e-11	-5.000000000000000e-01	2.000000000000000e+00	1.478399893682008e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.120188588680211e+05	6.241382064726465e-09	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	3.612601582538844e-03	1.248075435472084e+05	2.940893233918396e+02	-2.198951433605890e+00	0.000000000000000e+00	1.817813346917827e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
47	-9.999999999889440e-01	-5.000000000000000e-01	2.000000000000000e+00	1.621472032026614e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.421439909471135e+05	5.973328901100845e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	1.007760973575955e-02	1.368575963788454e+05	2.940287457987584e+02	-8.787331660636468e-01	0.000000000000000e+00	1.817523914189058e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
48	-1.999999999990173e+00	-5.000000000000000e-01	2.000000000000000e+00	1.683938785944961e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.550363169182878e+05	5.759348147075767e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	6.935101132100385e-03	1.420145267673151e+05	2.937898693879237e+02	-3.137336761504903e-01	0.000000000000000e+00	1.816382309100055e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
49	-2.999999999991410e+00	-5.000000000000000e-01	2.000000000000000e+00	1.704546438296075e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.589313480232423e+05	4.271601451483371e-08	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	5.631057329310352e-03	1.435725392092969e+05	2.934221460168073e+02	-1.430359609037905e-01	0.000000000000000e+00	1.814624058655805e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
