RunTimestamp,RunName,Name,Rank,Timestamp,State
2019-01-23T22:31:43.480,,_GLOBAL,0,10982276,1
2019-01-23T22:31:43.480,,_GLOBAL,0,11002164,0
2019-01-23T22:31:43.480,,advance,0,10982444,1
2019-01-23T22:31:43.480,,advance,0,10982520,0
2019-01-23T22:31:43.480,,advance,0,10982604,1
2019-01-23T22:31:43.480,,advance,0,10982609,0
2019-01-23T22:31:43.480,,advance,0,10982706,1
2019-01-23T22:31:43.480,,advance,0,10982710,0
2019-01-23T22:31:43.480,,advance,0,10982801,1
2019-01-23T22:31:43.480,,advance,0,10982805,0
2019-01-23T22:31:43.480,,advance,0,10982896,1
2019-01-23T22:31:43.480,,advance,0,10982900,0
2019-01-23T22:31:43.480,,advance,0,10982983,1
2019-01-23T22:31:43.480,,advance,0,10982986,0
2019-01-23T22:31:43.480,,advance,0,10983075,1
2019-01-23T22:31:43.480,,advance,0,10983079,0
2019-01-23T22:31:43.480,,advance,0,10983168,1
2019-01-23T22:31:43.480,,advance,0,10983172,0
2019-01-23T22:31:43.480,,advance,0,10983263,1
2019-01-23T22:31:43.480,,advance,0,10983267,0
2019-01-23T22:31:43.480,,advance,0,10983355,1
2019-01-23T22:31:43.480,,advance,0,10983358,0
2019-01-23T22:31:43.480,,advance,0,10983447,1
2019-01-23T22:31:43.480,,advance,0,10983451,0
2019-01-23T22:31:43.480,,advance,0,10983540,1
2019-01-23T22:31:43.480,,advance,0,10983545,0
2019-01-23T22:31:43.480,,advance,0,10983634,1
2019-01-23T22:31:43.480,,advance,0,10983638,0
2019-01-23T22:31:43.480,,advance,0,10983723,1
2019-01-23T22:31:43.480,,advance,0,10983726,0
2019-01-23T22:31:43.480,,advance,0,10983811,1
2019-01-23T22:31:43.480,,advance,0,10983816,0
2019-01-23T22:31:43.480,,advance,0,10983904,1
2019-01-23T22:31:43.480,,advance,0,10983908,0
2019-01-23T22:31:43.480,,advance,0,10983998,1
2019-01-23T22:31:43.480,,advance,0,10984001,0
2019-01-23T22:31:43.480,,advance,0,10984091,1
2019-01-23T22:31:43.480,,advance,0,10984096,0
2019-01-23T22:31:43.480,,advance,0,10984185,1
2019-01-23T22:31:43.480,,advance,0,10984190,0
2019-01-23T22:31:43.480,,advance,0,10984277,1
2019-01-23T22:31:43.480,,advance,0,10984280,0
2019-01-23T22:31:43.480,,advance,0,10984368,1
2019-01-23T22:31:43.480,,advance,0,10984374,0
2019-01-23T22:31:43.480,,advance,0,10984461,1
2019-01-23T22:31:43.480,,advance,0,10984466,0
2019-01-23T22:31:43.480,,advance,0,10984552,1
2019-01-23T22:31:43.480,,advance,0,10984556,0
2019-01-23T22:31:43.480,,advance,0,10984641,1
2019-01-23T22:31:43.480,,advance,0,10984647,0
2019-01-23T22:31:43.480,,advance,0,10984733,1
2019-01-23T22:31:43.480,,advance,0,10984738,0
2019-01-23T22:31:43.480,,advance,0,10984827,1
2019-01-23T22:31:43.480,,advance,0,10984831,0
2019-01-23T22:31:43.480,,advance,0,10984920,1
2019-01-23T22:31:43.480,,advance,0,10984926,0
2019-01-23T22:31:43.480,,advance,0,10985014,1
2019-01-23T22:31:43.480,,advance,0,10985020,0
2019-01-23T22:31:43.480,,advance,0,10985106,1
2019-01-23T22:31:43.480,,advance,0,10985110,0
2019-01-23T22:31:43.480,,advance,0,10985197,1
2019-01-23T22:31:43.480,,advance,0,10985203,0
2019-01-23T22:31:43.480,,advance,0,10985288,1
2019-01-23T22:31:43.480,,advance,0,10985292,0
2019-01-23T22:31:43.480,,advance,0,10985378,1
2019-01-23T22:31:43.480,,advance,0,10985384,0
2019-01-23T22:31:43.480,,advance,0,10985472,1
2019-01-23T22:31:43.480,,advance,0,10985476,0
2019-01-23T22:31:43.480,,advance,0,10985565,1
2019-01-23T22:31:43.480,,advance,0,10985571,0
2019-01-23T22:31:43.480,,advance,0,10985657,1
2019-01-23T22:31:43.480,,advance,0,10985660,0
2019-01-23T22:31:43.480,,advance,0,10985748,1
2019-01-23T22:31:43.480,,advance,0,10985753,0
2019-01-23T22:31:43.480,,advance,0,10985838,1
2019-01-23T22:31:43.480,,advance,0,10985842,0
2019-01-23T22:31:43.480,,advance,0,10985927,1
2019-01-23T22:31:43.480,,advance,0,10985933,0
2019-01-23T22:31:43.480,,advance,0,10986019,1
2019-01-23T22:31:43.480,,advance,0,10986023,0
2019-01-23T22:31:43.480,,advance,0,10986110,1
2019-01-23T22:31:43.480,,advance,0,10986115,0
2019-01-23T22:31:43.480,,advance,0,10986200,1
2019-01-23T22:31:43.480,,advance,0,10986203,0
2019-01-23T22:31:43.480,,advance,0,10986288,1
2019-01-23T22:31:43.480,,advance,0,10986293,0
2019-01-23T22:31:43.480,,advance,0,10986378,1
2019-01-23T22:31:43.480,,advance,0,10986382,0
2019-01-23T22:31:43.480,,advance,0,10986473,1
2019-01-23T22:31:43.480,,advance,0,10986481,0
2019-01-23T22:31:43.480,,advance,0,10986570,1
2019-01-23T22:31:43.480,,advance,0,10986573,0
2019-01-23T22:31:43.480,,advance,0,10986660,1
2019-01-23T22:31:43.480,,advance,0,10986665,0
2019-01-23T22:31:43.480,,advance,0,10986751,1
2019-01-23T22:31:43.480,,advance,0,10986754,0
2019-01-23T22:31:43.480,,advance,0,10986841,1
2019-01-23T22:31:43.480,,advance,0,10986846,0
2019-01-23T22:31:43.480,,advance,0,10986931,1
2019-01-23T22:31:43.480,,advance,0,10986935,0
2019-01-23T22:31:43.480,,advance,0,10987020,1
2019-01-23T22:31:43.480,,advance,0,10987025,0
2019-01-23T22:31:43.480,,advance,0,10987151,1
2019-01-23T22:31:43.480,,advance,0,10987156,0
2019-01-23T22:31:43.480,,advance,0,10987241,1
2019-01-23T22:31:43.480,,advance,0,10987245,0
2019-01-23T22:31:43.480,,advance,0,10987372,1
2019-01-23T22:31:43.480,,advance,0,10987376,0
2019-01-23T22:31:43.480,,advance,0,10987462,1
2019-01-23T22:31:43.480,,advance,0,10987467,0
2019-01-23T22:31:43.480,,advance,0,10987552,1
2019-01-23T22:31:43.480,,advance,0,10987556,0
2019-01-23T22:31:43.480,,advance,0,10987642,1
2019-01-23T22:31:43.480,,advance,0,10987646,0
2019-01-23T22:31:43.480,,advance,0,10987732,1
2019-01-23T22:31:43.480,,advance,0,10987735,0
2019-01-23T22:31:43.480,,advance,0,10987821,1
2019-01-23T22:31:43.480,,advance,0,10987826,0
2019-01-23T22:31:43.480,,advance,0,10987912,1
2019-01-23T22:31:43.480,,advance,0,10987915,0
2019-01-23T22:31:43.480,,advance,0,10988001,1
2019-01-23T22:31:43.480,,advance,0,10988006,0
2019-01-23T22:31:43.480,,advance,0,10988092,1
2019-01-23T22:31:43.480,,advance,0,10988095,0
2019-01-23T22:31:43.480,,advance,0,10988183,1
2019-01-23T22:31:43.480,,advance,0,10988187,0
2019-01-23T22:31:43.480,,advance,0,10988273,1
2019-01-23T22:31:43.480,,advance,0,10988277,0
2019-01-23T22:31:43.480,,advance,0,10988363,1
2019-01-23T22:31:43.480,,advance,0,10988367,0
2019-01-23T22:31:43.480,,advance,0,10988454,1
2019-01-23T22:31:43.480,,advance,0,10988457,0
2019-01-23T22:31:43.480,,advance,0,10988543,1
2019-01-23T22:31:43.480,,advance,0,10988548,0
2019-01-23T22:31:43.480,,advance,0,10988635,1
2019-01-23T22:31:43.480,,advance,0,10988638,0
2019-01-23T22:31:43.480,,advance,0,10988725,1
2019-01-23T22:31:43.480,,advance,0,10988729,0
2019-01-23T22:31:43.480,,advance,0,10988818,1
2019-01-23T22:31:43.480,,advance,0,10988821,0
2019-01-23T22:31:43.480,,advance,0,10988908,1
2019-01-23T22:31:43.480,,advance,0,10988913,0
2019-01-23T22:31:43.480,,advance,0,10989000,1
2019-01-23T22:31:43.480,,advance,0,10989003,0
2019-01-23T22:31:43.480,,advance,0,10989089,1
2019-01-23T22:31:43.480,,advance,0,10989094,0
2019-01-23T22:31:43.480,,advance,0,10989179,1
2019-01-23T22:31:43.480,,advance,0,10989183,0
2019-01-23T22:31:43.480,,advance,0,10989268,1
2019-01-23T22:31:43.480,,advance,0,10989273,0
2019-01-23T22:31:43.480,,advance,0,10989360,1
2019-01-23T22:31:43.480,,advance,0,10989364,0
2019-01-23T22:31:43.480,,advance,0,10989451,1
2019-01-23T22:31:43.480,,advance,0,10989455,0
2019-01-23T22:31:43.480,,advance,0,10989539,1
2019-01-23T22:31:43.480,,advance,0,10989542,0
2019-01-23T22:31:43.480,,advance,0,10989627,1
2019-01-23T22:31:43.480,,advance,0,10989631,0
2019-01-23T22:31:43.480,,advance,0,10989716,1
2019-01-23T22:31:43.480,,advance,0,10989720,0
2019-01-23T22:31:43.480,,advance,0,10989808,1
2019-01-23T22:31:43.480,,advance,0,10989812,0
2019-01-23T22:31:43.480,,advance,0,10989899,1
2019-01-23T22:31:43.480,,advance,0,10989902,0
2019-01-23T22:31:43.480,,advance,0,10989988,1
2019-01-23T22:31:43.480,,advance,0,10989993,0
2019-01-23T22:31:43.480,,advance,0,10990080,1
2019-01-23T22:31:43.480,,advance,0,10990084,0
2019-01-23T22:31:43.480,,advance,0,10990169,1
2019-01-23T22:31:43.480,,advance,0,10990174,0
2019-01-23T22:31:43.480,,advance,0,10990259,1
2019-01-23T22:31:43.480,,advance,0,10990262,0
2019-01-23T22:31:43.480,,advance,0,10990348,1
2019-01-23T22:31:43.480,,advance,0,10990352,0
2019-01-23T22:31:43.480,,advance,0,10990437,1
2019-01-23T22:31:43.480,,advance,0,10990441,0
2019-01-23T22:31:43.480,,advance,0,10990525,1
2019-01-23T22:31:43.480,,advance,0,10990530,0
2019-01-23T22:31:43.480,,advance,0,10990613,1
2019-01-23T22:31:43.480,,advance,0,10990616,0
2019-01-23T22:31:43.480,,advance,0,10990701,1
2019-01-23T22:31:43.480,,advance,0,10990705,0
2019-01-23T22:31:43.480,,advance,0,10990830,1
2019-01-23T22:31:43.480,,advance,0,10990834,0
2019-01-23T22:31:43.480,,advance,0,10990919,1
2019-01-23T22:31:43.480,,advance,0,10990923,0
2019-01-23T22:31:43.480,,advance,0,10991049,1
2019-01-23T22:31:43.480,,advance,0,10991053,0
2019-01-23T22:31:43.480,,advance,0,10991137,1
2019-01-23T22:31:43.480,,advance,0,10991142,0
2019-01-23T22:31:43.480,,advance,0,10991225,1
2019-01-23T22:31:43.480,,advance,0,10991229,0
2019-01-23T22:31:43.480,,advance,0,10991312,1
2019-01-23T22:31:43.480,,advance,0,10991317,0
2019-01-23T22:31:43.480,,advance,0,10991400,1
2019-01-23T22:31:43.480,,advance,0,10991403,0
2019-01-23T22:31:43.480,,advance,0,10991487,1
2019-01-23T22:31:43.480,,advance,0,10991491,0
2019-01-23T22:31:43.480,,advance,0,10991575,1
2019-01-23T22:31:43.480,,advance,0,10991578,0
2019-01-23T22:31:43.480,,advance,0,10991662,1
2019-01-23T22:31:43.480,,advance,0,10991667,0
2019-01-23T22:31:43.480,,advance,0,10991752,1
2019-01-23T22:31:43.480,,advance,0,10991755,0
2019-01-23T22:31:43.480,,advance,0,10991840,1
2019-01-23T22:31:43.480,,advance,0,10991844,0
2019-01-23T22:31:43.480,,advance,0,10991931,1
2019-01-23T22:31:43.480,,advance,0,10991934,0
2019-01-23T22:31:43.480,,advance,0,10992020,1
2019-01-23T22:31:43.480,,advance,0,10992024,0
2019-01-23T22:31:43.480,,advance,0,10992112,1
2019-01-23T22:31:43.480,,advance,0,10992115,0
2019-01-23T22:31:43.480,,advance,0,10992202,1
2019-01-23T22:31:43.480,,advance,0,10992207,0
2019-01-23T22:31:43.480,,advance,0,10992294,1
2019-01-23T22:31:43.480,,advance,0,10992297,0
2019-01-23T22:31:43.480,,advance,0,10992385,1
2019-01-23T22:31:43.480,,advance,0,10992389,0
2019-01-23T22:31:43.480,,advance,0,10992475,1
2019-01-23T22:31:43.480,,advance,0,10992479,0
2019-01-23T22:31:43.480,,advance,0,10992567,1
2019-01-23T22:31:43.480,,advance,0,10992571,0
2019-01-23T22:31:43.480,,advance,0,10992658,1
2019-01-23T22:31:43.480,,advance,0,10992661,0
2019-01-23T22:31:43.480,,advance,0,10992749,1
2019-01-23T22:31:43.480,,advance,0,10992753,0
2019-01-23T22:31:43.480,,advance,0,10992842,1
2019-01-23T22:31:43.480,,advance,0,10992845,0
2019-01-23T22:31:43.480,,advance,0,10992932,1
2019-01-23T22:31:43.480,,advance,0,10992936,0
2019-01-23T22:31:43.480,,advance,0,10993024,1
2019-01-23T22:31:43.480,,advance,0,10993027,0
