Timestep  Iteration  resNorm(0)  resNorm(1)  resNorm(2)  
3  20  0.0000000000000301  0.0000000000000557  0.0000000000038874  
3  21  0.0000000000000161  0.0000000000000300  0.0000000000031947  
3  22  0.0000000000000149  0.0000000000000276  0.0000000000019174  
3  23  0.0000000000000002  0.0000000000000002  0.0000000000000109  
4  1  0.1479631432416987  0.1378068471859944  1.5203545437182708  
4  2  0.0000000000145114  0.0000000000305060  0.0000000009448180  
4  3  0.0000000000193343  0.0000000000367432  0.0000000006573701  
4  4  0.0000000000115806  0.0000000000219230  0.0000000004010556  
4  5  0.0000000000027381  0.0000000000052057  0.0000000001524369  
4  6  0.0000000000016732  0.0000000000031750  0.0000000000616329  
4  7  0.0000000000002599  0.0000000000004886  0.0000000000303608  
4  8  0.0000000000003134  0.0000000000005991  0.0000000000099434  
4  9  0.0000000000000899  0.0000000000001697  0.0000000000041278  
4  10  0.0000000000000477  0.0000000000000919  0.0000000000016541  
4  11  0.0000000000000174  0.0000000000000333  0.0000000000011277  
4  12  0.0000000000000022  0.0000000000000043  0.0000000000001839  
5  1  0.1289511853715461  0.1211620053815480  1.5203545437182358  
5  2  0.0000000000000026  0.0000000000000049  0.0000000000003503  
6  1  0.1142580451404338  0.1080968299698074  1.5203545437183104  
6  2  0.0000000000000046  0.0000000000000088  0.0000000000004253  
7  1  0.1025648447233850  0.0975705446133983  1.5203545437184194  
7  2  0.0000000000000086  0.0000000000000166  0.0000000000009049  
8  1  0.0930392936795957  0.0889096388411143  1.5203545437179988  
8  2  0.0000000000000168  0.0000000000000330  0.0000000000018867  
8  3  0.0000000000000140  0.0000000000000269  0.0000000000014976  
8  4  0.0000000000000126  0.0000000000000244  0.0000000000008901  
9  1  0.0851305262645192  0.0816591936086101  1.5203545437186718  
9  2  0.0000000000000120  0.0000000000000235  0.0000000000019444  
9  3  0.0000000000000157  0.0000000000000303  0.0000000000009729  
10  1  0.0784595543590215  0.0755009453827417  1.5203545437175567  
10  2  0.0000000000000247  0.0000000000000477  0.0000000000042451  
10  3  0.0000000000000338  0.0000000000000651  0.0000000000020315  
10  4  0.0000000000000235  0.0000000000000456  0.0000000000023819  
10  5  0.0000000000000030  0.0000000000000058  0.0000000000001472  
