"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	1.223736016645731e+00	8.339358784085043e+00	-2.339203705503613e-02	2.534596105459405e+05	-2.431086287835171e-08	-4.350203005820674e-05	-1.045820394550076e-05	-3.187515394529328e-03	0.000000000000000e+00	0.000000000000000e+00	1.013724781310549e+05	2.885776326479169e+02	1.022114385204787e+01	2.001089194197047e-02	
1	-5.000000000000035e-02	4.337016800629632e-18	1.223985163946350e+00	2.797453746052284e-01	2.747248506350841e-01	2.535036539945548e+05	2.493419213323023e-07	1.133409024295373e-05	-1.286038675352708e-04	8.355699002277106e-02	0.000000000000000e+00	-7.301551939433669e-17	1.014014364780373e+05	2.886013105808759e+02	1.430496094166457e+01	9.406041399349188e-04	
2	1.295657340110302e-01	1.012734677849954e+00	1.221876825084084e+00	5.340703759409392e+00	7.363207584276403e+00	2.530792141077638e+05	6.906459866229397e-07	3.609852622661336e-04	-5.962395600196402e-04	8.954632608219981e-02	-2.540567970862995e-01	-1.956695878113646e-02	1.012181425525294e+05	2.885767120344042e+02	-1.154385100417997e+01	2.186002700770775e-02	
3	2.296185726297955e-01	9.880298046655308e-01	1.221607202560473e+00	-8.557705209886839e-03	-6.938038697848862e-01	2.529775135823776e+05	-2.293755896776162e-06	-1.320729585532199e-04	7.683817972803375e-05	-5.503587491111830e-01	-2.541116235831448e-01	2.762206931422595e-02	1.011909266126816e+05	2.885627933892582e+02	-1.538194716095946e+01	1.667896722960567e-03	
4	4.999999999999991e-02	-7.253910028918617e-18	1.223213417763817e+00	-6.796437791293525e-01	6.517268931565035e-01	2.532821152087929e+05	4.378771056856579e-08	3.304662114089751e-05	-2.859901192597825e-05	1.150026795221493e-02	0.000000000000000e+00	-8.340097504344688e-17	1.013127011106781e+05	2.885306826483711e+02	1.791159311529482e+00	2.260644952243229e-03	
5	3.000000000000000e+00	0.000000000000000e+00	1.223567690343906e+00	-5.001215379999675e+00	2.308574658849150e-01	2.533581682259543e+05	3.192036857058156e-09	-1.021343839884281e-04	4.920912309858139e-07	1.137802959419787e-03	0.000000000000000e+00	0.000000000000000e+00	1.013391701814690e+05	2.885225013141065e+02	5.523929131158641e+00	1.201630842416469e-02	
6	3.000000000000000e+00	4.000000000000000e+00	1.223269171222821e+00	1.628362294176963e+01	5.807724707890358e-02	2.533936309120172e+05	1.274853556054723e-10	1.415943235016925e-05	-9.000798416314293e-07	1.546060055261478e-03	0.000000000000000e+00	0.000000000000000e+00	1.013140997233254e+05	2.885215151211556e+02	1.988397027985568e+00	3.909253391589010e-02	
7	-3.000000000000000e+00	4.000000000000000e+00	1.223595255441053e+00	1.021596676338348e+01	-1.341676769141463e-02	2.534332345548459e+05	-1.173950980870586e-08	2.122540812798945e-05	2.529647305364938e-06	-2.643277402967215e-04	0.000000000000000e+00	0.000000000000000e+00	1.013562348873836e+05	2.885645852801575e+02	7.930459368721159e+00	2.451724693324474e-02	
8	-3.000000000000000e+00	3.428571428571430e+00	1.223577530333183e+00	1.006114249610988e+01	1.975942332667995e-02	2.534290252768065e+05	2.726592529533889e-08	3.038040882152870e-05	-1.318616148687779e-05	8.434167189989239e-03	0.000000000000000e+00	0.000000000000000e+00	1.013550640437587e+05	2.885654320333424e+02	7.765342512865332e+00	2.414602505534623e-02	
9	-3.000000000000000e+00	2.857142857142859e+00	1.223591911461365e+00	9.825553606798836e+00	4.926226442341804e-02	2.534314769726383e+05	2.726592529533889e-08	3.038040882152870e-05	-1.318616148687779e-05	8.434167189989239e-03	0.000000000000000e+00	0.000000000000000e+00	1.013568103757416e+05	2.885670123433419e+02	8.011616942830374e+00	2.358053768503606e-02	
10	-3.000000000000000e+00	2.285714285714289e+00	1.223638344371376e+00	9.534854256245705e+00	6.839428104553914e-02	2.534408022682741e+05	1.155982176648251e-08	2.483606105663227e-05	-6.177907843907260e-06	4.690787493018433e-03	0.000000000000000e+00	0.000000000000000e+00	1.013614606140075e+05	2.885693011248985e+02	8.667411367575189e+00	2.288222464463421e-02	
11	-3.000000000000000e+00	1.714285714285720e+00	1.223669177492720e+00	9.196209366326659e+00	8.795641862081886e-02	2.534469189978393e+05	1.155982176648251e-08	2.483606105663227e-05	-6.177907843907260e-06	4.690787493018433e-03	0.000000000000000e+00	0.000000000000000e+00	1.013649439277388e+05	2.885719464780295e+02	9.158641621604991e+00	2.206931192120558e-02	
12	-3.000000000000000e+00	1.142857142857147e+00	1.223741744028228e+00	8.866902951068766e+00	7.542678595226143e-02	2.534618073305120e+05	-1.090653434232536e-08	1.547595747375397e-05	-7.886943225787757e-06	5.918434471823275e-04	0.000000000000000e+00	0.000000000000000e+00	1.013718725644654e+05	2.885745581787370e+02	1.013574453045173e+01	2.127747200991439e-02	
13	-3.000000000000000e+00	5.714285714285738e-01	1.223748560312325e+00	8.551428274288527e+00	1.630964694878875e-02	2.534626743308580e+05	-1.090653434232536e-08	1.547595747375397e-05	-7.886943225787757e-06	5.918434471823275e-04	0.000000000000000e+00	0.000000000000000e+00	1.013731183897379e+05	2.885764972791735e+02	1.031143558566321e+01	2.051955458527324e-02	
14	-2.473871371856578e+00	0.000000000000000e+00	1.223761583112199e+00	8.169864839829742e+00	-4.270156682781894e-03	2.534647340350594e+05	3.483298116613298e-08	-1.611762781017489e-05	1.309805984264778e-05	1.122043633949943e-02	0.000000000000000e+00	0.000000000000000e+00	1.013749851641008e+05	2.885787404057217e+02	1.057469526170573e+01	1.960365738202585e-02	
15	-2.029065741919601e+00	0.000000000000000e+00	1.223749288128833e+00	7.835958367655643e+00	-1.150285756667753e-04	2.534617536361054e+05	3.483298116613298e-08	-1.611762781017489e-05	1.309805984264778e-05	1.122043633949943e-02	0.000000000000000e+00	0.000000000000000e+00	1.013746663526205e+05	2.885807321975757e+02	1.052973524474189e+01	1.880256752928491e-02	
16	-1.653013276730948e+00	0.000000000000000e+00	1.223783863459707e+00	7.328540467772196e+00	5.637411202759076e-03	2.534681838281709e+05	9.446834425830275e-08	-3.121163267838512e-05	-2.260941981591102e-05	2.665810839971527e-02	0.000000000000000e+00	0.000000000000000e+00	1.013784962399881e+05	2.885834811182183e+02	1.106984064139109e+01	1.758443089476679e-02	
17	-1.335086820797576e+00	0.000000000000000e+00	1.223808891865670e+00	6.685833568242069e+00	4.248029507733649e-03	2.534725028551801e+05	9.446834425830275e-08	-3.121163267838512e-05	-2.260941981591102e-05	2.665810839971527e-02	0.000000000000000e+00	0.000000000000000e+00	1.013816960164359e+05	2.885866875091024e+02	1.152108538089598e+01	1.604187222914199e-02	
18	-1.066301883479915e+00	0.000000000000000e+00	1.223852180468845e+00	5.960129831015863e+00	1.001617366928770e-02	2.534806419221398e+05	2.234724798544363e-07	-9.318132926594558e-05	-1.370017942181612e-05	6.068376192706637e-02	0.000000000000000e+00	0.000000000000000e+00	1.013864516155060e+05	2.885900164806071e+02	1.219173819009359e+01	1.430006036730822e-02	
19	-8.390627380676499e-01	0.000000000000000e+00	1.223879001649371e+00	5.148365006612980e+00	1.227894656615453e-02	2.534853438765712e+05	2.234724798544363e-07	-9.318132926594558e-05	-1.370017942181612e-05	6.068376192706637e-02	0.000000000000000e+00	0.000000000000000e+00	1.013898061072459e+05	2.885932401963594e+02	1.266480147311604e+01	1.235208180007455e-02	
20	-6.469477023227581e-01	0.000000000000000e+00	1.223904008096682e+00	4.266759155151783e+00	-6.738345209500715e-03	2.534896248412472e+05	1.811706087373466e-07	-6.587419715486931e-05	-6.403082401484905e-05	5.474151237285696e-02	0.000000000000000e+00	0.000000000000000e+00	1.013928749843829e+05	2.885960787355831e+02	1.309758629006564e+01	1.023663587671892e-02	
21	-4.845276733706831e-01	0.000000000000000e+00	1.223956009368907e+00	3.441008125773044e+00	7.732620382951428e-03	2.534996363973945e+05	1.811706087373466e-07	-6.587419715486931e-05	-6.403082401484905e-05	5.474151237285696e-02	0.000000000000000e+00	0.000000000000000e+00	1.013979197513953e+05	2.885981757640624e+02	1.380901867089633e+01	8.255157238498451e-03	
