"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	1.223718069683812e+00	8.672264850213008e+00	-2.068751399625948e-02	2.534565040275721e+05	-2.050195102576424e-08	-1.268281145705430e-05	-1.078225353121423e-05	-2.095155185088515e-03	0.000000000000000e+00	0.000000000000000e+00	1.013703097919458e+05	2.885756921926076e+02	9.915356359587898e+00	2.081007652295238e-02	
1	-5.000000000000037e-02	2.802746823393428e-17	1.223962850322442e+00	3.651203684593312e-01	3.593583589382749e-01	2.534989460488273e+05	2.203865050454112e-07	-6.095210044243515e-06	-1.218536800151604e-04	7.771365807275288e-02	0.000000000000000e+00	-1.478334057679418e-16	1.013995355340277e+05	2.886011615412940e+02	1.403688253105372e+01	1.229018036844643e-03	
2	2.993811741450485e-01	1.023337662502712e+00	1.221542034665854e+00	6.375870346444905e+00	6.444953322801167e+00	2.530094573805475e+05	3.494241223034322e-07	4.221594705402509e-04	-4.671349624914001e-04	1.316898973891512e-02	-2.965775705418283e-01	-1.892075550631311e-02	1.011903263303959e+05	2.885764759936467e+02	-1.546660126979947e+01	2.179312499688549e-02	
3	3.994377707403030e-01	9.770743114369496e-01	1.221691339266916e+00	-2.893668024898199e-01	-9.218439328003826e-01	2.529846406622074e+05	-2.103895132998801e-06	3.294351148985797e-05	2.424675406546006e-04	-5.069199300778564e-01	-2.965542230923657e-01	2.996296405299859e-02	1.011937034391482e+05	2.885508383856259e+02	-1.499034844899357e+01	2.322429211480433e-03	
4	4.999999999999992e-02	-1.075627456861546e-17	1.223226604015907e+00	-6.325180297004402e-01	6.016069203682082e-01	2.532780280798203e+05	-3.235027969950011e-07	4.846362464261400e-05	3.852793422631784e-06	-7.950684506795369e-02	0.000000000000000e+00	6.643440484741688e-17	1.013110866417758e+05	2.885229744863054e+02	1.563480718624213e+00	2.095725298210113e-03	
5	3.000000000000000e+00	0.000000000000000e+00	1.223553005560615e+00	-4.594950462161324e+00	2.342585850779503e-01	2.533547510500239e+05	4.237342920987430e-09	-1.221621385800731e-04	-2.125842652467291e-07	4.180609394097701e-03	0.000000000000000e+00	0.000000000000000e+00	1.013384402598468e+05	2.885238859074621e+02	5.420992786175626e+00	1.104287045373820e-02	
6	3.000000000000000e+00	4.000000000000000e+00	1.223276360891995e+00	1.619943630610993e+01	5.886529543336816e-02	2.533950233837982e+05	1.186995568502880e-08	-1.097960428353417e-05	7.341599421797906e-06	7.016922550974414e-03	0.000000000000000e+00	0.000000000000000e+00	1.013151040526162e+05	2.885226794728446e+02	2.130031394183095e+00	3.889012714324465e-02	
7	-3.000000000000000e+00	4.000000000000000e+00	1.223585376796336e+00	1.033606462633459e+01	-1.268701426958920e-02	2.534314675472299e+05	-1.534898319555111e-08	3.334167295321322e-05	4.455672864087795e-07	-4.198280803393573e-04	0.000000000000000e+00	0.000000000000000e+00	1.013551245034114e+05	2.885637536872118e+02	7.773868764832236e+00	2.480570249139690e-02	
8	-3.000000000000000e+00	3.428571428571430e+00	1.223568811127172e+00	1.019780159537394e+01	1.697407579473961e-02	2.534275463278487e+05	3.544907323238533e-08	4.397398948263742e-05	-2.068075248401469e-05	1.095849004923366e-02	0.000000000000000e+00	0.000000000000000e+00	1.013540198230076e+05	2.885645153679027e+02	7.618082500014911e+00	2.447419713516829e-02	
9	-3.000000000000000e+00	2.857142857142859e+00	1.223581763844368e+00	9.985839457223024e+00	4.497668304464107e-02	2.534297478948540e+05	3.544907323238533e-08	4.397398948263742e-05	-2.068075248401469e-05	1.095849004923366e-02	0.000000000000000e+00	0.000000000000000e+00	1.013555996321536e+05	2.885659584710779e+02	7.840873241232345e+00	2.396539521471546e-02	
10	-3.000000000000000e+00	2.285714285714289e+00	1.223624957243882e+00	9.723946129634799e+00	6.187640578791068e-02	2.534384329863899e+05	1.131345994664912e-08	4.271804789723888e-05	-1.405350662492255e-05	5.230542621575296e-03	0.000000000000000e+00	0.000000000000000e+00	1.013599176488903e+05	2.885680654645872e+02	8.449816512519249e+00	2.333619424749939e-02	
11	-3.000000000000000e+00	1.714285714285720e+00	1.223653304743287e+00	9.419948467674436e+00	7.927087988806605e-02	2.534440616335949e+05	1.131345994664912e-08	4.271804789723888e-05	-1.405350662492255e-05	5.230542621575296e-03	0.000000000000000e+00	0.000000000000000e+00	1.013631202651995e+05	2.885704979379904e+02	8.901461740165248e+00	2.260636351307571e-02	
