"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	1.223750529283000e+00	8.038814623953293e+00	-2.410446217285703e-02	2.534618812820028e+05	3.774373058540448e-08	1.084761736969142e-05	1.369550168611039e-05	4.804741154657677e-03	0.000000000000000e+00	0.000000000000000e+00	1.013741910266097e+05	2.885790864154589e+02	1.046270294876966e+01	1.928944807042983e-02	
1	-5.000000000000033e-02	1.226235300439328e-17	1.223948944179381e+00	2.477913735406337e-01	2.433376104287788e-01	2.534956993877077e+05	-7.407039663842596e-07	-3.090455006474202e-05	1.521481152897963e-04	-2.223564731830265e-01	0.000000000000000e+00	-4.424155329494730e-18	1.013982600461307e+05	2.886008102343941e+02	1.385700833883401e+01	8.331774425613633e-04	
2	4.755708261283245e-02	1.006481704151518e+00	1.222291759057098e+00	4.708886349983635e+00	6.968568914175177e+00	2.531523132842052e+05	-8.026299029850748e-07	-3.373531777128846e-04	6.070735540415484e-04	-1.069779573590495e-01	3.009828293571534e-01	3.341574795756586e-02	1.012493512254426e+05	2.885676951756586e+02	-7.142684326248315e+00	2.020543730641381e-02	
3	1.475959429748555e-01	9.936339571394902e-01	1.222040691948336e+00	6.428031329637980e-01	-3.916306129891911e-01	2.530292766745365e+05	2.670924941883257e-06	3.306159249567564e-04	-2.595648224339442e-04	6.566646005958319e-01	3.010140435661779e-01	-2.491140366631672e-02	1.012116179445218e+05	2.885194165664178e+02	-1.246397623440976e+01	1.808859800542176e-03	
4	4.999999999999991e-02	-1.619161845666308e-18	1.223546576722680e+00	-6.110392141425453e-01	5.881612714805003e-01	2.532911565698193e+05	3.022998391610798e-07	-8.582910206555994e-06	8.031241427897129e-06	1.037528160086367e-01	0.000000000000000e+00	2.516534148767148e-17	1.013163450512672e+05	2.884624935890660e+02	2.305041780729828e+00	2.035831302183878e-03	
5	3.000000000000000e+00	0.000000000000000e+00	1.223767790430939e+00	-5.123922203451527e+00	2.223484971110056e-01	2.533540164285238e+05	4.858058400003529e-09	8.472175528417836e-05	-4.193512356032159e-06	3.953750943765044e-03	0.000000000000000e+00	0.000000000000000e+00	1.013373077137656e+05	2.884700228116944e+02	5.261276796731333e+00	1.230871837885715e-02	
6	3.000000000000000e+00	4.000000000000000e+00	1.223251909419437e+00	1.647245496984213e+01	6.545709218215287e-02	2.533951271113702e+05	-9.466573747118900e-09	4.389537114235509e-05	-9.069426467528396e-06	-5.347925034584478e-03	0.000000000000000e+00	0.000000000000000e+00	1.013136861384274e+05	2.885244087446543e+02	1.930071700384068e+00	3.954628851262453e-02	
7	-3.000000000000000e+00	4.000000000000000e+00	1.223611043681546e+00	1.001078679580801e+01	-1.344246106865478e-02	2.534360641684841e+05	7.135262825030964e-09	-6.036994635572057e-05	-1.318840906684715e-06	-2.017052465816960e-03	0.000000000000000e+00	0.000000000000000e+00	1.013580452933379e+05	2.885660161540337e+02	8.185769755736487e+00	2.402446795227388e-02	
8	-3.000000000000000e+00	3.428571428571430e+00	1.223593368513994e+00	9.848566261276591e+00	2.136743560735680e-02	2.534317928104720e+05	-3.063779741019346e-08	-5.558075715761390e-05	2.437851903264177e-05	-1.012770147644915e-02	0.000000000000000e+00	0.000000000000000e+00	1.013568630477503e+05	2.885668186774976e+02	8.019044951389498e+00	2.363550455584276e-02	
9	-3.000000000000000e+00	2.857142857142859e+00	1.223607349394936e+00	9.602902560630362e+00	5.160413627939315e-02	2.534341460045169e+05	-3.063779741019346e-08	-5.558075715761390e-05	2.437851903264177e-05	-1.012770147644915e-02	0.000000000000000e+00	0.000000000000000e+00	1.013585852003224e+05	2.885684245038022e+02	8.261909508163091e+00	2.304588904342404e-02	
