"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	1.223705539834425e+00	8.876353278702263e+00	-1.794107217178052e-02	2.534541707312034e+05	4.074643067397687e-09	3.433949224174171e-05	3.742793821315260e-06	1.045358949340880e-03	0.000000000000000e+00	0.000000000000000e+00	1.013687910165607e+05	2.885743233820115e+02	9.701172833263797e+00	2.130006121572477e-02	
1	-5.000000000000034e-02	5.124588595837838e-17	1.223908521264197e+00	4.410220939607337e-01	4.350383946829866e-01	2.534875601443595e+05	2.326168120347916e-07	1.806700353101931e-06	5.569033413066471e-05	5.776862375205383e-02	0.000000000000000e+00	-8.602494268586942e-17	1.013949613473556e+05	2.886009529610934e+02	1.339181319357266e+01	1.486218085362595e-03	
2	4.668916391246296e-01	1.034711654660988e+00	1.221472085665245e+00	7.040544815868360e+00	4.938669733306401e+00	2.529857264611603e+05	-6.579135958251214e-07	-3.280043679847466e-04	2.854708544521856e-04	-1.189285160216969e-01	1.494160218859175e-01	2.043302184173701e-02	1.011821806507363e+05	2.885697703239183e+02	-1.661533623800902e+01	2.067473016391478e-02	
3	5.669426385023859e-01	9.649065172310022e-01	1.221985666043186e+00	-1.482516475149143e-02	-8.622589500724545e-01	2.530296311069370e+05	1.255479714856733e-06	-1.164677433909134e-04	-1.252660947947959e-05	3.159734014479909e-01	1.494880741691684e-01	-1.847499905089922e-02	1.012117307211698e+05	2.885327300717229e+02	-1.244807203922785e+01	2.072475445109680e-03	
4	4.999999999999991e-02	-8.995538788451578e-18	1.223419419347440e+00	-5.630734057491318e-01	5.314386972101935e-01	2.532821625128664e+05	-2.320054595106313e-07	-2.581853791483457e-05	2.536890744897491e-05	-4.822505591437221e-02	0.000000000000000e+00	2.229147437064698e-16	1.013127670046179e+05	2.884822869572503e+02	1.800451927501323e+00	1.858673491807861e-03	
5	3.000000000000000e+00	0.000000000000000e+00	1.223604800019902e+00	-4.097669599797415e+00	2.336657297988086e-01	2.533482775274852e+05	-8.778142435161840e-09	1.489743929816711e-05	1.437538623666468e-06	2.533406019210815e-03	0.000000000000000e+00	0.000000000000000e+00	1.013365575899839e+05	2.885063128817954e+02	5.155491465792045e+00	9.850861696508787e-03	
6	3.000000000000000e+00	4.000000000000000e+00	1.223277588394737e+00	1.615780270097818e+01	6.245617953215182e-02	2.533958709933532e+05	-5.789252410792756e-09	-8.911407185507869e-06	-2.489999299963574e-06	-3.890232532285154e-03	0.000000000000000e+00	0.000000000000000e+00	1.013156633205647e+05	2.885239826216289e+02	2.208901503982183e+00	3.879008414765794e-02	
7	-3.000000000000000e+00	4.000000000000000e+00	1.223583007896458e+00	1.036072866801673e+01	-1.208677160480912e-02	2.534310093067691e+05	1.085573564374442e-08	9.664566135825226e-06	-8.008925022860713e-07	1.880339899798855e-03	0.000000000000000e+00	0.000000000000000e+00	1.013548577378534e+05	2.885635528587669e+02	7.736248463314964e+00	2.486494913740255e-02	
8	-3.000000000000000e+00	3.428571428571430e+00	1.223568017946679e+00	1.023710487167811e+01	1.378346878116031e-02	2.534274776993281e+05	-1.619007039543874e-08	-2.292664790459753e-06	3.017259650101023e-06	-4.312979261158034e-03	0.000000000000000e+00	0.000000000000000e+00	1.013538610951941e+05	2.885642505170003e+02	7.595698095345317e+00	2.456853840570982e-02	
9	-3.000000000000000e+00	2.857142857142859e+00	1.223578940284011e+00	1.004555731139691e+01	3.986275569096406e-02	2.534293135270172e+05	-1.619007039543874e-08	-2.292664790459753e-06	3.017259650101023e-06	-4.312979261158034e-03	0.000000000000000e+00	0.000000000000000e+00	1.013552303883096e+05	2.885655731092921e+02	7.788801059032979e+00	2.410873136783226e-02	
10	-3.000000000000000e+00	2.285714285714289e+00	1.223619196229057e+00	9.809076618638290e+00	5.529066669373429e-02	2.534374187273462e+05	2.153026645856926e-09	1.712100072381872e-06	-6.985906051970581e-07	1.412142592016608e-04	0.000000000000000e+00	0.000000000000000e+00	1.013592402056091e+05	2.885674954279890e+02	8.354280864342188e+00	2.354052770368199e-02	
11	-3.000000000000000e+00	1.714285714285720e+00	1.223643629054120e+00	9.535886369683132e+00	7.218824290265291e-02	2.534422747616934e+05	2.153026645856926e-09	1.712100072381872e-06	-6.985906051970581e-07	1.412142592016608e-04	0.000000000000000e+00	0.000000000000000e+00	1.013620463712370e+05	2.885697224537570e+02	8.750017097301845e+00	2.288465300482335e-02	
12	-3.000000000000000e+00	1.142857142857147e+00	1.223706468923553e+00	9.281566326647807e+00	6.051344959026158e-02	2.534552336669807e+05	2.625319517335356e-09	6.705691527386648e-06	1.134951138015428e-06	2.145515172742307e-04	0.000000000000000e+00	0.000000000000000e+00	1.013680131072385e+05	2.885718897517804e+02	9.591469078900424e+00	2.227293193101942e-02	
13	-3.000000000000000e+00	5.714285714285738e-01	1.223712530546908e+00	9.039942998266298e+00	1.086956058472568e-02	2.534560547973159e+05	2.625319517335356e-09	6.705691527386648e-06	1.134951138015428e-06	2.145515172742307e-04	0.000000000000000e+00	0.000000000000000e+00	1.013690657285599e+05	2.885734568804179e+02	9.739913772367400e+00	2.169249782812170e-02	
14	-2.473871371856578e+00	0.000000000000000e+00	1.223720778329045e+00	8.734111905796533e+00	-3.350904338614657e-03	2.534569939298300e+05	-1.247869430009985e-08	2.492977654711126e-05	-4.259772832235220e-06	-2.846932969987392e-03	0.000000000000000e+00	0.000000000000000e+00	1.013703299039210e+05	2.885751106982211e+02	9.918192627418573e+00	2.095840213661464e-02	
15	-2.029065741919601e+00	0.000000000000000e+00	1.223709029571014e+00	8.447136536651781e+00	-6.884355830890997e-05	2.534539481503396e+05	-1.247869430009985e-08	2.492977654711126e-05	-4.259772832235220e-06	-2.846932969987392e-03	0.000000000000000e+00	0.000000000000000e+00	1.013699173186204e+05	2.885767067558786e+02	9.860008266873342e+00	2.026991221008882e-02	
16	-1.653013276730948e+00	0.000000000000000e+00	1.223737484322739e+00	8.015957657550524e+00	7.041850124910176e-03	2.534589919896209e+05	2.932298714952708e-08	3.283837246748078e-05	2.209132682007287e-06	7.370186969637871e-03	0.000000000000000e+00	0.000000000000000e+00	1.013730952581283e+05	2.885790433224716e+02	1.030817347740670e+01	1.923472931896559e-02	
