"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	1.223708015139291e+00	8.835055539898281e+00	-1.805318455331505e-02	2.534545815213774e+05	2.005842825170134e-09	5.071109356968861e-05	4.620835998819101e-06	-2.593713579699397e-04	0.000000000000000e+00	0.000000000000000e+00	1.013690749030616e+05	2.885745478165030e+02	9.741207595769128e+00	2.120091129304211e-02	
1	-5.000000000000034e-02	5.807167072984384e-17	1.223908191849288e+00	4.366995234562535e-01	4.310541442006292e-01	2.534873764994055e+05	4.147983645452769e-08	5.034201817522010e-06	5.350214537402920e-05	3.502238221699372e-03	0.000000000000000e+00	9.779557909583917e-17	1.013948890732275e+05	2.886008249238000e+02	1.338162081899635e+01	1.472123276924929e-03	
2	4.446680967682956e-01	1.033247211342426e+00	1.221523094262803e+00	6.947735356352753e+00	5.081019775905698e+00	2.529964951489762e+05	-2.339811855378571e-08	-7.114131226515497e-05	2.873675378998186e-04	1.368844232638367e-02	1.533540478411644e-01	9.647303083015757e-03	1.011864676645299e+05	2.885699461477946e+02	-1.601076512058889e+01	2.069175079367411e-02	
3	5.447195410975925e-01	9.673394795703454e-01	1.221969368080770e+00	3.205954111968036e-02	-8.527980151775185e-01	2.530258741327818e+05	7.303927969104507e-07	1.362271904126189e-05	-5.804396972064474e-06	1.900957938923966e-01	1.533293598671270e-01	-9.622687358357140e-03	1.012102304533541e+05	2.885323013685021e+02	-1.265964555717682e+01	2.050909352391634e-03	
4	4.999999999999991e-02	-1.101828977903353e-17	1.223434950865243e+00	-5.549402119599991e-01	5.246191834479490e-01	2.532825201358508e+05	-7.624352482693553e-09	-3.976944368433433e-05	3.679698559033717e-05	1.071895431960002e-02	0.000000000000000e+00	1.694207030478420e-17	1.013129127188382e+05	2.884790395796083e+02	1.821001105378766e+00	1.833225597373323e-03	
5	3.000000000000000e+00	0.000000000000000e+00	1.223617916150394e+00	-4.113854809282689e+00	2.322906303158435e-01	2.533479016540156e+05	-1.817699679662610e-08	4.204392788587086e-05	4.473500717028234e-06	1.194474723888561e-03	0.000000000000000e+00	0.000000000000000e+00	1.013363856515145e+05	2.885027308370346e+02	5.131244043786082e+00	9.889414101796948e-03	
6	3.000000000000000e+00	4.000000000000000e+00	1.223276898819673e+00	1.616277852434458e+01	6.341055919502316e-02	2.533959522668125e+05	3.461039677077338e-09	-2.892086479278078e-05	3.056659704514519e-06	-7.164918933995068e-04	0.000000000000000e+00	0.000000000000000e+00	1.013156694926898e+05	2.885241628426898e+02	2.209771920710997e+00	3.880204811865976e-02	
7	-3.000000000000000e+00	4.000000000000000e+00	1.223585309561154e+00	1.033109301983751e+01	-1.213163911011841e-02	2.534314088901273e+05	9.142486545599127e-09	1.751420586337815e-05	-2.481569079545998e-06	1.376877218717709e-03	0.000000000000000e+00	0.000000000000000e+00	1.013551178366021e+05	2.885637505628110e+02	7.772928585827802e+00	2.479377095954132e-02	
8	-3.000000000000000e+00	3.428571428571430e+00	1.223570339866072e+00	1.020659171944726e+01	1.394150512262135e-02	2.534278834740953e+05	-1.630580293010553e-08	5.427117272915893e-06	1.681177306089854e-06	-4.495790548389778e-03	0.000000000000000e+00	0.000000000000000e+00	1.013541254010544e+05	2.885644554233568e+02	7.632971520854324e+00	2.449525383771261e-02	
9	-3.000000000000000e+00	2.857142857142859e+00	1.223581319040426e+00	1.001383229525558e+01	4.014122985858352e-02	2.534297308596910e+05	-1.630580293010553e-08	5.427117272915893e-06	1.681177306089854e-06	-4.495790548389778e-03	0.000000000000000e+00	0.000000000000000e+00	1.013555013697751e+05	2.885657836129228e+02	7.827015903976629e+00	2.403254162668012e-02	
