TimeWindow  TotalIterations  Iterations  Convergence  
2456  10935  5  1  
2457  10940  5  1  
2458  10945  5  1  
2459  10950  5  1  
2460  10955  5  1  
2461  10960  5  1  
2462  10965  5  1  
2463  10970  5  1  
2464  10976  6  1  
2465  10982  6  1  
2466  10988  6  1  
2467  10993  5  1  
2468  10999  6  1  
2469  11005  6  1  
2470  11011  6  1  
2471  11016  5  1  
2472  11021  5  1  
2473  11027  6  1  
2474  11032  5  1  
2475  11038  6  1  
2476  11043  5  1  
2477  11048  5  1  
2478  11053  5  1  
2479  11058  5  1  
2480  11063  5  1  
2481  11067  4  1  
2482  11071  4  1  
2483  11077  6  1  
2484  11083  6  1  
2485  11089  6  1  
2486  11094  5  1  
2487  11100  6  1  
2488  11104  4  1  
2489  11110  6  1  
2490  11115  5  1  
2491  11120  5  1  
2492  11126  6  1  
2493  11130  4  1  
2494  11136  6  1  
2495  11142  6  1  
2496  11147  5  1  
2497  11152  5  1  
2498  11157  5  1  
2499  11163  6  1  
2500  11169  6  1  
2501  11175  6  1  
2502  11180  5  1  
2503  11185  5  1  
2504  11190  5  1  
2505  11196  6  1  
2506  11203  7  1  
2507  11208  5  1  
2508  11214  6  1  
2509  11220  6  1  
2510  11226  6  1  
2511  11232  6  1  
2512  11238  6  1  
2513  11245  7  1  
2514  11250  5  1  
2515  11255  5  1  
2516  11261  6  1  
2517  11267  6  1  
2518  11273  6  1  
2519  11279  6  1  
2520  11284  5  1  
2521  11290  6  1  
2522  11295  5  1  
2523  11300  5  1  
2524  11305  5  1  
2525  11311  6  1  
2526  11316  5  1  
2527  11321  5  1  
2528  11325  4  1  
2529  11330  5  1  
2530  11335  5  1  
2531  11339  4  1  
2532  11345  6  1  
2533  11351  6  1  
2534  11358  7  1  
2535  11363  5  1  
2536  11369  6  1  
2537  11374  5  1  
2538  11379  5  1  
2539  11385  6  1  
2540  11391  6  1  
2541  11396  5  1  
2542  11402  6  1  
2543  11407  5  1  
2544  11412  5  1  
2545  11417  5  1  
2546  11423  6  1  
2547  11429  6  1  
2548  11435  6  1  
2549  11441  6  1  
2550  11448  7  1  
2551  11454  6  1  
2552  11460  6  1  
2553  11465  5  1  
2554  11471  6  1  
2555  11478  7  1  
2556  11483  5  1  
2557  11489  6  1  
2558  11495  6  1  
2559  11500  5  1  
2560  11505  5  1  
2561  11511  6  1  
2562  11517  6  1  
2563  11523  6  1  
2564  11529  6  1  
2565  11535  6  1  
2566  11541  6  1  
2567  11547  6  1  
2568  11554  7  1  
2569  11560  6  1  
2570  11566  6  1  
2571  11572  6  1  
2572  11577  5  1  
2573  11583  6  1  
2574  11589  6  1  
2575  11594  5  1  
2576  11600  6  1  
2577  11606  6  1  
2578  11612  6  1  
2579  11619  7  1  
2580  11626  7  1  
2581  11632  6  1  
2582  11638  6  1  
2583  11644  6  1  
2584  11650  6  1  
2585  11657  7  1  
2586  11663  6  1  
2587  11670  7  1  
2588  11676  6  1  
2589  11681  5  1  
2590  11688  7  1  
2591  11695  7  1  
2592  11702  7  1  
2593  11709  7  1  
2594  11715  6  1  
2595  11722  7  1  
2596  11728  6  1  
2597  11734  6  1  
2598  11740  6  1  
2599  11745  5  1  
2600  11751  6  1  
2601  11757  6  1  
2602  11763  6  1  
2603  11769  6  1  
2604  11776  7  1  
2605  11783  7  1  
2606  11789  6  1  
2607  11795  6  1  
2608  11801  6  1  
2609  11808  7  1  
2610  11815  7  1  
2611  11821  6  1  
2612  11827  6  1  
2613  11834  7  1  
2614  11840  6  1  
2615  11847  7  1  
2616  11854  7  1  
2617  11860  6  1  
2618  11866  6  1  
2619  11873  7  1  
2620  11878  5  1  
2621  11884  6  1  
2622  11891  7  1  
2623  11897  6  1  
2624  11904  7  1  
2625  11911  7  1  
2626  11918  7  1  
2627  11923  5  1  
2628  11930  7  1  
2629  11936  6  1  
2630  11943  7  1  
2631  11950  7  1  
2632  11957  7  1  
2633  11964  7  1  
2634  11971  7  1  
2635  11978  7  1  
2636  11984  6  1  
2637  11991  7  1  
2638  11997  6  1  
2639  12004  7  1  
2640  12011  7  1  
2641  12018  7  1  
2642  12026  8  1  
2643  12033  7  1  
2644  12040  7  1  
2645  12046  6  1  
2646  12053  7  1  
2647  12060  7  1  
2648  12067  7  1  
2649  12074  7  1  
2650  12081  7  1  
2651  12088  7  1  
2652  12096  8  1  
2653  12104  8  1  
2654  12110  6  1  
2655  12117  7  1  
2656  12124  7  1  
2657  12132  8  1  
2658  12139  7  1  
2659  12146  7  1  
2660  12155  9  1  
2661  12164  9  1  
2662  12171  7  1  
2663  12178  7  1  
2664  12186  8  1  
2665  12194  8  1  
2666  12202  8  1  
2667  12210  8  1  
2668  12218  8  1  
2669  12226  8  1  
2670  12234  8  1  
2671  12242  8  1  
2672  12250  8  1  
2673  12259  9  1  
2674  12267  8  1  
2675  12275  8  1  
2676  12284  9  1  
2677  12292  8  1  
2678  12301  9  1  
2679  12310  9  1  
2680  12318  8  1  
2681  12326  8  1  
2682  12333  7  1  
2683  12340  7  1  
2684  12346  6  1  
2685  12354  8  1  
2686  12362  8  1  
2687  12370  8  1  
2688  12377  7  1  
2689  12384  7  1  
2690  12391  7  1  
2691  12398  7  1  
2692  12405  7  1  
2693  12412  7  1  
2694  12419  7  1  
2695  12426  7  1  
2696  12433  7  1  
2697  12440  7  1  
2698  12447  7  1  
2699  12453  6  1  
2700  12461  8  1  
2701  12470  9  1  
2702  12478  8  1  
2703  12487  9  1  
2704  12495  8  1  
2705  12503  8  1  
2706  12512  9  1  
2707  12520  8  1  
2708  12528  8  1  
2709  12536  8  1  
2710  12545  9  1  
2711  12552  7  1  
2712  12560  8  1  
2713  12568  8  1  
2714  12576  8  1  
2715  12583  7  1  
2716  12590  7  1  
2717  12598  8  1  
2718  12605  7  1  
2719  12613  8  1  
2720  12620  7  1  
2721  12627  7  1  
2722  12633  6  1  
2723  12641  8  1  
2724  12648  7  1  
2725  12656  8  1  
2726  12664  8  1  
2727  12672  8  1  
2728  12680  8  1  
2729  12688  8  1  
2730  12696  8  1  
2731  12705  9  1  
2732  12713  8  1  
2733  12722  9  1  
2734  12731  9  1  
2735  12740  9  1  
2736  12748  8  1  
2737  12755  7  1  
2738  12763  8  1  
2739  12772  9  1  
2740  12780  8  1  
2741  12788  8  1  
2742  12796  8  1  
2743  12804  8  1  
2744  12813  9  1  
2745  12822  9  1  
2746  12830  8  1  
2747  12838  8  1  
2748  12847  9  1  
2749  12856  9  1  
2750  12864  8  1  
2751  12874  10  1  
2752  12883  9  1  
2753  12893  10  1  
2754  12903  10  1  
2755  12913  10  1  
2756  12922  9  1  
2757  12932  10  1  
2758  12942  10  1  
2759  12953  11  1  
2760  12964  11  1  
2761  12974  10  1  
2762  12985  11  1  
2763  12995  10  1  
2764  13006  11  1  
2765  13017  11  1  
2766  13027  10  1  
2767  13035  8  1  
2768  13046  11  1  
2769  13058  12  1  
2770  13068  10  1  
2771  13079  11  1  
2772  13089  10  1  
2773  13100  11  1  
2774  13110  10  1  
2775  13121  11  1  
2776  13132  11  1  
2777  13142  10  1  
2778  13150  8  1  
2779  13160  10  1  
2780  13170  10  1  
2781  13179  9  1  
2782  13190  11  1  
2783  13198  8  1  
2784  13208  10  1  
2785  13219  11  1  
2786  13229  10  1  
2787  13240  11  1  
2788  13250  10  1  
2789  13261  11  1  
2790  13274  13  1  
2791  13288  14  1  
2792  13304  16  1  
2793  13316  12  1  
2794  13327  11  1  
2795  13341  14  1  
2796  13351  10  1  
2797  13362  11  1  
2798  13374  12  1  
2799  13384  10  1  
2800  13395  11  1  
2801  13405  10  1  
2802  13416  11  1  
2803  13426  10  1  
2804  13436  10  1  
2805  13448  12  1  
2806  13458  10  1  
2807  13468  10  1  
2808  13478  10  1  
2809  13487  9  1  
2810  13495  8  1  
2811  13504  9  1  
2812  13512  8  1  
2813  13521  9  1  
2814  13529  8  1  
2815  13538  9  1  
2816  13546  8  1  
2817  13555  9  1  
2818  13565  10  1  
2819  13575  10  1  
2820  13584  9  1  
2821  13594  10  1  
2822  13604  10  1  
2823  13613  9  1  
2824  13624  11  1  
2825  13632  8  1  
2826  13641  9  1  
2827  13650  9  1  
2828  13660  10  1  
2829  13670  10  1  
2830  13680  10  1  
2831  13690  10  1  
2832  13699  9  1  
2833  13709  10  1  
2834  13718  9  1  
2835  13728  10  1  
2836  13739  11  1  
2837  13750  11  1  
2838  13759  9  1  
2839  13769  10  1  
2840  13780  11  1  
2841  13791  11  1  
2842  13801  10  1  
2843  13811  10  1  
2844  13822  11  1  
2845  13833  11  1  
2846  13844  11  1  
2847  13855  11  1  
2848  13863  8  1  
2849  13872  9  1  
2850  13882  10  1  
2851  13893  11  1  
2852  13904  11  1  
2853  13914  10  1  
2854  13923  9  1  
2855  13933  10  1  
2856  13943  10  1  
2857  13955  12  1  
2858  13966  11  1  
2859  13978  12  1  
2860  13991  13  1  
2861  14003  12  1  
2862  14016  13  1  
2863  14028  12  1  
2864  14039  11  1  
2865  14053  14  1  
2866  14066  13  1  
2867  14077  11  1  
2868  14091  14  1  
2869  14105  14  1  
2870  14117  12  1  
2871  14131  14  1  
2872  14147  16  1  
2873  14161  14  1  
2874  14176  15  1  
2875  14188  12  1  
2876  14201  13  1  
2877  14213  12  1  
2878  14226  13  1  
2879  14239  13  1  
2880  14252  13  1  
2881  14264  12  1  
2882  14276  12  1  
2883  14287  11  1  
2884  14299  12  1  
2885  14309  10  1  
2886  14321  12  1  
2887  14332  11  1  
2888  14343  11  1  
2889  14355  12  1  
2890  14368  13  1  
2891  14379  11  1  
2892  14391  12  1  
2893  14402  11  1  
2894  14413  11  1  
2895  14423  10  1  
2896  14432  9  1  
2897  14443  11  1  
2898  14453  10  1  
2899  14462  9  1  
2900  14471  9  1  
2901  14480  9  1  
2902  14488  8  1  
2903  14498  10  1  
2904  14508  10  1  
2905  14518  10  1  
2906  14528  10  1  
2907  14538  10  1  
2908  14550  12  1  
2909  14559  9  1  
2910  14568  9  1  
2911  14576  8  1  
2912  14585  9  1  
2913  14595  10  1  
2914  14605  10  1  
2915  14615  10  1  
2916  14625  10  1  
2917  14634  9  1  
2918  14644  10  1  
2919  14654  10  1  
2920  14663  9  1  
2921  14674  11  1  
2922  14684  10  1  
2923  14694  10  1  
2924  14704  10  1  
2925  14714  10  1  
2926  14724  10  1  
2927  14733  9  1  
2928  14744  11  1  
2929  14754  10  1  
2930  14765  11  1  
2931  14775  10  1  
2932  14786  11  1  
2933  14797  11  1  
2934  14806  9  1  
2935  14815  9  1  
2936  14825  10  1  
2937  14835  10  1  
2938  14844  9  1  
2939  14855  11  1  
2940  14864  9  1  
2941  14874  10  1  
2942  14884  10  1  
2943  14895  11  1  
2944  14904  9  1  
2945  14914  10  1  
2946  14925  11  1  
2947  14936  11  1  
2948  14947  11  1  
2949  14957  10  1  
2950  14968  11  1  
2951  14979  11  1  
2952  14990  11  1  
2953  15001  11  1  
2954  15012  11  1  
2955  15022  10  1  
2956  15035  13  1  
2957  15046  11  1  
2958  15057  11  1  
2959  15069  12  1  
2960  15082  13  1  
2961  15094  12  1  
2962  15105  11  1  
2963  15119  14  1  
2964  15133  14  1  
2965  15144  11  1  
2966  15159  15  1  
2967  15172  13  1  
2968  15185  13  1  
2969  15199  14  1  
2970  15214  15  1  
2971  15227  13  1  
2972  15240  13  1  
2973  15253  13  1  
2974  15267  14  1  
2975  15281  14  1  
2976  15296  15  1  
2977  15310  14  1  
2978  15324  14  1  
2979  15336  12  1  
2980  15349  13  1  
2981  15365  16  1  
2982  15380  15  1  
2983  15395  15  1  
2984  15408  13  1  
2985  15420  12  1  
2986  15435  15  1  
2987  15448  13  1  
2988  15460  12  1  
2989  15474  14  1  
2990  15486  12  1  
2991  15501  15  1  
2992  15512  11  1  
2993  15523  11  1  
2994  15536  13  1  
2995  15549  13  1  
2996  15562  13  1  
2997  15574  12  1  
2998  15585  11  1  
2999  15596  11  1  
3000  15606  10  1  
3001  15616  10  1  
3002  15626  10  1  
3003  15636  10  1  
3004  15646  10  1  
3005  15655  9  1  
3006  15665  10  1  
3007  15674  9  1  
3008  15683  9  1  
3009  15693  10  1  
3010  15702  9  1  
3011  15711  9  1  
3012  15721  10  1  
3013  15730  9  1  
3014  15740  10  1  
3015  15750  10  1  
3016  15762  12  1  
3017  15772  10  1  
3018  15782  10  1  
3019  15792  10  1  
3020  15802  10  1  
3021  15813  11  1  
3022  15823  10  1  
3023  15833  10  1  
3024  15842  9  1  
3025  15852  10  1  
3026  15862  10  1  
3027  15871  9  1  
3028  15880  9  1  
3029  15889  9  1  
3030  15898  9  1  
3031  15906  8  1  
3032  15915  9  1  
3033  15924  9  1  
3034  15933  9  1  
3035  15942  9  1  
3036  15952  10  1  
3037  15961  9  1  
3038  15970  9  1  
3039  15978  8  1  
3040  15987  9  1  
3041  15995  8  1  
3042  16005  10  1  
3043  16013  8  1  
3044  16021  8  1  
3045  16030  9  1  
3046  16041  11  1  
3047  16050  9  1  
3048  16061  11  1  
3049  16070  9  1  
3050  16080  10  1  
3051  16091  11  1  
3052  16101  10  1  
3053  16112  11  1  
3054  16122  10  1  
3055  16132  10  1  
3056  16142  10  1  
3057  16152  10  1  
3058  16161  9  1  
3059  16171  10  1  
3060  16183  12  1  
3061  16194  11  1  
3062  16204  10  1  
3063  16216  12  1  
3064  16226  10  1  
3065  16236  10  1  
3066  16248  12  1  
3067  16260  12  1  
3068  16271  11  1  
3069  16282  11  1  
3070  16296  14  1  
3071  16307  11  1  
3072  16319  12  1  
3073  16329  10  1  
3074  16340  11  1  
3075  16350  10  1  
3076  16360  10  1  
3077  16371  11  1  
3078  16382  11  1  
3079  16392  10  1  
3080  16403  11  1  
3081  16414  11  1  
3082  16424  10  1  
3083  16434  10  1  
3084  16445  11  1  
3085  16454  9  1  
3086  16464  10  1  
3087  16474  10  1  
3088  16483  9  1  
3089  16492  9  1  
3090  16502  10  1  
3091  16512  10  1  
3092  16524  12  1  
3093  16535  11  1  
3094  16544  9  1  
3095  16556  12  1  
3096  16567  11  1  
3097  16576  9  1  
3098  16586  10  1  
3099  16595  9  1  
3100  16604  9  1  
3101  16612  8  1  
3102  16620  8  1  
3103  16628  8  1  
3104  16635  7  1  
3105  16643  8  1  
3106  16652  9  1  
3107  16660  8  1  
3108  16668  8  1  
3109  16676  8  1  
3110  16684  8  1  
3111  16692  8  1  
3112  16700  8  1  
3113  16708  8  1  
3114  16717  9  1  
3115  16726  9  1  
3116  16735  9  1  
3117  16742  7  1  
3118  16752  10  1  
3119  16761  9  1  
3120  16769  8  1  
3121  16778  9  1  
3122  16787  9  1  
3123  16796  9  1  
3124  16804  8  1  
3125  16811  7  1  
3126  16819  8  1  
3127  16828  9  1  
3128  16839  11  1  
3129  16850  11  1  
3130  16859  9  1  
3131  16868  9  1  
3132  16878  10  1  
3133  16888  10  1  
3134  16898  10  1  
3135  16907  9  1  
3136  16916  9  1  
3137  16926  10  1  
3138  16937  11  1  
3139  16945  8  1  
3140  16955  10  1  
3141  16964  9  1  
3142  16974  10  1  
3143  16983  9  1  
3144  16993  10  1  
3145  17003  10  1  
3146  17013  10  1  
3147  17022  9  1  
3148  17034  12  1  
3149  17043  9  1  
3150  17054  11  1  
3151  17065  11  1  
3152  17077  12  1  
3153  17088  11  1  
3154  17097  9  1  
3155  17107  10  1  
3156  17117  10  1  
3157  17127  10  1  
3158  17136  9  1  
3159  17144  8  1  
3160  17154  10  1  
3161  17164  10  1  
3162  17174  10  1  
3163  17184  10  1  
3164  17194  10  1  
3165  17202  8  1  
3166  17212  10  1  
3167  17222  10  1  
3168  17231  9  1  
3169  17240  9  1  
3170  17250  10  1  
3171  17259  9  1  
3172  17269  10  1  
3173  17279  10  1  
3174  17288  9  1  
3175  17297  9  1  
3176  17304  7  1  
3177  17313  9  1  
3178  17322  9  1  
3179  17331  9  1  
3180  17340  9  1  
3181  17349  9  1  
3182  17360  11  1  
3183  17370  10  1  
3184  17381  11  1  
3185  17393  12  1  
3186  17403  10  1  
3187  17411  8  1  
3188  17421  10  1  
3189  17432  11  1  
3190  17442  10  1  
3191  17453  11  1  
3192  17463  10  1  
3193  17474  11  1  
3194  17484  10  1  
3195  17494  10  1  
3196  17504  10  1  
3197  17513  9  1  
3198  17524  11  1  
3199  17534  10  1  
3200  17544  10  1  
3201  17553  9  1  
3202  17563  10  1  
3203  17573  10  1  
3204  17582  9  1  
3205  17591  9  1  
3206  17601  10  1  
3207  17610  9  1  
3208  17620  10  1  
3209  17630  10  1  
3210  17640  10  1  
3211  17650  10  1  
3212  17660  10  1  
3213  17671  11  1  
3214  17681  10  1  
3215  17689  8  1  
3216  17698  9  1  
3217  17708  10  1  
3218  17716  8  1  
3219  17724  8  1  
3220  17733  9  1  
3221  17742  9  1  
3222  17751  9  1  
3223  17759  8  1  
3224  17767  8  1  
3225  17775  8  1  
3226  17782  7  1  
3227  17789  7  1  
3228  17798  9  1  
3229  17806  8  1  
3230  17815  9  1  
3231  17823  8  1  
3232  17832  9  1  
3233  17841  9  1  
3234  17849  8  1  
3235  17857  8  1  
3236  17866  9  1  
3237  17874  8  1  
3238  17883  9  1  
3239  17892  9  1  
3240  17901  9  1  
3241  17910  9  1  
3242  17918  8  1  
3243  17927  9  1  
3244  17936  9  1  
3245  17945  9  1  
3246  17954  9  1  
3247  17962  8  1  
3248  17973  11  1  
3249  17982  9  1  
3250  17993  11  1  
3251  18003  10  1  
3252  18012  9  1  
3253  18021  9  1  
3254  18031  10  1  
3255  18041  10  1  
3256  18049  8  1  
3257  18058  9  1  
3258  18068  10  1  
3259  18078  10  1  
3260  18088  10  1  
3261  18097  9  1  
3262  18108  11  1  
3263  18119  11  1  
3264  18128  9  1  
3265  18138  10  1  
3266  18148  10  1  
3267  18158  10  1  
3268  18167  9  1  
3269  18175  8  1  
3270  18183  8  1  
3271  18193  10  1  
3272  18202  9  1  
3273  18210  8  1  
3274  18219  9  1  
3275  18229  10  1  
3276  18238  9  1  
3277  18247  9  1  
3278  18257  10  1  
3279  18268  11  1  
3280  18278  10  1  
3281  18287  9  1  
3282  18298  11  1  
3283  18307  9  1  
3284  18316  9  1  
3285  18327  11  1  
3286  18337  10  1  
3287  18347  10  1  
3288  18358  11  1  
3289  18368  10  1  
3290  18379  11  1  
3291  18390  11  1  
3292  18401  11  1  
3293  18411  10  1  
3294  18421  10  1  
3295  18432  11  1  
3296  18442  10  1  
3297  18453  11  1  
3298  18464  11  1  
3299  18476  12  1  
3300  18488  12  1  
3301  18498  10  1  
3302  18507  9  1  
3303  18518  11  1  
3304  18529  11  1  
3305  18539  10  1  
3306  18550  11  1  
3307  18560  10  1  
3308  18570  10  1  
3309  18580  10  1  
3310  18591  11  1  
3311  18602  11  1  
3312  18613  11  1  
3313  18625  12  1  
3314  18634  9  1  
3315  18643  9  1  
3316  18654  11  1  
3317  18666  12  1  
3318  18677  11  1  
3319  18687  10  1  
3320  18697  10  1  
3321  18706  9  1  
3322  18715  9  1  
3323  18726  11  1  
3324  18737  11  1  
3325  18750  13  1  
3326  18759  9  1  
3327  18769  10  1  
3328  18780  11  1  
3329  18790  10  1  
3330  18799  9  1  
3331  18809  10  1  
3332  18818  9  1  
3333  18827  9  1  
3334  18836  9  1  
3335  18845  9  1  
3336  18854  9  1  
3337  18864  10  1  
3338  18873  9  1  
3339  18883  10  1  
3340  18892  9  1  
3341  18902  10  1  
3342  18910  8  1  
3343  18918  8  1  
3344  18926  8  1  
3345  18935  9  1  
3346  18944  9  1  
3347  18954  10  1  
3348  18962  8  1  
3349  18970  8  1  
3350  18978  8  1  
3351  18986  8  1  
3352  18992  6  1  
3353  19001  9  1  
3354  19008  7  1  
3355  19015  7  1  
3356  19023  8  1  
3357  19031  8  1  
3358  19039  8  1  
3359  19047  8  1  
3360  19054  7  1  
3361  19063  9  1  
3362  19073  10  1  
3363  19081  8  1  
3364  19090  9  1  
3365  19098  8  1  
3366  19105  7  1  
3367  19113  8  1  
3368  19121  8  1  
3369  19130  9  1  
3370  19138  8  1  
3371  19146  8  1  
3372  19154  8  1  
3373  19162  8  1  
3374  19172  10  1  
3375  19180  8  1  
3376  19188  8  1  
3377  19196  8  1  
3378  19204  8  1  
3379  19212  8  1  
3380  19221  9  1  
3381  19230  9  1  
3382  19239  9  1  
3383  19248  9  1  
3384  19257  9  1  
3385  19267  10  1  
3386  19275  8  1  
3387  19285  10  1  
3388  19295  10  1  
3389  19305  10  1  
3390  19313  8  1  
3391  19322  9  1  
3392  19330  8  1  
3393  19338  8  1  
3394  19347  9  1  
3395  19356  9  1  
3396  19366  10  1  
3397  19376  10  1  
3398  19385  9  1  
3399  19396  11  1  
3400  19407  11  1  
3401  19416  9  1  
3402  19426  10  1  
3403  19437  11  1  
3404  19449  12  1  
3405  19459  10  1  
3406  19471  12  1  
3407  19482  11  1  
3408  19494  12  1  
3409  19504  10  1  
3410  19516  12  1  
3411  19527  11  1  
3412  19538  11  1  
3413  19551  13  1  
3414  19563  12  1  
3415  19574  11  1  
3416  19584  10  1  
3417  19596  12  1  
3418  19607  11  1  
3419  19617  10  1  
3420  19628  11  1  
3421  19641  13  1  
3422  19653  12  1  
3423  19665  12  1  
3424  19675  10  1  
3425  19688  13  1  
3426  19700  12  1  
3427  19711  11  1  
3428  19724  13  1  
3429  19740  16  1  
3430  19755  15  1  
3431  19770  15  1  
3432  19784  14  1  
3433  19796  12  1  
3434  19808  12  1  
3435  19821  13  1  
3436  19833  12  1  
3437  19846  13  1  
3438  19858  12  1  
3439  19870  12  1  
3440  19881  11  1  
3441  19892  11  1  
3442  19904  12  1  
3443  19913  9  1  
3444  19925  12  1  
3445  19934  9  1  
3446  19944  10  1  
3447  19954  10  1  
3448  19964  10  1  
3449  19973  9  1  
3450  19981  8  1  
3451  19988  7  1  
3452  19995  7  1  
3453  20003  8  1  
3454  20010  7  1  
3455  20017  7  1  
3456  20024  7  1  
3457  20031  7  1  
3458  20039  8  1  
3459  20046  7  1  
3460  20053  7  1  
3461  20060  7  1  
3462  20068  8  1  
3463  20075  7  1  
3464  20082  7  1  
3465  20088  6  1  
3466  20096  8  1  
3467  20103  7  1  
3468  20110  7  1  
3469  20117  7  1  
3470  20124  7  1  
3471  20132  8  1  
3472  20140  8  1  
3473  20148  8  1  
3474  20156  8  1  
3475  20164  8  1  
3476  20172  8  1  
3477  20180  8  1  
3478  20188  8  1  
3479  20196  8  1  
3480  20204  8  1  
3481  20212  8  1  
3482  20221  9  1  
3483  20228  7  1  
3484  20236  8  1  
3485  20246  10  1  
3486  20256  10  1  
3487  20264  8  1  
3488  20273  9  1  
3489  20283  10  1  
3490  20293  10  1  
3491  20302  9  1  
3492  20312  10  1  
3493  20320  8  1  
3494  20330  10  1  
3495  20339  9  1  
3496  20348  9  1  
3497  20357  9  1  
3498  20368  11  1  
3499  20377  9  1  
3500  20386  9  1  
3501  20395  9  1  
3502  20405  10  1  
3503  20415  10  1  
3504  20424  9  1  
3505  20432  8  1  
3506  20443  11  1  
3507  20452  9  1  
3508  20460  8  1  
3509  20473  13  1  
3510  20482  9  1  
3511  20491  9  1  
3512  20501  10  1  
3513  20510  9  1  
3514  20520  10  1  
3515  20529  9  1  
3516  20539  10  1  
3517  20549  10  1  
3518  20560  11  1  
3519  20569  9  1  
3520  20577  8  1  
3521  20587  10  1  
3522  20597  10  1  
3523  20606  9  1  
3524  20617  11  1  
3525  20626  9  1  
3526  20637  11  1  
3527  20647  10  1  
3528  20657  10  1  
3529  20668  11  1  
3530  20679  11  1  
3531  20689  10  1  
3532  20700  11  1  
3533  20711  11  1  
3534  20723  12  1  
3535  20733  10  1  
3536  20742  9  1  
3537  20751  9  1  
3538  20761  10  1  
3539  20770  9  1  
3540  20778  8  1  
3541  20787  9  1  
3542  20796  9  1  
3543  20804  8  1  
3544  20813  9  1  
3545  20821  8  1  
3546  20830  9  1  
3547  20840  10  1  
3548  20849  9  1  
3549  20859  10  1  
3550  20869  10  1  
3551  20879  10  1  
3552  20889  10  1  
3553  20898  9  1  
3554  20907  9  1  
3555  20917  10  1  
3556  20926  9  1  
3557  20935  9  1  
3558  20944  9  1  
3559  20954  10  1  
3560  20963  9  1  
3561  20972  9  1  
3562  20980  8  1  
3563  20989  9  1  
3564  20997  8  1  
3565  21007  10  1  
3566  21016  9  1  
3567  21025  9  1  
3568  21033  8  1  
3569  21041  8  1  
3570  21048  7  1  
3571  21056  8  1  
3572  21064  8  1  
3573  21073  9  1  
3574  21082  9  1  
3575  21090  8  1  
3576  21098  8  1  
3577  21106  8  1  
3578  21114  8  1  
3579  21122  8  1  
3580  21130  8  1  
3581  21139  9  1  
3582  21146  7  1  
3583  21154  8  1  
3584  21163  9  1  
3585  21171  8  1  
3586  21180  9  1  
3587  21188  8  1  
3588  21197  9  1  
3589  21206  9  1  
3590  21215  9  1  
3591  21224  9  1  
3592  21232  8  1  
3593  21240  8  1  
3594  21250  10  1  
3595  21258  8  1  
3596  21267  9  1  
3597  21276  9  1  
3598  21285  9  1  
3599  21294  9  1  
3600  21302  8  1  
3601  21311  9  1  
3602  21319  8  1  
3603  21327  8  1  
3604  21335  8  1  
3605  21343  8  1  
3606  21351  8  1  
3607  21359  8  1  
3608  21367  8  1  
3609  21375  8  1  
3610  21384  9  1  
3611  21392  8  1  
3612  21401  9  1  
3613  21411  10  1  
3614  21421  10  1  
3615  21430  9  1  
3616  21440  10  1  
3617  21448  8  1  
3618  21457  9  1  
3619  21467  10  1  
3620  21476  9  1  
3621  21485  9  1  
3622  21493  8  1  
3623  21503  10  1  
3624  21511  8  1  
3625  21520  9  1  
3626  21528  8  1  
3627  21538  10  1  
3628  21547  9  1  
3629  21556  9  1  
3630  21565  9  1  
3631  21577  12  1  
3632  21586  9  1  
3633  21595  9  1  
3634  21606  11  1  
3635  21615  9  1  
3636  21624  9  1  
3637  21634  10  1  
3638  21645  11  1  
3639  21655  10  1  
3640  21666  11  1  
3641  21675  9  1  
3642  21686  11  1  
3643  21696  10  1  
3644  21706  10  1  
3645  21717  11  1  
3646  21728  11  1  
3647  21739  11  1  
3648  21750  11  1  
3649  21760  10  1  
3650  21770  10  1  
3651  21782  12  1  
3652  21795  13  1  
3653  21808  13  1  
3654  21820  12  1  
3655  21832  12  1  
3656  21842  10  1  
3657  21854  12  1  
3658  21866  12  1  
3659  21878  12  1  
3660  21893  15  1  
3661  21908  15  1  
3662  21923  15  1  
3663  21938  15  1  
3664  21950  12  1  
3665  21962  12  1  
3666  21974  12  1  
3667  21986  12  1  
3668  21998  12  1  
3669  22011  13  1  
3670  22023  12  1  
3671  22035  12  1  
3672  22046  11  1  
3673  22055  9  1  
3674  22064  9  1  
3675  22073  9  1  
3676  22081  8  1  
3677  22089  8  1  
3678  22097  8  1  
3679  22105  8  1  
3680  22113  8  1  
3681  22121  8  1  
3682  22128  7  1  
3683  22135  7  1  
3684  22142  7  1  
3685  22150  8  1  
3686  22157  7  1  
3687  22164  7  1  
3688  22171  7  1  
3689  22179  8  1  
3690  22187  8  1  
3691  22193  6  1  
3692  22201  8  1  
3693  22210  9  1  
3694  22218  8  1  
3695  22227  9  1  
3696  22235  8  1  
3697  22243  8  1  
3698  22252  9  1  
3699  22260  8  1  
3700  22268  8  1  
3701  22277  9  1  
3702  22285  8  1  
3703  22293  8  1  
3704  22301  8  1  
3705  22309  8  1  
3706  22319  10  1  
3707  22327  8  1  
3708  22334  7  1  
3709  22344  10  1  
3710  22352  8  1  
3711  22361  9  1  
3712  22370  9  1  
3713  22378  8  1  
3714  22387  9  1  
3715  22395  8  1  
3716  22403  8  1  
3717  22412  9  1  
3718  22420  8  1  
3719  22429  9  1  
3720  22439  10  1  
3721  22446  7  1  
3722  22454  8  1  
3723  22462  8  1  
3724  22471  9  1  
3725  22479  8  1  
