TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns  
4573  30586  8  1  32  6  0  
4574  30594  8  1  31  7  1  
4575  30603  9  1  32  7  0  
4576  30613  10  1  30  11  0  
4577  30621  8  1  30  5  2  
4578  30630  9  1  29  9  0  
4579  30639  9  1  28  9  0  
4580  30649  10  1  28  9  0  
4581  30657  8  1  29  6  0  
4582  30667  10  1  29  8  1  
4583  30676  9  1  31  5  1  
4584  30685  9  1  29  10  0  
4585  30693  8  1  28  8  0  
4586  30702  9  1  28  8  0  
4587  30711  9  1  29  7  0  
4588  30719  8  1  30  6  0  
4589  30729  10  1  32  7  0  
4590  30737  8  1  30  9  0  
4591  30747  10  1  31  8  0  
4592  30755  8  1  32  6  0  
4593  30763  8  1  31  8  0  
4594  30772  9  1  29  10  0  
4595  30780  8  1  30  6  0  
4596  30789  9  1  31  7  0  
4597  30800  11  1  30  11  0  
4598  30810  10  1  32  7  0  
4599  30820  10  1  30  11  0  
4600  30830  10  1  31  8  0  
4601  30840  10  1  31  9  0  
4602  30850  10  1  31  9  0  
4603  30861  11  1  29  12  0  
4604  30872  11  1  29  10  0  
4605  30883  11  1  30  9  0  
4606  30894  11  1  30  10  0  
4607  30903  9  1  29  9  0  
4608  30915  12  1  29  11  0  
4609  30927  12  1  28  12  0  
4610  30939  12  1  29  10  0  
4611  30951  12  1  30  10  0  
4612  30963  12  1  31  10  0  
4613  30974  11  1  31  10  0  
4614  30985  11  1  31  10  0  
4615  30997  12  1  30  12  0  
4616  31009  12  1  31  9  1  
4617  31019  10  1  31  9  0  
4618  31030  11  1  31  10  0  
4619  31040  10  1  31  9  0  
4620  31050  10  1  30  9  1  
4621  31059  9  1  30  8  0  
4622  31071  12  1  30  11  0  
4623  31081  10  1  30  9  0  
4624  31092  11  1  30  10  0  
4625  31104  12  1  28  13  0  
4626  31115  11  1  29  9  0  
4627  31126  11  1  31  8  0  
4628  31135  9  1  31  8  0  
4629  31149  14  1  29  15  0  
4630  31162  13  1  29  12  0  
4631  31174  12  1  29  11  0  
4632  31186  12  1  28  12  0  
4633  31199  13  1  28  12  0  
4634  31213  14  1  30  11  0  
4635  31227  14  1  30  13  0  
4636  31239  12  1  31  10  0  
4637  31252  13  1  31  12  0  
4638  31263  11  1  30  11  0  
4639  31275  12  1  31  10  0  
4640  31289  14  1  30  14  0  
4641  31306  17  1  32  14  0  
4642  31321  15  1  31  15  0  
4643  31334  13  1  31  12  0  
4644  31347  13  1  32  11  0  
4645  31358  11  1  31  11  0  
4646  31369  11  1  31  10  0  
4647  31380  11  1  32  9  0  
4648  31393  13  1  30  14  0  
4649  31409  16  1  31  14  0  
4650  31421  12  1  32  10  0  
4651  31431  10  1  31  10  0  
4652  31444  13  1  32  11  0  
4653  31456  12  1  32  11  0  
4654  31471  15  1  31  15  0  
4655  31482  11  1  31  10  0  
4656  31494  12  1  33  9  0  
4657  31506  12  1  34  10  0  
4658  31516  10  1  32  10  1  
4659  31528  12  1  32  11  0  
4660  31538  10  1  33  8  0  
4661  31550  12  1  32  12  0  
4662  31559  9  1  33  7  0  
4663  31569  10  1  32  10  0  
4664  31581  12  1  31  12  0  
4665  31591  10  1  29  11  0  
4666  31600  9  1  29  8  0  
4667  31611  11  1  30  8  1  
4668  31621  10  1  28  11  0  
4669  31630  9  1  28  8  0  
4670  31639  9  1  30  6  0  
4671  31649  10  1  29  10  0  
4672  31660  11  1  30  9  0  
4673  31669  9  1  30  8  0  
4674  31680  11  1  30  10  0  
4675  31691  11  1  29  11  0  
4676  31702  11  1  27  11  1  
4677  31713  11  1  29  8  0  
4678  31724  11  1  28  11  0  
4679  31734  10  1  28  9  0  
4680  31744  10  1  27  10  0  
4681  31753  9  1  28  7  0  
4682  31762  9  1  27  9  0  
4683  31770  8  1  29  5  0  
4684  31779  9  1  28  9  0  
4685  31789  10  1  30  7  0  
4686  31798  9  1  29  9  0  
4687  31807  9  1  30  7  0  
4688  31817  10  1  29  10  0  
4689  31825  8  1  31  5  0  
4690  31834  9  1  30  9  0  
4691  31844  10  1  29  10  0  
4692  31852  8  1  31  5  0  
4693  31862  10  1  31  9  0  
4694  31872  10  1  32  8  0  
4695  31881  9  1  32  8  0  
4696  31891  10  1  29  12  0  
4697  31900  9  1  27  10  0  
4698  31911  11  1  29  8  0  
4699  31920  9  1  31  6  0  
4700  31931  11  1  29  12  0  
4701  31942  11  1  30  9  0  
4702  31952  10  1  29  10  0  
4703  31962  10  1  29  9  0  
4704  31973  11  1  32  7  0  
4705  31984  11  1  29  13  0  
4706  31994  10  1  30  8  0  
4707  32006  12  1  30  11  0  
4708  32016  10  1  29  10  0  
4709  32027  11  1  29  10  0  
4710  32039  12  1  29  11  0  
4711  32050  11  1  30  9  0  
4712  32060  10  1  28  11  0  
4713  32071  11  1  28  10  0  
4714  32084  13  1  27  13  0  
4715  32095  11  1  28  9  0  
4716  32107  12  1  27  12  0  
4717  32121  14  1  28  12  0  
4718  32132  11  1  29  9  0  
4719  32143  11  1  29  10  0  
4720  32153  10  1  31  7  0  
4721  32164  11  1  31  10  0  
4722  32176  12  1  30  12  0  
4723  32187  11  1  31  9  0  
4724  32198  11  1  29  12  0  
4725  32208  10  1  32  6  0  
4726  32219  11  1  31  11  0  
4727  32230  11  1  32  9  0  
4728  32240  10  1  32  9  0  
4729  32250  10  1  30  11  0  
4730  32261  11  1  31  9  0  
4731  32273  12  1  33  9  0  
4732  32285  12  1  28  16  0  
4733  32296  11  1  33  5  0  
4734  32308  12  1  32  12  0  
4735  32320  12  1  32  11  0  
4736  32331  11  1  33  9  0  
4737  32341  10  1  34  8  0  
4738  32352  11  1  33  10  1  
4739  32363  11  1  33  10  0  
4740  32375  12  1  31  13  0  
4741  32388  13  1  32  11  0  
4742  32404  16  1  35  12  0  
4743  32422  18  1  33  19  0  
4744  32437  15  1  33  14  0  
4745  32450  13  1  32  13  0  
4746  32462  12  1  31  10  2  
4747  32475  13  1  30  13  0  
4748  32487  12  1  30  11  0  
4749  32501  14  1  32  11  0  
4750  32513  12  1  32  11  0  
4751  32526  13  1  30  14  0  
4752  32540  14  1  33  10  0  
4753  32553  13  1  29  16  0  
4754  32568  15  1  31  12  0  
4755  32580  12  1  32  10  0  
4756  32592  12  1  32  11  0  
4757  32602  10  1  34  7  0  
4758  32612  10  1  31  12  0  
4759  32622  10  1  34  6  0  
4760  32632  10  1  34  9  0  
4761  32642  10  1  35  8  0  
4762  32651  9  1  35  8  0  
4763  32661  10  1  32  12  0  
4764  32670  9  1  33  7  0  
4765  32680  10  1  35  7  0  
4766  32690  10  1  34  9  1  
4767  32700  10  1  32  11  0  
4768  32710  10  1  32  9  0  
4769  32720  10  1  32  9  0  
4770  32728  8  1  35  4  0  
4771  32737  9  1  33  10  0  
4772  32747  10  1  33  8  1  
4773  32757  10  1  32  10  0  
4774  32766  9  1  34  6  0  
4775  32774  8  1  32  9  0  
4776  32784  10  1  30  11  0  
4777  32792  8  1  31  6  0  
4778  32801  9  1  30  9  0  
4779  32811  10  1  31  8  0  
4780  32820  9  1  30  8  1  
4781  32829  9  1  33  4  1  
4782  32838  9  1  31  10  0  
4783  32847  9  1  31  8  0  
4784  32856  9  1  34  5  0  
4785  32864  8  1  34  7  0  
4786  32874  10  1  33  10  0  
4787  32883  9  1  34  7  0  
4788  32891  8  1  31  10  0  
4789  32900  9  1  32  7  0  
4790  32909  9  1  31  8  1  
4791  32918  9  1  32  7  0  
4792  32927  9  1  31  9  0  
4793  32935  8  1  32  6  0  
4794  32944  9  1  32  8  0  
4795  32953  9  1  32  8  0  
4796  32962  9  1  32  8  0  
4797  32972  10  1  32  9  0  
4798  32982  10  1  33  8  0  
4799  32991  9  1  31  10  0  
4800  33001  10  1  30  10  0  
4801  33009  8  1  32  5  0  
4802  33018  9  1  28  12  0  
4803  33028  10  1  31  6  0  
4804  33037  9  1  30  9  0  
4805  33045  8  1  31  6  0  
4806  33055  10  1  31  8  1  
4807  33066  11  1  30  11  0  
4808  33074  8  1  27  10  0  
4809  33085  11  1  31  6  0  
4810  33094  9  1  32  6  1  
4811  33103  9  1  32  8  0  
4812  33113  10  1  31  10  0  
4813  33122  9  1  31  8  0  
4814  33132  10  1  31  9  0  
4815  33142  10  1  29  11  0  
4816  33153  11  1  29  10  0  
4817  33164  11  1  29  10  0  
4818  33175  11  1  30  9  0  
4819  33186  11  1  30  10  0  
4820  33195  9  1  31  7  0  
4821  33206  11  1  29  12  0  
4822  33219  13  1  31  10  0  
4823  33231  12  1  30  12  0  
4824  33244  13  1  30  12  0  
4825  33254  10  1  28  11  0  
4826  33266  12  1  29  10  0  
4827  33276  10  1  29  9  0  
4828  33288  12  1  31  9  0  
4829  33300  12  1  27  15  0  
4830  33311  11  1  29  8  0  
4831  33321  10  1  28  10  0  
4832  33331  10  1  30  7  0  
4833  33343  12  1  31  10  0  
4834  33353  10  1  31  9  0  
4835  33364  11  1  32  9  0  
4836  33375  11  1  30  12  0  
4837  33385  10  1  31  7  1  
4838  33395  10  1  29  11  0  
4839  33405  10  1  30  8  0  
4840  33415  10  1  33  5  1  
4841  33426  11  1  31  12  0  
4842  33437  11  1  30  11  0  
4843  33447  10  1  30  9  0  
4844  33458  11  1  30  10  0  
4845  33468  10  1  30  9  0  
4846  33478  10  1  30  9  0  
4847  33490  12  1  29  12  0  
4848  33501  11  1  32  7  0  
4849  33513  12  1  30  13  0  
4850  33524  11  1  31  9  0  
4851  33537  13  1  35  8  0  
4852  33549  12  1  35  11  0  
4853  33560  11  1  34  11  0  
4854  33571  11  1  33  11  0  
4855  33581  10  1  34  8  0  
4856  33592  11  1  33  11  0  
4857  33602  10  1  32  10  0  
4858  33611  9  1  35  5  0  
4859  33620  9  1  37  6  0  
4860  33629  9  1  34  11  0  
4861  33638  9  1  32  9  1  
4862  33648  10  1  31  10  0  
4863  33659  11  1  32  9  0  
4864  33669  10  1  34  7  0  
4865  33677  8  1  33  8  0  
4866  33685  8  1  33  7  0  
4867  33695  10  1  31  11  0  
4868  33705  10  1  31  9  0  
4869  33713  8  1  32  6  0  
4870  33722  9  1  31  9  0  
4871  33731  9  1  34  5  0  
4872  33741  10  1  33  10  0  
4873  33750  9  1  30  11  0  
4874  33759  9  1  30  8  0  
4875  33768  9  1  29  9  0  
4876  33777  9  1  29  8  0  
4877  33787  10  1  30  8  0  
4878  33795  8  1  33  4  0  
4879  33804  9  1  30  11  0  
4880  33813  9  1  30  8  0  
4881  33822  9  1  33  5  0  
4882  33829  7  1  32  7  0  
4883  33837  8  1  32  7  0  
4884  33846  9  1  31  9  0  
4885  33856  10  1  33  7  0  
4886  33865  9  1  33  8  0  
4887  33873  8  1  32  8  0  
4888  33884  11  1  31  11  0  
4889  33894  10  1  32  8  0  
4890  33904  10  1  30  11  0  
4891  33915  11  1  31  9  0  
4892  33924  9  1  32  7  0  
4893  33934  10  1  34  7  0  
4894  33945  11  1  34  10  0  
4895  33956  11  1  34  10  0  
4896  33966  10  1  33  10  0  
4897  33974  8  1  30  9  1  
4898  33985  11  1  31  9  0  
4899  33993  8  1  32  6  0  
4900  34006  13  1  34  9  1  
4901  34017  11  1  33  11  0  
4902  34026  9  1  34  7  0  
4903  34037  11  1  32  12  0  
4904  34046  9  1  33  7  0  
4905  34056  10  1  33  8  1  
4906  34066  10  1  34  8  0  
4907  34076  10  1  33  10  0  
4908  34084  8  1  33  7  0  
4909  34094  10  1  33  9  0  
4910  34103  9  1  31  10  0  
4911  34113  10  1  32  8  0  
4912  34122  9  1  30  10  0  
4913  34133  11  1  31  9  0  
4914  34141  8  1  29  9  0  
4915  34151  10  1  30  8  0  
4916  34162  11  1  31  9  0  
4917  34172  10  1  29  11  0  
4918  34183  11  1  30  9  0  
4919  34194  11  1  27  13  0  
4920  34203  9  1  30  5  0  
4921  34213  10  1  30  9  0  
4922  34223  10  1  28  10  1  
4923  34234  11  1  30  7  1  
4924  34246  12  1  29  12  0  
4925  34258  12  1  30  10  0  
4926  34270  12  1  30  11  0  
4927  34282  12  1  27  14  0  
4928  34294  12  1  29  9  0  
4929  34308  14  1  28  14  0  
4930  34321  13  1  26  14  0  
4931  34333  12  1  29  8  0  
4932  34345  12  1  28  12  0  
4933  34356  11  1  30  8  0  
4934  34368  12  1  29  12  0  
4935  34380  12  1  30  10  0  
4936  34391  11  1  28  12  0  
4937  34405  14  1  29  11  1  
4938  34418  13  1  27  14  0  
4939  34433  15  1  28  13  0  
4940  34445  12  1  30  9  0  
4941  34456  11  1  30  10  0  
4942  34467  11  1  29  11  0  
4943  34484  17  1  29  16  0  
4944  34501  17  1  30  15  0  
4945  34516  15  1  30  14  0  
4946  34532  16  1  29  16  0  
4947  34546  14  1  30  11  1  
4948  34556  10  1  30  9  0  
4949  34567  11  1  30  10  0  
4950  34580  13  1  30  11  1  
4951  34596  16  1  30  15  0  
4952  34609  13  1  32  10  0  
4953  34622  13  1  30  14  0  
4954  34636  14  1  32  11  0  
4955  34647  11  1  34  8  0  
4956  34658  11  1  33  10  1  
4957  34668  10  1  30  12  0  
4958  34680  12  1  29  12  0  
4959  34692  12  1  32  8  0  
4960  34702  10  1  31  9  1  
4961  34715  13  1  29  14  0  
4962  34726  11  1  29  10  0  
4963  34737  11  1  29  10  0  
4964  34746  9  1  30  7  0  
4965  34757  11  1  29  11  0  
4966  34768  11  1  28  11  0  
4967  34779  11  1  30  8  0  
4968  34788  9  1  30  8  0  
4969  34800  12  1  30  11  0  
4970  34810  10  1  30  9  0  
4971  34820  10  1  29  10  0  
4972  34828  8  1  32  4  0  
4973  34838  10  1  32  9  0  
4974  34847  9  1  32  8  0  
4975  34857  10  1  31  10  0  
4976  34868  11  1  34  7  0  
4977  34877  9  1  33  9  0  
4978  34886  9  1  32  8  1  
4979  34896  10  1  32  8  1  
4980  34904  8  1  33  6  0  
4981  34913  9  1  30  11  0  
4982  34922  9  1  30  8  0  
4983  34930  8  1  29  8  0  
4984  34939  9  1  31  6  0  
4985  34948  9  1  32  7  0  
4986  34956  8  1  32  7  0  
4987  34964  8  1  29  10  0  
4988  34972  8  1  31  5  0  
4989  34981  9  1  30  9  0  
4990  34987  6  1  30  5  0  
4991  34996  9  1  30  8  0  
4992  35005  9  1  30  8  0  
4993  35011  6  1  31  4  0  
4994  35020  9  1  32  7  0  
4995  35027  7  1  33  5  0  
4996  35037  10  1  35  7  0  
4997  35046  9  1  31  12  0  
4998  35057  11  1  36  5  0  
4999  35067  10  1  33  12  0  
5000  35076  9  1  33  8  0  
5001  35085  9  1  34  7  0  
5002  35095  10  1  35  8  0  
5003  35103  8  1  34  8  0  
5004  35113  10  1  34  9  0  
5005  35121  8  1  32  9  0  
5006  35130  9  1  32  8  0  
5007  35140  10  1  31  9  1  
5008  35148  8  1  32  6  0  
5009  35158  10  1  32  8  1  
5010  35169  11  1  34  8  0  
5011  35180  11  1  33  11  0  
5012  35188  8  1  34  5  1  
5013  35199  11  1  29  15  0  
5014  35207  8  1  30  6  0  
5015  35217  10  1  31  8  0  
5016  35227  10  1  29  11  0  
5017  35235  8  1  31  5  0  
5018  35245  10  1  29  11  0  
5019  35254  9  1  31  6  0  
5020  35264  10  1  31  9  0  
5021  35276  12  1  28  14  0  
5022  35286  10  1  31  6  0  
5023  35297  11  1  32  9  0  
5024  35307  10  1  29  12  0  
5025  35318  11  1  30  9  0  
5026  35328  10  1  30  9  0  
5027  35339  11  1  30  10  0  
5028  35349  10  1  29  10  0  
5029  35358  9  1  28  9  0  
5030  35369  11  1  31  7  0  
5031  35380  11  1  31  10  0  
5032  35393  13  1  31  11  1  
5033  35403  10  1  29  11  0  
5034  35412  9  1  30  7  0  
5035  35424  12  1  29  12  0  
5036  35435  11  1  30  8  1  
5037  35445  10  1  30  9  0  
5038  35454  9  1  29  9  0  
5039  35464  10  1  25  13  0  
5040  35476  12  1  30  6  0  
5041  35486  10  1  26  13  0  
5042  35498  12  1  26  11  0  
5043  35509  11  1  28  8  0  
5044  35521  12  1  24  15  0  
5045  35532  11  1  26  8  0  
5046  35543  11  1  25  11  0  
5047  35553  10  1  26  8  0  
5048  35565  12  1  24  13  0  
5049  35575  10  1  23  10  0  
5050  35585  10  1  28  4  0  
5051  35593  8  1  27  8  0  
5052  35605  12  1  28  10  0  
5053  35615  10  1  26  11  0  
5054  35625  10  1  26  9  0  
5055  35636  11  1  27  9  0  
5056  35645  9  1  26  9  0  
5057  35656  11  1  27  9  0  
5058  35668  12  1  27  11  0  
5059  35678  10  1  27  9  0  
5060  35689  11  1  27  10  0  
5061  35698  9  1  24  11  0  
5062  35709  11  1  26  8  0  
5063  35721  12  1  27  10  0  
5064  35735  14  1  25  15  0  
5065  35746  11  1  25  10  0  
5066  35757  11  1  23  12  0  
5067  35769  12  1  26  8  0  
5068  35782  13  1  30  8  0  
5069  35794  12  1  30  11  0  
5070  35806  12  1  31  10  0  
5071  35818  12  1  29  13  0  
5072  35828  10  1  29  9  0  
5073  35839  11  1  32  7  0  
5074  35850  11  1  32  10  0  
5075  35860  10  1  28  13  0  
5076  35870  10  1  29  8  0  
5077  35880  10  1  31  7  0  
5078  35889  9  1  31  8  0  
5079  35900  11  1  28  13  0  
5080  35911  11  1  29  9  0  
5081  35922  11  1  30  9  0  
5082  35932  10  1  31  8  0  
5083  35941  9  1  32  7  0  
5084  35952  11  1  32  10  0  
5085  35962  10  1  33  8  0  
5086  35972  10  1  31  10  1  
5087  35981  9  1  29  10  0  
5088  35990  9  1  28  9  0  
5089  36000  10  1  31  6  0  
5090  36010  10  1  31  9  0  
5091  36019  9  1  31  8  0  
5092  36032  13  1  31  12  0  
5093  36042  10  1  27  13  0  
5094  36052  10  1  30  6  0  
5095  36062  10  1  30  9  0  
5096  36071  9  1  31  7  0  
5097  36079  8  1  32  6  0  
5098  36088  9  1  31  9  0  
5099  36096  8  1  31  6  1  
5100  36106  10  1  29  11  0  
5101  36116  10  1  29  8  1  
5102  36126  10  1  32  5  1  
5103  36133  7  1  32  6  0  
5104  36142  9  1  33  7  0  
5105  36150  8  1  32  8  0  
5106  36159  9  1  32  8  0  
5107  36168  9  1  32  8  0  
5108  36177  9  1  30  10  0  
5109  36186  9  1  30  8  0  
5110  36195  9  1  31  7  0  
5111  36203  8  1  35  3  0  
5112  36212  9  1  35  8  0  
5113  36222  10  1  36  8  0  
5114  36231  9  1  35  9  0  
5115  36239  8  1  33  9  0  
5116  36248  9  1  33  8  0  
5117  36258  10  1  32  10  0  
5118  36266  8  1  32  7  0  
5119  36274  8  1  33  6  0  
5120  36282  8  1  33  7  0  
5121  36291  9  1  33  8  0  
5122  36300  9  1  34  7  0  
5123  36310  10  1  34  9  0  
5124  36317  7  1  35  5  0  
5125  36325  8  1  34  8  0  
5126  36334  9  1  32  10  0  
5127  36344  10  1  36  5  0  
5128  36353  9  1  33  10  1  
5129  36364  11  1  33  9  1  
5130  36374  10  1  30  12  0  
5131  36383  9  1  29  9  0  
5132  36394  11  1  32  7  0  
5133  36405  11  1  32  10  0  
5134  36416  11  1  35  7  0  
5135  36425  9  1  34  9  0  
5136  36435  10  1  32  11  0  
5137  36445  10  1  29  12  0  
5138  36454  9  1  31  6  0  
5139  36463  9  1  30  9  0  
5140  36475  12  1  32  9  0  
5141  36485  10  1  30  11  0  
5142  36497  12  1  31  10  0  
5143  36508  11  1  30  11  0  
5144  36518  10  1  30  9  0  
5145  36529  11  1  33  7  0  
5146  36539  10  1  31  11  0  
5147  36550  11  1  32  9  0  
5148  36559  9  1  32  8  0  
5149  36568  9  1  32  8  0  
5150  36578  10  1  29  12  0  
5151  36589  11  1  31  8  0  
5152  36600  11  1  32  9  0  
5153  36613  13  1  31  13  0  
5154  36624  11  1  33  8  0  
5155  36635  11  1  31  12  0  
5156  36647  12  1  31  11  0  
5157  36657  10  1  32  8  0  
5158  36668  11  1  31  11  0  
5159  36678  10  1  31  9  0  
5160  36688  10  1  30  10  0  
5161  36698  10  1  30  8  1  
5162  36708  10  1  30  9  0  
5163  36721  13  1  29  13  0  
5164  36733  12  1  30  10  0  
5165  36745  12  1  31  10  0  
5166  36757  12  1  31  11  0  
5167  36770  13  1  33  10  0  
5168  36781  11  1  34  9  0  
5169  36791  10  1  31  12  0  
5170  36802  11  1  31  10  0  
5171  36813  11  1  34  7  0  
5172  36824  11  1  31  13  0  
5173  36836  12  1  33  9  0  
5174  36848  12  1  32  12  0  
5175  36858  10  1  33  8  0  
5176  36871  13  1  31  14  0  
5177  36885  14  1  32  12  0  
5178  36897  12  1  32  11  0  
5179  36909  12  1  34  9  0  
5180  36920  11  1  34  10  0  
5181  36931  11  1  33  11  0  
5182  36943  12  1  32  12  0  
5183  36956  13  1  32  12  0  
5184  36967  11  1  33  9  0  
5185  36980  13  1  33  12  0  
5186  36993  13  1  34  11  0  
5187  37004  11  1  34  10  0  
5188  37015  11  1  33  11  0  
5189  37026  11  1  34  9  0  
5190  37039  13  1  34  12  0  
5191  37051  12  1  35  10  0  
5192  37064  13  1  35  12  0  
5193  37075  11  1  35  10  0  
5194  37085  10  1  35  9  0  
5195  37097  12  1  36  10  0  
5196  37109  12  1  34  13  0  
5197  37118  9  1  32  8  2  
5198  37128  10  1  32  9  0  
5199  37138  10  1  32  8  1  
5200  37149  11  1  31  10  1  
5201  37159  10  1  30  10  0  
5202  37169  10  1  31  8  0  
5203  37178  9  1  32  7  0  
5204  37187  9  1  34  6  0  
5205  37196  9  1  32  10  0  
5206  37206  10  1  33  8  0  
5207  37215  9  1  32  9  0  
5208  37223  8  1  34  5  0  
5209  37231  8  1  32  9  0  
5210  37239  8  1  34  4  1  
5211  37247  8  1  34  7  0  
5212  37255  8  1  34  7  0  
5213  37264  9  1  34  8  0  
5214  37272  8  1  33  8  0  
5215  37282  10  1  34  8  0  
5216  37290  8  1  33  8  0  
5217  37299  9  1  34  7  0  
5218  37307  8  1  34  7  0  
5219  37316  9  1  34  8  0  
5220  37325  9  1  34  8  0  
5221  37333  8  1  33  8  0  
5222  37342  9  1  33  7  1  
5223  37352  10  1  32  10  0  
5224  37361  9  1  31  9  0  
5225  37371  10  1  32  8  0  
5226  37381  10  1  32  9  0  
5227  37391  10  1  30  11  0  
5228  37401  10  1  33  6  0  
5229  37409  8  1  32  7  1  
5230  37419  10  1  33  8  0  
5231  37428  9  1  32  9  0  
5232  37436  8  1  31  8  0  
5233  37445  9  1  31  8  0  
5234  37453  8  1  30  8  0  
5235  37461  8  1  32  5  0  
5236  37470  9  1  32  8  0  
5237  37479  9  1  33  7  0  
5238  37488  9  1  33  8  0  
5239  37496  8  1  32  8  0  
5240  37505  9  1  30  10  0  
5241  37514  9  1  32  5  1  
5242  37523  9  1  29  11  0  
5243  37534  11  1  31  8  0  
5244  37545  11  1  32  8  1  
5245  37554  9  1  28  11  1  
5246  37565  11  1  31  7  0  
5247  37575  10  1  29  11  0  
5248  37586  11  1  27  12  0  
5249  37596  10  1  28  8  0  
5250  37606  10  1  27  10  0  
5251  37615  9  1  28  7  0  
5252  37625  10  1  29  8  0  
5253  37635  10  1  28  10  0  
5254  37644  9  1  27  9  0  
5255  37654  10  1  28  8  0  
5256  37665  11  1  30  8  0  
5257  37675  10  1  29  10  0  
5258  37686  11  1  29  10  0  
5259  37698  12  1  27  13  0  
5260  37710  12  1  28  10  0  
5261  37721  11  1  30  8  0  
5262  37733  12  1  31  10  0  
5263  37746  13  1  29  14  0  
5264  37758  12  1  28  12  0  
5265  37769  11  1  30  8  0  
5266  37779  10  1  30  9  0  
5267  37790  11  1  30  10  0  
5268  37799  9  1  29  7  2  
5269  37810  11  1  28  11  0  
5270  37821  11  1  28  10  0  
5271  37830  9  1  29  7  0  
5272  37840  10  1  29  9  0  
5273  37850  10  1  27  11  0  
5274  37860  10  1  31  5  0  
5275  37870  10  1  31  9  0  
5276  37880  10  1  30  9  1  
5277  37891  11  1  29  11  0  
5278  37900  9  1  26  11  0  
5279  37912  12  1  28  9  0  
5280  37923  11  1  29  9  0  
5281  37934  11  1  29  9  1  
5282  37944  10  1  30  8  0  
5283  37955  11  1  29  11  0  
5284  37966  11  1  29  10  0  
5285  37978  12  1  28  12  0  
5286  37991  13  1  28  12  0  
5287  38002  11  1  30  8  0  
5288  38012  10  1  28  11  0  
5289  38022  10  1  30  7  0  
5290  38033  11  1  28  12  0  
5291  38043  10  1  30  7  0  
5292  38054  11  1  31  9  0  
5293  38064  10  1  32  8  0  
5294  38074  10  1  33  8  0  
5295  38084  10  1  34  8  0  
5296  38093  9  1  33  9  0  
5297  38103  10  1  30  12  0  
5298  38113  10  1  31  8  0  
5299  38124  11  1  31  10  0  
5300  38134  10  1  30  10  0  
5301  38145  11  1  32  8  0  
5302  38155  10  1  31  9  1  
5303  38164  9  1  30  8  1  
5304  38173  9  1  31  7  0  
5305  38181  8  1  31  7  0  
5306  38190  9  1  29  10  0  
5307  38199  9  1  30  7  0  
5308  38208  9  1  29  9  0  
5309  38216  8  1  28  8  0  
5310  38225  9  1  30  6  0  
5311  38234  9  1  28  10  0  
5312  38243  9  1  27  9  0  
5313  38253  10  1  26  10  0  
5314  38262  9  1  27  7  0  
5315  38271  9  1  26  9  0  
5316  38281  10  1  25  10  0  
5317  38292  11  1  24  11  0  
5318  38303  11  1  27  7  0  
5319  38313  10  1  29  7  0  
5320  38322  9  1  28  9  0  
5321  38332  10  1  29  8  0  
5322  38342  10  1  28  10  0  
5323  38351  9  1  28  8  0  
5324  38360  9  1  27  9  0  
5325  38369  9  1  26  9  0  
5326  38380  11  1  25  11  0  
5327  38390  10  1  27  7  0  
5328  38399  9  1  27  8  0  
5329  38409  10  1  26  10  0  
5330  38419  10  1  26  9  0  
5331  38430  11  1  28  8  0  
5332  38441  11  1  26  12  0  
5333  38449  8  1  24  9  0  
5334  38459  10  1  25  8  0  
5335  38469  10  1  29  5  0  
5336  38480  11  1  29  10  0  
5337  38491  11  1  32  7  0  
5338  38500  9  1  31  9  0  
5339  38510  10  1  30  10  0  
5340  38520  10  1  30  9  0  
5341  38529  9  1  30  8  0  
5342  38538  9  1  32  6  0  
5343  38546  8  1  31  8  0  
5344  38556  10  1  32  8  0  
5345  38566  10  1  31  10  0  
5346  38574  8  1  33  5  0  
5347  38585  11  1  32  11  0  
5348  38593  8  1  31  8  0  
5349  38605  12  1  34  8  0  
5350  38614  9  1  32  10  0  
5351  38625  11  1  31  11  0  
5352  38635  10  1  32  8  0  
5353  38644  9  1  32  8  0  
5354  38653  9  1  31  9  0  
5355  38664  11  1  29  11  1  
5356  38673  9  1  28  7  2  
5357  38684  11  1  28  10  0  
5358  38694  10  1  29  8  0  
5359  38704  10  1  30  8  0  
5360  38714  10  1  28  11  0  
5361  38723  9  1  30  6  0  
5362  38731  8  1  32  5  0  
5363  38741  10  1  32  9  0  
5364  38750  9  1  32  8  0  
5365  38758  8  1  31  8  0  
5366  38767  9  1  31  8  0  
5367  38775  8  1  32  6  0  
5368  38784  9  1  32  8  0  
5369  38795  11  1  31  11  0  
5370  38806  11  1  28  13  0  
5371  38815  9  1  31  5  0  
5372  38825  10  1  32  8  0  
5373  38833  8  1  29  10  0  
5374  38842  9  1  29  8  0  
5375  38852  10  1  30  8  0  
5376  38862  10  1  28  11  0  
5377  38873  11  1  29  9  0  
5378  38882  9  1  30  7  0  
5379  38894  12  1  29  12  0  
5380  38906  12  1  28  12  0  
5381  38917  11  1  28  10  0  
5382  38926  9  1  27  9  0  
5383  38935  9  1  29  6  0  
5384  38946  11  1  30  9  0  
5385  38956  10  1  30  9  0  
5386  38965  9  1  31  7  0  
5387  38975  10  1  31  9  0  
5388  38986  11  1  31  9  1  
5389  38997  11  1  32  9  0  
5390  39008  11  1  31  11  0  
5391  39018  10  1  34  6  0  
5392  39030  12  1  34  11  0  
