TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns  
1977  8691  4  1  25  3  2  
1978  8696  5  1  25  4  0  
1979  8700  4  1  25  2  1  
1980  8705  5  1  26  3  0  
1981  8709  4  1  27  2  0  
1982  8714  5  1  26  4  1  
1983  8719  5  1  28  2  0  
1984  8723  4  1  27  3  1  
1985  8727  4  1  28  2  0  
1986  8731  4  1  29  1  1  
1987  8736  5  1  27  6  0  
1988  8740  4  1  26  3  1  
1989  8745  5  1  27  2  1  
1990  8750  5  1  27  3  1  
1991  8755  5  1  28  2  1  
1992  8761  6  1  27  5  1  
1993  8765  4  1  27  3  0  
1994  8769  4  1  27  3  0  
1995  8775  6  1  27  5  0  
1996  8779  4  1  28  1  1  
1997  8784  5  1  30  2  0  
1998  8789  5  1  28  5  1  
1999  8794  5  1  29  2  1  
2000  8798  4  1  29  3  0  
2001  8803  5  1  26  6  1  
2002  8809  6  1  27  4  0  
2003  8813  4  1  26  2  2  
2004  8817  4  1  26  2  1  
2005  8821  4  1  25  3  1  
2006  8825  4  1  25  2  1  
2007  8829  4  1  25  3  0  
2008  8834  5  1  25  4  0  
2009  8839  5  1  27  2  0  
2010  8844  5  1  27  3  1  
2011  8848  4  1  28  2  0  
2012  8853  5  1  29  3  0  
2013  8858  5  1  29  2  2  
2014  8863  5  1  29  4  0  
2015  8867  4  1  28  4  0  
2016  8872  5  1  28  4  0  
2017  8876  4  1  31  0  0  
2018  8880  4  1  32  1  1  
2019  8885  5  1  32  3  1  
2020  8890  5  1  32  4  0  
2021  8895  5  1  32  2  2  
2022  8899  4  1  31  3  1  
2023  8903  4  1  32  1  1  
2024  8907  4  1  33  1  1  
2025  8911  4  1  32  2  2  
2026  8915  4  1  30  4  1  
2027  8919  4  1  30  2  1  
2028  8924  5  1  30  4  0  
2029  8930  6  1  30  5  0  
2030  8935  5  1  31  3  0  
2031  8939  4  1  32  1  1  
2032  8944  5  1  31  4  1  
2033  8949  5  1  31  3  1  
2034  8952  3  1  29  2  2  
2035  8957  5  1  30  3  0  
2036  8962  5  1  29  4  1  
2037  8966  4  1  27  3  2  
2038  8971  5  1  30  1  0  
2039  8975  4  1  30  3  0  
2040  8978  3  1  29  3  0  
2041  8983  5  1  30  3  0  
2042  8987  4  1  30  2  1  
2043  8992  5  1  29  5  0  
2044  8997  5  1  30  3  0  
2045  9002  5  1  29  5  0  
2046  9006  4  1  30  2  0  
2047  9009  3  1  28  2  2  
2048  9013  4  1  28  3  0  
2049  9018  5  1  28  4  0  
2050  9022  4  1  28  1  2  
2051  9026  4  1  27  4  0  
2052  9029  3  1  27  0  2  
2053  9033  4  1  28  1  1  
2054  9037  4  1  26  4  1  
2055  9040  3  1  26  1  1  
2056  9044  4  1  28  0  1  
2057  9048  4  1  28  3  0  
2058  9052  4  1  30  1  0  
2059  9057  5  1  30  4  0  
2060  9061  4  1  30  3  0  
2061  9064  3  1  29  1  2  
2062  9067  3  1  30  0  1  
2063  9072  5  1  28  5  1  
2064  9076  4  1  30  0  1  
2065  9081  5  1  30  3  1  
2066  9085  4  1  28  5  0  
2067  9089  4  1  29  1  1  
2068  9093  4  1  29  3  0  
2069  9097  4  1  30  2  0  
2070  9101  4  1  31  2  0  
2071  9107  6  1  31  5  0  
2072  9111  4  1  30  3  1  
2073  9116  5  1  29  4  1  
2074  9120  4  1  29  2  1  
2075  9125  5  1  28  4  1  
2076  9128  3  1  28  1  1  
2077  9133  5  1  27  5  0  
2078  9138  5  1  28  3  0  
2079  9142  4  1  29  2  0  
2080  9147  5  1  30  2  1  
2081  9151  4  1  29  3  1  
2082  9156  5  1  30  3  0  
2083  9161  5  1  30  4  0  
2084  9165  4  1  31  2  0  
2085  9169  4  1  30  3  1  
2086  9175  6  1  29  6  0  
2087  9180  5  1  28  3  2  
2088  9185  5  1  28  3  1  
2089  9190  5  1  29  2  1  
2090  9194  4  1  29  3  0  
2091  9199  5  1  29  2  2  
2092  9204  5  1  27  5  1  
2093  9209  5  1  27  4  0  
2094  9214  5  1  28  3  0  
2095  9219  5  1  27  4  1  
2096  9224  5  1  28  2  1  
2097  9229  5  1  25  6  1  
2098  9233  4  1  27  1  0  
2099  9238  5  1  27  3  1  
2100  9243  5  1  24  6  1  
2101  9249  6  1  26  3  0  
2102  9254  5  1  27  3  0  
2103  9258  4  1  29  1  0  
2104  9263  5  1  30  3  0  
2105  9268  5  1  29  5  0  
2106  9273  5  1  30  2  1  
2107  9278  5  1  28  4  2  
2108  9283  5  1  28  3  1  
2109  9287  4  1  29  2  0  
2110  9291  4  1  30  2  0  
2111  9296  5  1  31  3  0  
2112  9300  4  1  30  3  1  
2113  9304  4  1  30  2  1  
2114  9309  5  1  31  3  0  
2115  9314  5  1  30  5  0  
2116  9319  5  1  31  3  0  
2117  9324  5  1  31  4  0  
2118  9329  5  1  32  2  1  
2119  9333  4  1  32  3  0  
2120  9337  4  1  32  3  0  
2121  9341  4  1  31  4  0  
2122  9345  4  1  30  3  1  
2123  9350  5  1  29  5  0  
2124  9354  4  1  29  2  1  
2125  9359  5  1  27  6  0  
2126  9363  4  1  26  3  1  
2127  9368  5  1  25  5  0  
2128  9373  5  1  24  5  0  
2129  9378  5  1  25  3  0  
2130  9383  5  1  24  5  0  
2131  9388  5  1  25  3  0  
2132  9392  4  1  26  2  0  
2133  9396  4  1  25  4  0  
2134  9401  5  1  25  4  0  
2135  9406  5  1  27  2  0  
2136  9411  5  1  25  6  0  
2137  9416  5  1  27  2  0  
2138  9420  4  1  27  2  1  
2139  9425  5  1  27  3  1  
2140  9430  5  1  28  3  0  
2141  9435  5  1  29  3  0  
2142  9441  6  1  29  5  0  
2143  9446  5  1  26  7  0  
2144  9451  5  1  29  1  0  
2145  9455  4  1  28  4  0  
2146  9460  5  1  30  2  0  
2147  9465  5  1  29  5  0  
2148  9470  5  1  29  4  0  
2149  9476  6  1  30  4  0  
2150  9479  3  1  31  1  0  
2151  9485  6  1  30  6  0  
2152  9490  5  1  29  5  0  
2153  9495  5  1  31  2  0  
2154  9499  4  1  32  2  0  
2155  9503  4  1  32  2  1  
2156  9508  5  1  30  4  2  
2157  9512  4  1  28  4  1  
2158  9516  4  1  28  2  1  
2159  9521  5  1  28  3  1  
2160  9526  5  1  29  3  0  
2161  9529  3  1  30  1  0  
2162  9534  5  1  29  5  0  
2163  9538  4  1  30  1  1  
2164  9541  3  1  29  1  2  
2165  9545  4  1  28  3  1  
2166  9549  4  1  27  4  0  
2167  9554  5  1  26  5  0  
2168  9557  3  1  27  0  1  
2169  9561  4  1  28  2  0  
2170  9566  5  1  30  2  0  
2171  9570  4  1  28  5  0  
2172  9574  4  1  28  2  1  
2173  9580  6  1  29  4  0  
2174  9584  4  1  27  4  1  
2175  9588  4  1  28  1  1  
2176  9593  5  1  27  4  1  
2177  9598  5  1  26  4  1  
2178  9603  5  1  27  3  0  
2179  9608  5  1  27  3  1  
2180  9611  3  1  26  1  2  
2181  9616  5  1  27  2  1  
2182  9621  5  1  28  3  0  
2183  9627  6  1  29  4  0  
2184  9632  5  1  28  4  1  
2185  9636  4  1  28  3  0  
2186  9640  4  1  29  2  0  
2187  9645  5  1  29  4  0  
2188  9650  5  1  29  4  0  
2189  9655  5  1  29  4  0  
2190  9659  4  1  27  3  2  
2191  9663  4  1  26  4  0  
2192  9667  4  1  28  1  0  
2193  9670  3  1  28  2  0  
2194  9674  4  1  27  3  1  
2195  9678  4  1  27  3  0  
2196  9683  5  1  28  2  1  
2197  9688  5  1  28  4  0  
2198  9691  3  1  28  2  0  
2199  9697  6  1  29  3  1  
2200  9702  5  1  27  6  0  
2201  9707  5  1  26  4  1  
2202  9711  4  1  27  2  0  
2203  9715  4  1  28  1  1  
2204  9719  4  1  28  3  0  
2205  9724  5  1  27  5  0  
2206  9729  5  1  26  5  0  
2207  9734  5  1  28  2  0  
2208  9739  5  1  29  3  0  
2209  9744  5  1  29  4  0  
2210  9750  6  1  29  5  0  
2211  9755  5  1  29  4  0  
2212  9759  4  1  28  4  0  
2213  9764  5  1  28  4  0  
2214  9768  4  1  29  2  0  
2215  9772  4  1  27  4  1  
2216  9777  5  1  25  4  2  
2217  9782  5  1  24  5  0  
2218  9787  5  1  26  1  1  
2219  9791  4  1  27  1  1  
2220  9795  4  1  28  1  1  
2221  9799  4  1  27  4  0  
2222  9803  4  1  26  4  0  
2223  9807  4  1  26  3  0  
2224  9812  5  1  27  3  0  
2225  9817  5  1  29  2  0  
2226  9821  4  1  28  3  1  
2227  9826  5  1  29  3  0  
2228  9831  5  1  29  3  1  
2229  9836  5  1  30  3  0  
2230  9841  5  1  30  4  0  
2231  9846  5  1  30  3  1  
2232  9851  5  1  30  3  1  
2233  9856  5  1  31  2  1  
2234  9861  5  1  32  3  0  
2235  9867  6  1  31  5  1  
2236  9872  5  1  30  4  1  
2237  9877  5  1  29  5  0  
2238  9882  5  1  30  3  0  
2239  9886  4  1  30  3  0  
2240  9892  6  1  31  2  2  
2241  9897  5  1  31  4  0  
2242  9901  4  1  28  4  2  
2243  9905  4  1  28  2  1  
2244  9910  5  1  27  5  0  
2245  9915  5  1  26  4  1  
2246  9919  4  1  26  3  0  
2247  9924  5  1  26  3  1  
2248  9929  5  1  26  4  0  
2249  9935  6  1  25  6  0  
2250  9941  6  1  25  5  0  
2251  9946  5  1  25  4  0  
2252  9951  5  1  26  3  0  
2253  9956  5  1  27  3  0  
2254  9961  5  1  27  4  0  
2255  9967  6  1  25  7  0  
2256  9971  4  1  26  2  0  
2257  9976  5  1  27  3  0  
2258  9981  5  1  28  3  0  
2259  9986  5  1  30  2  0  
2260  9991  5  1  29  4  1  
2261  9996  5  1  29  3  1  
2262  10000  4  1  28  4  0  
2263  10004  4  1  29  1  1  
2264  10008  4  1  28  3  1  
2265  10012  4  1  27  4  0  
2266  10017  5  1  28  3  0  
2267  10022  5  1  29  3  0  
2268  10026  4  1  28  4  0  
2269  10030  4  1  28  2  1  
2270  10035  5  1  27  3  2  
2271  10040  5  1  26  4  1  
2272  10045  5  1  28  2  0  
2273  10050  5  1  28  3  1  
2274  10054  4  1  27  3  1  
2275  10059  5  1  27  3  1  
2276  10064  5  1  26  3  2  
2277  10069  5  1  25  4  1  
2278  10073  4  1  24  4  0  
2279  10077  4  1  23  3  1  
2280  10082  5  1  24  3  0  
2281  10088  6  1  24  5  0  
2282  10094  6  1  26  3  0  
2283  10098  4  1  26  3  0  
2284  10102  4  1  26  3  0  
2285  10108  6  1  26  5  0  
2286  10113  5  1  26  3  1  
2287  10117  4  1  27  2  0  
2288  10122  5  1  27  3  1  
2289  10127  5  1  25  5  1  
2290  10133  6  1  26  4  0  
2291  10138  5  1  28  2  0  
2292  10142  4  1  27  3  1  
2293  10147  5  1  26  4  1  
2294  10151  4  1  26  3  0  
2295  10157  6  1  27  3  1  
2296  10162  5  1  26  5  0  
2297  10167  5  1  27  3  0  
2298  10171  4  1  25  5  0  
2299  10176  5  1  26  3  0  
2300  10181  5  1  27  2  1  
2301  10186  5  1  25  6  0  
2302  10191  5  1  27  2  0  
2303  10196  5  1  27  4  0  
2304  10200  4  1  26  4  0  
2305  10205  5  1  26  4  0  
2306  10209  4  1  27  2  0  
2307  10214  5  1  26  5  0  
2308  10219  5  1  27  3  0  
2309  10223  4  1  28  2  0  
2310  10228  5  1  26  6  0  
2311  10232  4  1  27  2  0  
2312  10237  5  1  26  5  0  
2313  10242  5  1  27  3  0  
2314  10247  5  1  27  3  1  
2315  10252  5  1  30  1  0  
2316  10257  5  1  31  3  0  
2317  10262  5  1  28  7  0  
2318  10267  5  1  30  2  0  
2319  10271  4  1  31  1  1  
2320  10276  5  1  30  4  1  
2321  10280  4  1  30  3  0  
2322  10285  5  1  31  3  0  
2323  10290  5  1  31  4  0  
2324  10295  5  1  31  3  1  
2325  10300  5  1  30  5  0  
2326  10304  4  1  30  3  0  
2327  10310  6  1  31  4  0  
2328  10314  4  1  30  4  0  
2329  10319  5  1  30  4  0  
2330  10324  5  1  31  3  0  
2331  10328  4  1  29  5  0  
2332  10332  4  1  28  4  0  
2333  10336  4  1  29  2  0  
2334  10340  4  1  30  1  1  
2335  10345  5  1  29  4  1  
2336  10350  5  1  29  3  1  
2337  10354  4  1  29  3  0  
2338  10359  5  1  30  3  0  
2339  10364  5  1  28  6  0  
2340  10368  4  1  29  2  0  
2341  10373  5  1  29  4  0  
2342  10378  5  1  28  5  0  
2343  10383  5  1  27  5  0  
2344  10387  4  1  27  3  0  
2345  10392  5  1  25  4  2  
2346  10397  5  1  27  1  1  
2347  10401  4  1  26  3  1  
2348  10406  5  1  25  5  0  
2349  10411  5  1  25  4  0  
2350  10416  5  1  25  4  0  
2351  10420  4  1  24  4  0  
2352  10425  5  1  25  3  0  
2353  10430  5  1  24  5  0  
2354  10434  4  1  25  2  0  
2355  10438  4  1  25  3  0  
2356  10443  5  1  26  3  0  
2357  10447  4  1  25  4  0  
2358  10451  4  1  28  0  0  
2359  10455  4  1  29  1  1  
2360  10460  5  1  28  4  1  
2361  10465  5  1  29  2  1  
2362  10469  4  1  30  2  0  
2363  10473  4  1  29  4  0  
2364  10479  6  1  30  4  0  
2365  10484  5  1  28  6  0  
2366  10489  5  1  29  3  0  
2367  10495  6  1  30  4  0  
2368  10501  6  1  29  6  0  
2369  10506  5  1  30  3  0  
2370  10511  5  1  30  4  0  
2371  10516  5  1  32  2  0  
2372  10521  5  1  33  3  0  
2373  10527  6  1  31  6  1  
2374  10532  5  1  31  4  0  
2375  10536  4  1  32  2  0  
2376  10541  5  1  31  4  1  
2377  10547  6  1  33  3  0  
2378  10552  5  1  32  5  0  
2379  10556  4  1  33  2  0  
2380  10561  5  1  32  3  2  
2381  10566  5  1  30  4  2  
2382  10571  5  1  31  3  0  
2383  10575  4  1  30  4  0  
2384  10580  5  1  30  4  0  
2385  10584  4  1  30  3  0  
2386  10589  5  1  30  3  1  
2387  10593  4  1  29  3  1  
2388  10598  5  1  28  5  0  
2389  10602  4  1  28  2  1  
2390  10606  4  1  26  3  2  
2391  10612  6  1  25  6  0  
2392  10617  5  1  24  5  0  
2393  10621  4  1  25  2  0  
2394  10626  5  1  25  4  0  
2395  10630  4  1  25  3  0  
2396  10635  5  1  26  3  0  
2397  10640  5  1  27  3  0  
2398  10645  5  1  27  4  0  
2399  10650  5  1  28  3  0  
2400  10653  3  1  30  0  0  
2401  10657  4  1  29  4  0  
2402  10661  4  1  28  3  1  
2403  10665  4  1  27  4  0  
2404  10669  4  1  27  2  1  
2405  10675  6  1  26  6  0  
2406  10681  6  1  28  3  0  
2407  10686  5  1  28  4  0  
2408  10690  4  1  28  3  0  
2409  10695  5  1  29  3  0  
2410  10700  5  1  28  4  1  
2411  10705  5  1  30  2  0  
2412  10710  5  1  29  5  0  
2413  10716  6  1  31  3  0  
2414  10721  5  1  32  3  0  
2415  10726  5  1  31  5  0  
2416  10731  5  1  32  2  1  
2417  10736  5  1  32  4  0  
2418  10741  5  1  32  4  0  
2419  10746  5  1  32  3  1  
2420  10750  4  1  32  2  1  
2421  10754  4  1  32  2  1  
2422  10759  5  1  31  5  0  
2423  10765  6  1  32  3  1  
2424  10769  4  1  32  3  0  
2425  10775  6  1  33  4  0  
2426  10780  5  1  32  5  0  
2427  10785  5  1  32  3  1  
2428  10790  5  1  31  3  2  
2429  10796  6  1  31  4  1  
2430  10800  4  1  30  3  1  
2431  10805  5  1  30  4  0  
2432  10809  4  1  31  2  0  
2433  10814  5  1  30  4  1  
2434  10819  5  1  29  3  2  
2435  10824  5  1  28  5  0  
2436  10830  6  1  29  4  0  
2437  10835  5  1  29  4  0  
2438  10841  6  1  30  2  2  
2439  10846  5  1  30  4  0  
2440  10852  6  1  29  6  0  
2441  10857  5  1  30  3  0  
2442  10862  5  1  30  4  0  
2443  10867  5  1  30  4  0  
2444  10872  5  1  32  2  0  
2445  10877  5  1  29  6  1  
2446  10882  5  1  30  2  1  
2447  10888  6  1  32  3  0  
2448  10893  5  1  33  2  1  
2449  10898  5  1  32  5  0  
2450  10903  5  1  32  4  0  
2451  10909  6  1  32  3  2  
2452  10914  5  1  32  4  0  
2453  10920  6  1  33  4  0  
2454  10925  5  1  32  5  0  
2455  10930  5  1  31  5  0  
2456  10935  5  1  32  3  0  
2457  10940  5  1  32  3  1  
2458  10945  5  1  33  2  1  
2459  10950  5  1  31  4  2  
2460  10955  5  1  31  4  0  
2461  10960  5  1  31  3  1  
2462  10965  5  1  30  5  0  
2463  10970  5  1  31  3  0  
2464  10976  6  1  30  6  0  
2465  10982  6  1  31  3  1  
2466  10988  6  1  31  5  0  
2467  10993  5  1  31  3  1  
2468  10999  6  1  33  3  0  
2469  11005  6  1  33  5  0  
2470  11011  6  1  34  4  0  
2471  11016  5  1  34  3  1  
2472  11021  5  1  31  6  1  
2473  11027  6  1  31  5  0  
2474  11032  5  1  30  5  0  
2475  11038  6  1  31  4  0  
2476  11043  5  1  32  3  0  
2477  11048  5  1  32  4  0  
2478  11053  5  1  32  3  1  
2479  11058  5  1  32  3  1  
2480  11063  5  1  32  4  0  
2481  11067  4  1  30  4  1  
2482  11071  4  1  29  2  2  
2483  11077  6  1  29  4  1  
2484  11083  6  1  29  5  0  
2485  11089  6  1  28  6  0  
2486  11094  5  1  28  4  0  
2487  11100  6  1  29  3  1  
2488  11104  4  1  29  3  0  
2489  11110  6  1  28  6  0  
2490  11115  5  1  28  3  1  
2491  11120  5  1  26  6  0  
2492  11126  6  1  28  3  0  
2493  11130  4  1  29  2  0  
2494  11136  6  1  28  6  0  
2495  11142  6  1  28  5  0  
2496  11147  5  1  29  2  1  
2497  11152  5  1  28  4  1  
2498  11157  5  1  29  2  1  
2499  11163  6  1  27  6  1  
2500  11169  6  1  27  5  0  
2501  11175  6  1  28  4  0  
2502  11180  5  1  26  5  1  
2503  11185  5  1  27  2  1  
2504  11190  5  1  25  6  0  
2505  11196  6  1  26  4  0  
2506  11203  7  1  28  4  0  
2507  11208  5  1  29  3  0  
2508  11214  6  1  29  5  0  
2509  11220  6  1  28  6  0  
2510  11226  6  1  29  4  0  
2511  11232  6  1  29  5  0  
2512  11238  6  1  32  2  0  
2513  11245  7  1  35  3  0  
2514  11250  5  1  34  5  0  
2515  11255  5  1  33  5  0  
2516  11261  6  1  32  6  0  
2517  11267  6  1  33  4  0  
2518  11273  6  1  34  4  0  
2519  11279  6  1  34  5  0  
2520  11284  5  1  32  5  1  
2521  11290  6  1  31  5  1  
2522  11295  5  1  33  2  0  
2523  11300  5  1  33  3  1  
2524  11305  5  1  32  4  1  
2525  11311  6  1  31  5  1  
2526  11316  5  1  29  6  0  
2527  11321  5  1  31  2  0  
2528  11325  4  1  33  1  0  
2529  11330  5  1  30  6  1  
2530  11335  5  1  32  1  1  
2531  11339  4  1  32  2  1  
2532  11345  6  1  33  4  0  
2533  11351  6  1  33  5  0  
2534  11358  7  1  31  8  0  
2535  11363  5  1  32  2  1  
2536  11369  6  1  33  4  0  
2537  11374  5  1  34  2  1  
2538  11379  5  1  33  4  1  
2539  11385  6  1  33  5  0  
2540  11391  6  1  33  5  0  
2541  11396  5  1  33  4  0  
2542  11402  6  1  34  4  0  
2543  11407  5  1  34  4  0  
2544  11412  5  1  35  3  0  
2545  11417  5  1  32  6  1  
2546  11423  6  1  32  5  0  
2547  11429  6  1  31  4  2  
2548  11435  6  1  33  2  1  
2549  11441  6  1  32  5  1  
2550  11448  7  1  30  7  1  
2551  11454  6  1  30  4  1  
2552  11460  6  1  32  3  0  
2553  11465  5  1  33  3  0  
2554  11471  6  1  32  5  1  
2555  11478  7  1  31  7  0  
2556  11483  5  1  31  4  0  
2557  11489  6  1  31  5  0  
2558  11495  6  1  31  5  0  
2559  11500  5  1  31  4  0  
2560  11505  5  1  31  4  0  
2561  11511  6  1  30  6  0  
2562  11517  6  1  31  4  0  
2563  11523  6  1  31  5  0  
2564  11529  6  1  31  5  0  
2565  11535  6  1  31  5  0  
2566  11541  6  1  32  4  0  
2567  11547  6  1  33  4  0  
2568  11554  7  1  34  5  0  
2569  11560  6  1  36  3  0  
2570  11566  6  1  34  7  0  
2571  11572  6  1  34  5  0  
2572  11577  5  1  33  5  0  
2573  11583  6  1  33  5  0  
2574  11589  6  1  33  5  0  
2575  11594  5  1  33  3  1  
2576  11600  6  1  32  5  1  
2577  11606  6  1  32  5  0  
2578  11612  6  1  32  5  0  
2579  11619  7  1  31  7  0  
2580  11626  7  1  33  4  0  
2581  11632  6  1  30  8  0  
2582  11638  6  1  28  7  0  
2583  11644  6  1  29  4  0  
2584  11650  6  1  29  5  0  
2585  11657  7  1  28  5  2  
2586  11663  6  1  31  2  0  
2587  11670  7  1  28  9  0  
2588  11676  6  1  30  3  0  
2589  11681  5  1  30  4  0  
2590  11688  7  1  31  5  0  
2591  11695  7  1  28  9  0  
2592  11702  7  1  29  5  0  
2593  11709  7  1  29  6  0  
2594  11715  6  1  30  4  0  
2595  11722  7  1  30  6  0  
2596  11728  6  1  28  7  0  
2597  11734  6  1  31  2  0  
2598  11740  6  1  31  5  0  
2599  11745  5  1  30  5  0  
2600  11751  6  1  33  2  0  
2601  11757  6  1  31  6  1  
2602  11763  6  1  30  6  0  
2603  11769  6  1  29  6  0  
2604  11776  7  1  29  6  0  
2605  11783  7  1  30  5  0  
2606  11789  6  1  29  6  0  
2607  11795  6  1  29  5  0  
2608  11801  6  1  30  4  0  
2609  11808  7  1  32  4  0  
2610  11815  7  1  34  4  0  
2611  11821  6  1  33  6  0  
2612  11827  6  1  32  6  0  
2613  11834  7  1  33  5  0  
2614  11840  6  1  34  4  0  
2615  11847  7  1  33  7  0  
2616  11854  7  1  32  7  0  
2617  11860  6  1  34  3  0  
2618  11866  6  1  36  3  0  
2619  11873  7  1  36  5  1  
2620  11878  5  1  35  4  1  
2621  11884  6  1  33  6  1  
2622  11891  7  1  35  3  1  
2623  11897  6  1  34  6  0  
2624  11904  7  1  34  6  0  
2625  11911  7  1  35  4  1  
2626  11918  7  1  35  5  1  
2627  11923  5  1  34  5  0  
2628  11930  7  1  33  7  0  
2629  11936  6  1  33  5  0  
2630  11943  7  1  34  4  1  
2631  11950  7  1  34  5  1  
2632  11957  7  1  33  6  1  
2633  11964  7  1  35  4  0  
2634  11971  7  1  34  6  1  
2635  11978  7  1  33  7  0  
2636  11984  6  1  33  5  0  
2637  11991  7  1  34  4  1  
2638  11997  6  1  32  7  0  
2639  12004  7  1  32  6  0  
2640  12011  7  1  33  5  0  
2641  12018  7  1  30  9  0  
2642  12026  8  1  31  5  1  
2643  12033  7  1  30  7  0  
2644  12040  7  1  32  4  0  
2645  12046  6  1  32  5  0  
2646  12053  7  1  31  7  0  
2647  12060  7  1  33  4  0  
2648  12067  7  1  32  7  0  
2649  12074  7  1  33  4  1  
2650  12081  7  1  32  6  1  
2651  12088  7  1  31  6  1  
2652  12096  8  1  28  8  2  
2653  12104  8  1  27  8  0  
2654  12110  6  1  30  2  0  
2655  12117  7  1  28  8  0  
2656  12124  7  1  29  5  0  
2657  12132  8  1  28  8  0  
2658  12139  7  1  30  4  0  
2659  12146  7  1  28  8  0  
2660  12155  9  1  27  9  0  
2661  12164  9  1  30  5  0  
2662  12171  7  1  28  8  0  
2663  12178  7  1  30  4  0  
2664  12186  8  1  28  9  0  
2665  12194  8  1  31  4  0  
2666  12202  8  1  31  7  0  
2667  12210  8  1  29  9  0  
2668  12218  8  1  31  5  0  
2669  12226  8  1  32  6  0  
2670  12234  8  1  32  7  0  
2671  12242  8  1  32  7  0  
2672  12250  8  1  32  7  0  
2673  12259  9  1  31  9  0  
2674  12267  8  1  31  7  0  
2675  12275  8  1  31  7  0  
2676  12284  9  1  33  6  0  
2677  12292  8  1  31  9  0  
2678  12301  9  1  30  9  0  
2679  12310  9  1  30  8  0  
2680  12318  8  1  31  6  0  
2681  12326  8  1  30  8  0  
2682  12333  7  1  30  6  0  
2683  12340  7  1  31  5  0  
2684  12346  6  1  30  5  1  
2685  12354  8  1  30  6  1  
2686  12362  8  1  29  7  1  
2687  12370  8  1  29  7  0  
2688  12377  7  1  28  7  0  
2689  12384  7  1  29  5  0  
2690  12391  7  1  29  6  0  
2691  12398  7  1  28  7  0  
2692  12405  7  1  30  4  0  
2693  12412  7  1  31  5  0  
2694  12419  7  1  30  7  0  
2695  12426  7  1  31  5  0  
2696  12433  7  1  29  8  0  
2697  12440  7  1  28  7  0  
2698  12447  7  1  27  7  0  
2699  12453  6  1  27  4  1  
2700  12461  8  1  29  5  0  
2701  12470  9  1  29  8  0  
2702  12478  8  1  30  6  0  
2703  12487  9  1  32  6  0  
2704  12495  8  1  34  5  0  
2705  12503  8  1  35  6  0  
2706  12512  9  1  33  10  0  
2707  12520  8  1  31  9  0  
2708  12528  8  1  30  8  0  
2709  12536  8  1  30  7  0  
2710  12545  9  1  29  9  0  
2711  12552  7  1  32  3  0  
2712  12560  8  1  32  7  0  
2713  12568  8  1  32  7  0  
2714  12576  8  1  32  7  0  
2715  12583  7  1  34  4  0  
2716  12590  7  1  35  5  0  
2717  12598  8  1  36  6  0  
2718  12605  7  1  35  7  0  
2719  12613  8  1  34  8  0  
2720  12620  7  1  37  3  0  
2721  12627  7  1  36  7  0  
2722  12633  6  1  36  4  1  
2723  12641  8  1  35  8  0  
2724  12648  7  1  34  7  0  
2725  12656  8  1  35  5  1  
2726  12664  8  1  36  6  0  
2727  12672  8  1  37  6  0  
2728  12680  8  1  35  9  0  
2729  12688  8  1  34  8  0  
2730  12696  8  1  34  7  0  
2731  12705  9  1  29  12  1  
2732  12713  8  1  31  5  0  
2733  12722  9  1  34  5  0  
2734  12731  9  1  34  8  0  
2735  12740  9  1  35  7  0  
2736  12748  8  1  34  8  0  
2737  12755  7  1  36  4  0  
2738  12763  8  1  35  8  0  
2739  12772  9  1  34  9  0  
2740  12780  8  1  36  5  0  
2741  12788  8  1  34  8  1  
2742  12796  8  1  31  9  1  
2743  12804  8  1  33  4  1  
2744  12813  9  1  33  8  0  
2745  12822  9  1  35  6  0  
2746  12830  8  1  34  7  1  
2747  12838  8  1  35  5  1  
2748  12847  9  1  30  13  0  
2749  12856  9  1  29  9  0  
2750  12864  8  1  29  7  0  
2751  12874  10  1  32  6  0  
2752  12883  9  1  35  5  0  
2753  12893  10  1  32  12  0  
2754  12903  10  1  33  8  0  
2755  12913  10  1  34  8  0  
2756  12922  9  1  32  10  0  
2757  12932  10  1  30  11  0  
2758  12942  10  1  31  8  0  
2759  12953  11  1  32  9  0  
2760  12964  11  1  31  11  0  
2761  12974  10  1  33  7  0  
2762  12985  11  1  31  12  0  
2763  12995  10  1  28  12  0  
2764  13006  11  1  30  8  0  
2765  13017  11  1  32  8  0  
2766  13027  10  1  32  9  0  
2767  13035  8  1  31  8  0  
2768  13046  11  1  32  9  0  
2769  13058  12  1  29  14  0  
2770  13068  10  1  31  7  0  
2771  13079  11  1  31  10  0  
2772  13089  10  1  29  11  0  
2773  13100  11  1  30  9  0  
2774  13110  10  1  30  8  1  
2775  13121  11  1  29  11  0  
2776  13132  11  1  30  8  1  
2777  13142  10  1  29  10  0  
2778  13150  8  1  31  5  0  
2779  13160  10  1  29  10  1  
2780  13170  10  1  27  11  0  
2781  13179  9  1  29  6  0  
2782  13190  11  1  31  8  0  
2783  13198  8  1  31  7  0  
2784  13208  10  1  30  10  0  
2785  13219  11  1  32  8  0  
2786  13229  10  1  32  9  0  
2787  13240  11  1  32  10  0  
2788  13250  10  1  32  9  0  
2789  13261  11  1  33  9  0  
2790  13274  13  1  31  13  1  
2791  13288  14  1  31  12  1  
2792  13304  16  1  32  13  1  
2793  13316  12  1  32  11  0  
2794  13327  11  1  33  9  0  
2795  13341  14  1  32  14  0  
2796  13351  10  1  33  8  0  
