TimeWindow  Iteration  ResRel(Pressure)  ResRel(CrossSectionLength)  
1  1  1.0000000000000000  0.0693880862943917  
1  2  1.3193761405181252  0.0295296081642833  
1  3  0.7227121240334691  0.0539410443823855  
1  4  0.6548137301413166  0.0898952623121996  
1  5  0.8874183707928462  0.0471753867791129  
1  6  6.3776455880670699  0.0089891098785049  
1  7  0.4378944883049550  0.0120540150378159  
1  8  3.2541202657796231  0.0027019115451042  
1  9  0.8646091647826669  0.0004218410136761  
1  10  0.1443255553591421  0.0001397693637657  
1  11  0.0155587183448222  0.0001054592113456  
1  12  0.0298117837360405  0.0000619347728510  
1  13  0.0227291358227758  0.0000082452295766  
1  14  0.0028564898978764  0.0000016289755127  
1  15  0.0001913567749914  0.0000013015282577  
1  16  0.0002595558607992  0.0000006946550708  
1  17  0.0002013148977731  0.0000002233993923  
1  18  0.0000829409020304  0.0000000292904622  
1  19  0.0000171074972554  0.0000000107476009  
1  20  0.0000045773928628  0.0000000000396049  
2  1  0.9886469120175801  0.1372426203667867  
2  2  6.2204152068423841  0.0213715514573419  
2  3  6.2314979431677004  0.0068402199039783  
2  4  1.1710495993673971  0.0002471428733804  
2  5  0.0479420110321817  0.0000443357718409  
2  6  0.0056762092512261  0.0000113037379016  
2  7  0.0023879372439024  0.0000030711211868  
2  8  0.0005065471876625  0.0000001602171426  
2  9  0.0000379216611032  0.0000000811810543  
2  10  0.0000122564403380  0.0000000101784025  
2  11  0.0000017755356816  0.0000000003746295  
3  1  0.9776716335908030  0.1875716678702010  
3  2  15.2488607140931975  0.0225151484491557  
3  3  2.7139294266524794  0.0028682848382683  
3  4  0.2607122240409839  0.0003728992543285  
3  5  0.0289854202222850  0.0000900642797359  
3  6  0.0093227616335342  0.0000019697090475  
3  7  0.0001695691484896  0.0000002704326592  
3  8  0.0000215074734092  0.0000000914121230  
3  9  0.0000104625177231  0.0000000157003666  
3  10  0.0000015721732014  0.0000000001894936  
4  1  0.9652237809988597  0.2131707305732693  
4  2  18.5661667106193349  0.0034291244529432  
4  3  0.1912079363586182  0.0018051745755744  
4  4  0.1282775740541886  0.0000396048928904  
4  5  0.0032169521463325  0.0000036077185382  
4  6  0.0004079795948387  0.0000021755469884  
4  7  0.0001509489858847  0.0000000890381952  
4  8  0.0000076281178923  0.0000000180060748  
5  1  0.9490765668438220  0.2101938924762284  
5  2  9.6548282027634382  0.0060155993275526  
5  3  0.3508719983493744  0.0004446813784705  
5  4  0.0219092092398024  0.0000660548022684  
5  5  0.0038900322863168  0.0000013415553034  
5  6  0.0000977541658375  0.0000006587067838  
5  7  0.0000413079773706  0.0000000335648200  
5  8  0.0000023009450728  0.0000000046565334  
6  1  0.9244307711724322  0.1784450155588919  
6  2  5.1678463583871155  0.0145094532035690  
6  3  0.7857435134203516  0.0006989762899450  
6  4  0.0311901996412774  0.0000883845263196  
6  5  0.0040369053207771  0.0000103132041594  
6  6  0.0005199834282651  0.0000002133785711  
6  7  0.0000113279533000  0.0000000042688773  
6  8  0.0000001566596024  0.0000000015802032  
7  1  0.8766827663035444  0.1215551345234563  
7  2  3.3995892279254547  0.0129747359262099  
7  3  0.3476619062620425  0.0041730288145485  
7  4  0.1940526919422766  0.0000692227498836  
7  5  0.0029322112466573  0.0000055226776482  
7  6  0.0001724083780914  0.0000014516653342  
7  7  0.0000616624746288  0.0000000881343682  
7  8  0.0000036390592140  0.0000000096605288  
8  1  0.7409652447644142  0.0491724886571135  
8  2  1.3962431943434577  0.0088585023765282  
8  3  0.3197326497453395  0.0015838029921799  
8  4  0.0743187246325479  0.0000220817499010  
8  5  0.0010023799419638  0.0000011419067943  
8  6  0.0000560185002941  0.0000002782591126  
8  7  0.0000131597358796  0.0000000150283379  
8  8  0.0000006663442688  0.0000000009126959  
9  1  1.3775326950051192  0.0537262034944534  
9  2  2.5128940651201876  0.0029376354542885  
9  3  0.1133607997323107  0.0002950383721201  
9  4  0.0123483994751937  0.0000328881912191  
9  5  0.0013499566072604  0.0000044213354233  
9  6  0.0001906045732444  0.0000005171189663  
9  7  0.0000258590578961  0.0000000186044444  
9  8  0.0000007492295613  0.0000000027619298  
10  1  1.1425084951676148  0.1379813096550622  
10  2  6.8463133233327698  0.0198778493619957  
10  3  1.0084199843675239  0.0011925794390087  
10  4  0.0519875921419663  0.0001628644361951  
10  5  0.0087022921911358  0.0000077396162651  
10  6  0.0002850354913731  0.0000022561723385  
10  7  0.0001141016180222  0.0000000883943910  
10  8  0.0000047708543004  0.0000000122870688  
11  1  1.0742511004956963  0.2166215424479302  
11  2  14.2297604544395053  0.0085278086884497  
11  3  0.4471216701580723  0.0003989197538506  
11  4  0.0231940433937250  0.0000475099842280  
11  5  0.0022431859024539  0.0000041412304552  
11  6  0.0001706196665373  0.0000010196415109  
11  7  0.0000466101808315  0.0000001686941001  
11  8  0.0000093599984182  0.0000000027526192  
12  1  1.0420817705820082  0.2780704655264407  
12  2  18.2893614799631266  0.0035621648712996  
12  3  0.1871319181148765  0.0005212857579908  
12  4  0.0272542761060361  0.0000389225757747  
12  5  0.0013626224468135  0.0000199033169185  
12  6  0.0010026319853125  0.0000025271905887  
12  7  0.0001371947613294  0.0000001592521647  
12  8  0.0000075897222876  0.0000000294475176  
13  1  1.0209497981912004  0.3154352079327381  
13  2  22.3283805626420531  0.0051332203936408  
13  3  0.2601850412887724  0.0007817090760527  
13  4  0.0338962859218129  0.0001157712385452  
13  5  0.0062045112300894  0.0000034703788721  
13  6  0.0001382068528022  0.0000011097996991  
13  7  0.0000400587229182  0.0000004547740213  
13  8  0.0000260591950284  0.0000000132415866  
13  9  0.0000008204596387  0.0000000012143771  
14  1  1.0035795946382522  0.3246933584781202  
14  2  22.3788872131292429  0.0042033269692340  
14  3  0.1891234262504729  0.0004865583687309  
14  4  0.0259623866092169  0.0000243569412922  
14  5  0.0011082077927578  0.0000056312690806  
14  6  0.0002558132143183  0.0000011121671850  
14  7  0.0000611599607515  0.0000000629246301  
14  8  0.0000035881248449  0.0000000056785850  
15  1  0.9863765836548791  0.3046217219122235  
15  2  26.4918511541620809  0.0101383507523894  
15  3  0.5005922240802388  0.0012612709414333  
15  4  0.0678553723161051  0.0000416501879043  
15  5  0.0022866134638681  0.0000020122520490  
15  6  0.0001018618638572  0.0000003139448120  
