TimeWindow  Iteration  ResRel(DisplacementDeltas0)  ResRel(Forces0)  
166  2  0.0000016328029527  0.0000280713257096  
167  1  0.0134918121128796  0.0039873428626625  
167  2  0.0000024022588605  0.0000288672850586  
168  1  0.0133547816641204  0.0039813373944312  
168  2  0.0000016484957501  0.0000309639621649  
169  1  0.0136006392924406  0.0039795731528075  
169  2  0.0000023047181327  0.0000331120773127  
170  1  0.0140232759338714  0.0039698482815364  
170  2  0.0000020670739819  0.0000239661024424  
171  1  0.0143432776046392  0.0039581786426857  
171  2  0.0000015453686791  0.0000281143871009  
172  1  0.0145512946963821  0.0039462943071329  
172  2  0.0000018702444407  0.0000291397542427  
173  1  0.0148822204097100  0.0039105308821337  
173  2  0.0000023999471752  0.0000355801189149  
174  1  0.0154496777314423  0.0038279803273789  
174  2  0.0000020601030317  0.0000426104876573  
175  1  0.0164906286080158  0.0036980531870106  
175  2  0.0000026926513901  0.0000400689032798  
176  1  0.0178754161312581  0.0035403101199989  
176  2  0.0000019622708511  0.0000410572336515  
177  1  0.0189051560109946  0.0033744773835700  
177  2  0.0000023088052909  0.0000357494559818  
178  1  0.0193666558721624  0.0032060150704737  
178  2  0.0000021539377421  0.0000441314553362  
179  1  0.0196723586248471  0.0030448709417709  
179  2  0.0000022738504241  0.0000500538444083  
180  1  0.0200368610007586  0.0029131630339808  
180  2  0.0000024751964686  0.0000286967671288  
181  1  0.0202183714024962  0.0028187972757841  
181  2  0.0000028268684250  0.0000262158247535  
182  1  0.0200314493777849  0.0027319520480398  
182  2  0.0000023286019768  0.0000248409152324  
183  1  0.0196028757031221  0.0026149901884870  
183  2  0.0000012176469297  0.0000281996990010  
184  1  0.0189791563930031  0.0024610901732750  
184  2  0.0000021171063781  0.0000413737174830  
185  1  0.0181868638654401  0.0022912895524765  
185  2  0.0000020524840999  0.0000405098738928  
186  1  0.0176874489749017  0.0021247905495761  
186  2  0.0000020051579279  0.0000568910113720  
187  1  0.0174662253585072  0.0019715502163584  
187  2  0.0000023095952131  0.0000323587984241  
188  1  0.0167685177951518  0.0018398161379464  
188  2  0.0000024257039829  0.0000443660838430  
189  1  0.0154694108982384  0.0017401085711402  
189  2  0.0000030847491038  0.0000494973612906  
190  1  0.0139778239077524  0.0016816384057876  
190  2  0.0000020194335165  0.0000517889097019  
191  1  0.0126640975995914  0.0016652955618721  
191  2  0.0000036522690161  0.0000425678795544  
192  1  0.0123681494916211  0.0016915884307561  
192  2  0.0000034879376040  0.0000351949502745  
193  1  0.0134340020355621  0.0017693265284967  
193  2  0.0000020002709876  0.0000278607399230  
194  1  0.0145648943990858  0.0018875540262085  
194  2  0.0000028146231452  0.0000341790700770  
195  1  0.0146267580304866  0.0020095764588551  
195  2  0.0000032311962434  0.0000492459243048  
196  1  0.0142225398624488  0.0021047402228479  
196  2  0.0000020458494495  0.0000353222204110  
197  1  0.0149049434300939  0.0021647426218572  
197  2  0.0000023465368367  0.0000326889138632  
198  1  0.0164161203278554  0.0022025171553366  
198  2  0.0000016391030059  0.0000234271063867  
199  1  0.0173544268433965  0.0022373628984596  
199  2  0.0000016294742495  0.0000211130817356  
200  1  0.0175698657255568  0.0022737931609317  
200  2  0.0000014935586971  0.0000332340458116  
201  1  0.0174742499743111  0.0023075942468819  
201  2  0.0000016333763194  0.0000297737942594  
202  1  0.0172030702598168  0.0023353681476868  
202  2  0.0000019768118627  0.0000297246953787  
203  1  0.0170912865200933  0.0023599106221183  
203  2  0.0000027000851341  0.0000335426914768  
204  1  0.0174882640559422  0.0023891739568980  
204  2  0.0000030985059960  0.0000295662374266  
205  1  0.0182232952315454  0.0024296541252149  
205  2  0.0000024965607358  0.0000306800707046  
206  1  0.0187106143282286  0.0024837435225821  
206  2  0.0000021338792440  0.0000474700054784  
207  1  0.0189003079880563  0.0025535612046369  
207  2  0.0000031675799729  0.0000321019682559  
208  1  0.0195384541535613  0.0026446922301334  
208  2  0.0000037370894565  0.0000214851389599  
209  1  0.0208319387999057  0.0027617535967706  
209  2  0.0000034276250290  0.0000585690535464  
210  1  0.0224414397807474  0.0029002972940224  
210  2  0.0000023119286720  0.0000349681187787  
211  1  0.0242145903377574  0.0030348146250021  
211  2  0.0000023939921249  0.0000270310670825  
212  1  0.0255529048089505  0.0031186809310924  
212  2  0.0000031780118656  0.0000570976358355  
213  1  0.0260175662514112  0.0031062910683393  
213  2  0.0000049303820570  0.0000379644088098  
214  1  0.0263813749606358  0.0029864431873385  
214  2  0.0000029673302616  0.0000343353811249  
215  1  0.0273614422315407  0.0027981453838119  
215  2  0.0000042499949835  0.0000243291446701  
216  1  0.0283586187627411  0.0026095582544686  
216  2  0.0000029276185645  0.0000431314404495  
217  1  0.0285880285352054  0.0024812351496300  
217  2  0.0000037648485018  0.0000313835614035  
218  1  0.0282804131259092  0.0024372833144026  
218  2  0.0000025716613161  0.0000249092386751  
219  1  0.0280716798996498  0.0024712664638537  
219  2  0.0000015274551529  0.0000213481138142  
220  1  0.0279106454796225  0.0025571073483121  
220  2  0.0000028724356394  0.0000199494782140  
221  1  0.0277144927942780  0.0026604800711492  
221  2  0.0000020943043913  0.0000236977726329  
222  1  0.0278218306692294  0.0027517931573418  
222  2  0.0000029595463380  0.0000459831329810  
223  1  0.0279450517216364  0.0028158330552361  
223  2  0.0000028453374107  0.0000273036941768  
224  1  0.0276691056186895  0.0028503591469960  
224  2  0.0000045048134526  0.0000522624506548  
225  1  0.0276010112513294  0.0028685557712397  
225  2  0.0000045923927227  0.0000273872272549  
226  1  0.0284068476904843  0.0028921471717483  
226  2  0.0000079118742091  0.0000416123203453  
227  1  0.0297664757554577  0.0029372868770268  
227  2  0.0000034389060441  0.0000417447516037  
228  1  0.0310216050091634  0.0030094283533113  
228  2  0.0000050901886063  0.0000391584834730  
229  1  0.0318504714139572  0.0031057628409556  
229  2  0.0000053894064459  0.0000231910993447  
230  1  0.0318837913619244  0.0032216080465151  
230  2  0.0000045360919307  0.0000181883945092  
231  1  0.0308565311338319  0.0033529001349937  
231  2  0.0000045890391969  0.0000178500572700  
232  1  0.0300969139732853  0.0034866668290323  
232  2  0.0000027904702325  0.0000264600306894  
233  1  0.0311518702465787  0.0035927436250708  
233  2  0.0000063080705449  0.0000293160282493  
234  1  0.0327202181281088  0.0036365656273712  
234  2  0.0000042107112897  0.0000328387520097  
235  1  0.0333985825320999  0.0035935878804764  
235  2  0.0000049059608140  0.0000273060125471  
236  1  0.0341586107631406  0.0034794508286483  
236  2  0.0000051009097249  0.0000233549575300  
237  1  0.0357683370037270  0.0033336843532034  
237  2  0.0000033342062849  0.0000187104909160  
238  1  0.0374945069049052  0.0031886054303132  
238  2  0.0000045645796250  0.0000255462006448  
239  1  0.0389210072387955  0.0030583669446233  
239  2  0.0000040749830974  0.0000225347929219  
240  1  0.0404922159347559  0.0029418327280649  
240  2  0.0000049568581981  0.0000288494314059  
241  1  0.0425775732554142  0.0028288004033459  
241  2  0.0000030238077146  0.0000250718058855  
242  1  0.0452664250761281  0.0027180506302197  
242  2  0.0000074729086337  0.0000370088300050  
243  1  0.0492063598493800  0.0026183860315527  
243  2  0.0000036127070314  0.0000164193836481  
244  1  0.0548450738379986  0.0025376694033798  
244  2  0.0000083098582460  0.0000345832975408  
245  1  0.0612435725930996  0.0024660765158827  
245  2  0.0000054255529686  0.0000281754810669  
246  1  0.0677563371261689  0.0023824714827515  
246  2  0.0000052211217938  0.0000293096475465  
247  1  0.0749989006641554  0.0022681387236825  
247  2  0.0000044217392267  0.0000253590482850  
248  1  0.0833348198707559  0.0021194534423609  
248  2  0.0000066079731782  0.0000443743309315  
249  1  0.0925357573381497  0.0019496917600436  
249  2  0.0000051818882548  0.0000424520518630  
250  1  0.1025918722725170  0.0017826842629808  
250  2  0.0000096025817606  0.0000508004728083  
251  1  0.1132161508927041  0.0016424068541296  
251  2  0.0000039662407289  0.0000377012817036  
252  1  0.1234426904722892  0.0015387086542462  
252  2  0.0000118059225990  0.0000847588998372  
253  1  0.1338181950947511  0.0014535593067927  
253  2  0.0000143053543583  0.0000465724806964  
254  1  0.1484700574656862  0.0013650097747323  
254  2  0.0000142906725051  0.0000690864081625  
255  1  0.1707236525125294  0.0012785517765353  
255  2  0.0000152702442037  0.0000608662539792  
256  1  0.1990093700208374  0.0012191416337092  
256  2  0.0000137188582577  0.0000919539892591  
257  1  0.2348440607507125  0.0011900792306303  
257  2  0.0000210735589074  0.0000689296425749  
258  1  0.2889674359041263  0.0011844868573793  
258  2  0.0000242549087985  0.0000724432775036  
259  1  0.3735043999112228  0.0012119257953281  
259  2  0.0000330077716211  0.0000926533716516  
260  1  0.4849441439078582  0.0012802145108684  
260  2  0.0000480147112171  0.0003980579631421  
261  1  0.5541048794855085  0.0013836934386526  
261  2  0.0001446590814055  0.0003386554465087  
262  1  0.4918206612178788  0.0014647760310017  
262  2  0.0001280544418641  0.0000999087700712  
263  1  0.3772659131434337  0.0015208127804484  
263  2  0.0000531849935653  0.0001291275547180  
264  1  0.2873150736372539  0.0015239630582453  
264  2  0.0000537811307852  0.0000901742349540  
265  1  0.2288308291260694  0.0014923445047839  
265  2  0.0000231275889798  0.0000674127167917  
266  1  0.1907200560687121  0.0014488709255703  
266  2  0.0000343719136197  0.0000570555368170  
267  1  0.1630530290844361  0.0014138030908713  
267  2  0.0000174812378998  0.0000619176446730  
268  1  0.1426407705478332  0.0013982447007017  
268  2  0.0000123081780624  0.0000474501312465  
269  1  0.1279782063878626  0.0014040196699488  
269  2  0.0000146277959265  0.0000478504753245  
270  1  0.1159985657082306  0.0014266041302162  
270  2  0.0000217593890805  0.0000595323114074  
271  1  0.1056724744747309  0.0014535663091621  
271  2  0.0000101186816802  0.0000435974315453  
272  1  0.0974737578666742  0.0014785353476437  
272  2  0.0000119094329032  0.0000452215401042  
273  1  0.0901972766188124  0.0015033559195223  
273  2  0.0000094404674325  0.0000286590541803  
274  1  0.0821117183490729  0.0015300627659913  
274  2  0.0000134792980617  0.0000414774293921  
275  1  0.0736596737251757  0.0015646131388955  
275  2  0.0000051956179119  0.0000337482494894  
276  1  0.0669450419894671  0.0016192362236130  
276  2  0.0000066415088105  0.0000293931626830  
277  1  0.0624603596074288  0.0016994581797625  
277  2  0.0000068400277691  0.0000213221253107  
278  1  0.0586349477174809  0.0017976309303953  
278  2  0.0000061714960177  0.0000347886455752  
279  1  0.0546817031287900  0.0018978391380777  
279  2  0.0000052515395405  0.0000407769264405  
280  1  0.0508216988280197  0.0019858005931129  
280  2  0.0000055323935083  0.0000191022624742  
281  1  0.0472135206929305  0.0020543371908131  
281  2  0.0000078933362492  0.0000248630943194  
282  1  0.0444640575763558  0.0021064720904993  
282  2  0.0000035203023978  0.0000300321780939  
283  1  0.0429399095941163  0.0021525008005152  
283  2  0.0000056520573844  0.0000227165087362  
284  1  0.0415512683288587  0.0021974157363721  
284  2  0.0000050927032652  0.0000420675915604  
285  1  0.0391834561174096  0.0022407558554270  
285  2  0.0000040219766914  0.0000202542979995  
286  1  0.0361717711081434  0.0022809419813736  
286  2  0.0000065589559922  0.0000340747541141  
287  1  0.0336447648840500  0.0023217113063321  
287  2  0.0000036434189363  0.0000432889176213  
288  1  0.0322813660480372  0.0023685868460698  
288  2  0.0000039820268072  0.0000154692030123  
289  1  0.0322210197211550  0.0024236963640628  
289  2  0.0000065676068221  0.0000117426954458  
290  1  0.0331127057070401  0.0024839157690509  
290  2  0.0000049016507993  0.0000253686527817  
291  1  0.0337351152951096  0.0025422357255085  
291  2  0.0000031113303341  0.0000379167416913  
292  1  0.0333257989691731  0.0025861604625273  
292  2  0.0000021903306562  0.0000305865935977  
293  1  0.0329831949685385  0.0026058619632415  
293  2  0.0000030408491138  0.0000241886648897  
294  1  0.0339634930963696  0.0026058008430757  
294  2  0.0000037170523811  0.0000282889651973  
295  1  0.0354923865816087  0.0026041940222740  
295  2  0.0000038401654133  0.0000422933860895  
296  1  0.0361023563549834  0.0026203992342979  
