TimeWindow  Iteration  ResRel(DisplacementDeltas0)  ResRel(Forces0)  
296  2  0.0000034808663733  0.0000325889569682  
297  1  0.0355893922155287  0.0026677079932602  
297  2  0.0000036016481340  0.0000258539515544  
298  1  0.0348140270500260  0.0027472445524210  
298  2  0.0000032635995663  0.0000195275383904  
299  1  0.0344539953340872  0.0028412985268752  
299  2  0.0000038099490939  0.0000462121462504  
300  1  0.0345421373153745  0.0029197868323390  
300  2  0.0000050692412341  0.0000773480598283  
301  1  0.0345474012419756  0.0029590315792900  
301  2  0.0000028404082128  0.0000155746226189  
302  1  0.0335075821455781  0.0029525514452525  
302  2  0.0000086713366501  0.0000668690131180  
303  1  0.0311750658193268  0.0029110189647689  
303  2  0.0000066211467497  0.0000181232255909  
304  1  0.0288551744453322  0.0028501257397484  
304  2  0.0000029337188801  0.0000396321621281  
305  1  0.0278626270501861  0.0027746819569196  
305  2  0.0000026509946199  0.0000155305419058  
306  1  0.0279231379143044  0.0026901687071971  
306  2  0.0000044409848797  0.0000227996818442  
307  1  0.0282074907991541  0.0026031713584386  
307  2  0.0000025868174317  0.0000270370082472  
308  1  0.0282339536878705  0.0025276375656922  
308  2  0.0000032398564841  0.0000101666270849  
309  1  0.0277411746245858  0.0024766179928147  
309  2  0.0000042139440314  0.0000263945208559  
310  1  0.0269028791949962  0.0024553294986903  
310  2  0.0000022458406369  0.0000117213782831  
311  1  0.0262887903046419  0.0024581442675090  
311  2  0.0000032659470576  0.0000194783609595  
312  1  0.0259966258556294  0.0024680728716600  
312  2  0.0000021420887127  0.0000173058385108  
313  1  0.0253164910644736  0.0024621896841857  
313  2  0.0000021517567027  0.0000202314821937  
314  1  0.0237993776392033  0.0024210108814371  
314  2  0.0000016709474265  0.0000141439315124  
315  1  0.0219334472342195  0.0023432155436298  
315  2  0.0000014239115579  0.0000196117051520  
316  1  0.0204035731529915  0.0022426877440678  
316  2  0.0000018145006283  0.0000128785049593  
317  1  0.0193258046435679  0.0021403434159681  
317  2  0.0000016516937974  0.0000214181879895  
318  1  0.0184948555310944  0.0020541127032862  
318  2  0.0000015848346698  0.0000164411506773  
319  1  0.0176753462814851  0.0019936906906689  
319  2  0.0000016455251445  0.0000242883503200  
320  1  0.0166057582951768  0.0019585936908169  
320  2  0.0000012701034987  0.0000079847344862  
321  1  0.0153714378941817  0.0019358610990311  
321  2  0.0000031479078881  0.0000234450562371  
322  1  0.0146133728096875  0.0019071114464814  
322  2  0.0000019380677180  0.0000212732360200  
323  1  0.0146075044641369  0.0018645953984543  
323  2  0.0000024316768819  0.0000300858763384  
324  1  0.0147452999730811  0.0018162668904270  
324  2  0.0000016090580833  0.0000111198948604  
325  1  0.0147237621805412  0.0017761761164025  
325  2  0.0000018305166368  0.0000177453477598  
326  1  0.0148520842296502  0.0017527315970727  
326  2  0.0000009662435269  0.0000127787927658  
327  1  0.0151843946729848  0.0017444548200429  
327  2  0.0000020446650445  0.0000162449160185  
328  1  0.0156985366075798  0.0017414857147017  
328  2  0.0000014255178329  0.0000191010334542  
329  1  0.0165696736100003  0.0017355203732378  
329  2  0.0000020072075611  0.0000120803186997  
330  1  0.0174689531280096  0.0017273889363373  
330  2  0.0000009959988743  0.0000130048088501  
331  1  0.0177529164676073  0.0017246419484989  
331  2  0.0000012884405020  0.0000130300931263  
332  1  0.0174087821509461  0.0017346259153678  
332  2  0.0000016897408054  0.0000152130704110  
333  1  0.0170207397861570  0.0017591389871192  
333  2  0.0000007611876286  0.0000216364363451  
334  1  0.0168582451817004  0.0017888358340141  
334  2  0.0000013311743824  0.0000106215656669  
335  1  0.0166497431360838  0.0018072040819710  
335  2  0.0000011500864332  0.0000142072085262  
336  1  0.0163260449320239  0.0018031752902173  
336  2  0.0000009711831355  0.0000179930030448  
337  1  0.0161864236886781  0.0017805886125640  
337  2  0.0000016854660930  0.0000259933450966  
338  1  0.0164513755373667  0.0017568573120400  
338  2  0.0000013952906036  0.0000137105334357  
339  1  0.0172766222308679  0.0017532347310960  
339  2  0.0000017011106241  0.0000142421426282  
340  1  0.0186620917565542  0.0017846968177350  
340  2  0.0000018090266449  0.0000200395649536  
341  1  0.0201211913924672  0.0018574120793223  
341  2  0.0000016054955331  0.0000253567294644  
342  1  0.0211331819035230  0.0019677120815828  
342  2  0.0000008712751936  0.0000178435846768  
343  1  0.0217013044595801  0.0021073324335318  
343  2  0.0000016337726627  0.0000182533982112  
344  1  0.0221080831157387  0.0022701702301165  
344  2  0.0000016255329408  0.0000282551803895  
345  1  0.0223605732266139  0.0024511573198209  
345  2  0.0000014423456981  0.0000186386366366  
346  1  0.0222108393708112  0.0026436589120737  
346  2  0.0000025753429216  0.0000240094110168  
347  1  0.0215166026203568  0.0028414689514723  
347  2  0.0000019762557869  0.0000146846746212  
348  1  0.0202463651406472  0.0030393219821145  
348  2  0.0000018073411512  0.0000277691278259  
349  1  0.0184597765263764  0.0032295019685008  
349  2  0.0000020545584814  0.0000120596605021  
350  1  0.0165705358823922  0.0034017781251998  
350  2  0.0000014485327450  0.0000215981988286  
351  1  0.0151399549570778  0.0035431545199005  
351  2  0.0000010420581124  0.0000143366363445  
352  1  0.0141472381637926  0.0036409251360250  
352  2  0.0000018835687487  0.0000212915204770  
353  1  0.0131518192996763  0.0036886356075027  
353  2  0.0000014964245871  0.0000102577907956  
354  1  0.0121287658091378  0.0036942152060893  
354  2  0.0000011553793050  0.0000111800232179  
355  1  0.0114345354953955  0.0036793616565081  
355  2  0.0000014078135282  0.0000143937884042  
356  1  0.0111462258761591  0.0036700279870939  
356  2  0.0000016277664526  0.0000088034094332  
357  1  0.0109989770031147  0.0036830065304726  
357  2  0.0000013870822155  0.0000095231286805  
358  1  0.0107530133642730  0.0037198688532866  
358  2  0.0000015336298995  0.0000112791300905  
359  1  0.0102243086053526  0.0037705531543971  
359  2  0.0000012189841008  0.0000075452088895  
360  1  0.0094444148744334  0.0038193365850959  
360  2  0.0000008882476272  0.0000104092074735  
361  1  0.0089581413976345  0.0038514814177032  
361  2  0.0000008334268375  0.0000070728365678  
362  1  0.0091659849885355  0.0038598224363848  
362  2  0.0000008953360855  0.0000074611049877  
363  1  0.0095079751360611  0.0038457935919351  
363  2  0.0000009026790720  0.0000121928622858  
364  1  0.0093111155891602  0.0038171684135945  
364  2  0.0000009368336526  0.0000065895358916  
365  1  0.0085706418824802  0.0037850517969738  
365  2  0.0000011795705119  0.0000076500071618  
366  1  0.0076506453999251  0.0037616734634306  
366  2  0.0000014898258905  0.0000096884633150  
367  1  0.0068259486591998  0.0037589977945827  
367  2  0.0000008858795304  0.0000055715096442  
368  1  0.0063139894446298  0.0037852989562245  
368  2  0.0000010644403849  0.0000066087283785  
369  1  0.0061903657617989  0.0038388930345373  
369  2  0.0000012120141912  0.0000056176201480  
370  1  0.0060063320538724  0.0039057261128632  
370  2  0.0000013637280561  0.0000044830552271  
371  1  0.0054784242874137  0.0039620745085322  
371  2  0.0000011726869268  0.0000076180447439  
372  1  0.0054004463755715  0.0039873205335352  
372  2  0.0000010896922547  0.0000051540265862  
373  1  0.0063824082563403  0.0039741033861492  
373  2  0.0000007513242073  0.0000081689502574  
374  1  0.0075361296066268  0.0039289220168020  
374  2  0.0000009728535816  0.0000061708493369  
375  1  0.0082038830411728  0.0038709884869134  
375  2  0.0000010086673680  0.0000081036044058  
376  1  0.0084981131542841  0.0038257966410585  
376  2  0.0000010623306691  0.0000084983422891  
377  1  0.0086875386893048  0.0038144387067033  
377  2  0.0000015153356691  0.0000075348555927  
378  1  0.0090003855050567  0.0038446164233687  
378  2  0.0000009937695877  0.0000078048885802  
379  1  0.0096684245882302  0.0039090808657877  
379  2  0.0000004872120397  0.0000070245278729  
380  1  0.0105438845377181  0.0039909838958019  
380  2  0.0000007802140779  0.0000092737058944  
381  1  0.0110685890564491  0.0040726170868084  
381  2  0.0000007459468869  0.0000068248985913  
382  1  0.0109473227262685  0.0041402692454044  
382  2  0.0000010280685214  0.0000084878974034  
383  1  0.0105304609597653  0.0041850450212070  
383  2  0.0000008904094515  0.0000060486382333  
384  1  0.0104290004938490  0.0042010533815521  
384  2  0.0000008292908064  0.0000061783946667  
385  1  0.0109004920382448  0.0041829913071455  
385  2  0.0000009093745948  0.0000070022342080  
386  1  0.0117890871343164  0.0041279759406823  
386  2  0.0000004820659619  0.0000071988458253  
387  1  0.0127527412103996  0.0040372437651364  
387  2  0.0000006324687603  0.0000080340243529  
388  1  0.0134556340692587  0.0039183880924595  
388  2  0.0000010760432409  0.0000059406515623  
389  1  0.0138519946834640  0.0037857775150588  
389  2  0.0000007030264447  0.0000103172502764  
390  1  0.0141927690493784  0.0036571512203924  
390  2  0.0000006128378598  0.0000096114528026  
391  1  0.0145541993623642  0.0035468417872752  
391  2  0.0000008665008859  0.0000064554151107  
392  1  0.0146371536617942  0.0034567414048883  
392  2  0.0000005858016270  0.0000104676804283  
393  1  0.0142788400268654  0.0033740272000023  
393  2  0.0000005800223019  0.0000094225261466  
394  1  0.0137786550378144  0.0032817276958706  
394  2  0.0000007351493032  0.0000058933575061  
395  1  0.0134977926915993  0.0031721159599327  
395  2  0.0000006648257369  0.0000050722332010  
396  1  0.0134899508807478  0.0030473747158580  
396  2  0.0000007660640971  0.0000059454456011  
397  1  0.0136051644518516  0.0029149949547245  
397  2  0.0000004907980360  0.0000062447829624  
398  1  0.0135059081643939  0.0027852870472968  
398  2  0.0000004834832307  0.0000070256562761  
399  1  0.0127680104915459  0.0026695907267472  
399  2  0.0000007733608902  0.0000075260714217  
400  1  0.0113308126182689  0.0025773548546811  
400  2  0.0000003769860803  0.0000046825213844  
401  1  0.0096965433046030  0.0025142964092933  
401  2  0.0000008330478854  0.0000063131033750  
402  1  0.0084763003253212  0.0024840206108054  
402  2  0.0000008489711484  0.0000066648250992  
403  1  0.0077411236147803  0.0024861955050057  
403  2  0.0000006846321169  0.0000050980949040  
404  1  0.0071673185971731  0.0025121712436308  
404  2  0.0000009517869066  0.0000074121072300  
405  1  0.0065927934228799  0.0025433098559095  
405  2  0.0000007642944317  0.0000063389524573  
406  1  0.0061156159709182  0.0025597023124776  
406  2  0.0000008716818276  0.0000066482395513  
407  1  0.0061300165486551  0.0025489143816497  
407  2  0.0000006836092808  0.0000079154296705  
408  1  0.0068919371414857  0.0025109733860459  
408  2  0.0000006793491141  0.0000078445806347  
409  1  0.0077786136589548  0.0024557336972241  
409  2  0.0000006444371486  0.0000079432928642  
410  1  0.0080343330616721  0.0023970260753406  
410  2  0.0000007670386509  0.0000073297788034  
411  1  0.0077294876642895  0.0023498043654469  
411  2  0.0000006799927656  0.0000105881445112  
412  1  0.0076323909862852  0.0023269305461065  
412  2  0.0000007366163694  0.0000099383493968  
413  1  0.0081042306292890  0.0023343933683288  
413  2  0.0000008859376409  0.0000087695116771  
414  1  0.0087028335302667  0.0023696470130983  
414  2  0.0000006542522494  0.0000091319891671  
415  1  0.0090752575163191  0.0024262888573336  
415  2  0.0000008602446974  0.0000113245540199  
416  1  0.0091876800580955  0.0025006793559961  
416  2  0.0000009899571751  0.0000103269783703  
417  1  0.0090440995654561  0.0025917565392900  
417  2  0.0000007400259892  0.0000113790852626  
418  1  0.0088091088389222  0.0026988495977797  
418  2  0.0000010903288935  0.0000071605234182  
419  1  0.0088130569974658  0.0028183733854355  
419  2  0.0000009910654681  0.0000107653558401  
420  1  0.0090508956073560  0.0029408409176913  
420  2  0.0000007322611830  0.0000099970468097  
421  1  0.0092634083077990  0.0030501875220614  
421  2  0.0000008886318240  0.0000065257069599  
422  1  0.0095208168886746  0.0031280800624292  
422  2  0.0000005333228754  0.0000058016475235  
423  1  0.0100996128230751  0.0031606809318472  
423  2  0.0000009511702162  0.0000066419236014  
424  1  0.0109934454182882  0.0031440344877566  
424  2  0.0000008713976545  0.0000068108808438  
425  1  0.0119687936200103  0.0030890299112175  
425  2  0.0000006359741683  0.0000064733082299  
426  1  0.0128001444677681  0.0030188126490704  
426  2  0.0000006352387990  0.0000090059453725  
427  1  0.0132959856225777  0.0029586256336306  
427  2  0.0000008177144658  0.0000029816235777  
428  1  0.0134527756576462  0.0029328131971537  
428  2  0.0000009763164127  0.0000100648948052  
429  1  0.0136016081018049  0.0029414705848381  
429  2  0.0000008763214992  0.0000137638534403  
430  1  0.0140055117784954  0.0029931797226221  
430  2  0.0000011098608573  0.0000088837279931  
431  1  0.0144013232954192  0.0030712098424553  
431  2  0.0000005841818996  0.0000093107261545  
432  1  0.0144028591123862  0.0031552078616209  
432  2  0.0000005642002984  0.0000053873631631  
433  1  0.0140574372272459  0.0032271206384037  
433  2  0.0000007906828176  0.0000047288203451  
434  1  0.0137063084221743  0.0032804915732818  
434  2  0.0000005505190899  0.0000097102426477  
435  1  0.0135795971287847  0.0033214187903032  
435  2  0.0000009712404303  0.0000049094082418  
436  1  0.0137320912838409  0.0033628487903399  
436  2  0.0000005313882482  0.0000067125669012  
437  1  0.0140884046900488  0.0034165470062633  
437  2  0.0000012178971992  0.0000067113987127  
438  1  0.0143823516828398  0.0034888064819290  
438  2  0.0000005898002721  0.0000058209909162  
439  1  0.0143779715785549  0.0035810430699986  
439  2  0.0000006055014180  0.0000044397129020  
440  1  0.0141787007618688  0.0036900112276462  
440  2  0.0000005826349841  0.0000060399806685  
441  1  0.0140197713482149  0.0038093010462967  
441  2  0.0000002629301555  0.0000044724353943  
442  1  0.0138786217089181  0.0039296823850662  
442  2  0.0000005923639585  0.0000045350482832  
443  1  0.0136212041029235  0.0040402554655213  
443  2  0.0000006484143675  0.0000047042663104  
444  1  0.0132610872466521  0.0041293682513488  
444  2  0.0000006480224953  0.0000068853765075  
445  1  0.0128712685001396  0.0041887806124022  
445  2  0.0000005557316731  0.0000044461636663  
446  1  0.0125806452439607  0.0042183434840838  
446  2  0.0000008456226336  0.0000043498553354  
447  1  0.0125838317555406  0.0042274855911070  
447  2  0.0000007463709910  0.0000099198696130  
448  1  0.0127413724368650  0.0042285958824998  
448  2  0.0000011553391019  0.0000076876314392  
449  1  0.0125156732181167  0.0042303753674808  
449  2  0.0000009060128639  0.0000079402376453  
450  1  0.0116857000515993  0.0042361024445047  
450  2  0.0000007812190915  0.0000084075415273  
451  1  0.0108108309534188  0.0042468656946294  
451  2  0.0000014803794269  0.0000066451767861  
452  1  0.0106517146254202  0.0042632216954218  
452  2  0.0000005856194262  0.0000066126284170  
453  1  0.0112001564173030  0.0042834661193116  
453  2  0.0000006715395422  0.0000029850112678  
454  1  0.0119698920298867  0.0043034423406075  
454  2  0.0000008707381856  0.0000031303029920  
455  1  0.0127504773884513  0.0043136846647687  
455  2  0.0000007104257124  0.0000070015749910  
456  1  0.0136524980485348  0.0043019258773215  
456  2  0.0000010329349598  0.0000054767496117  
457  1  0.0149855723599100  0.0042554539877921  
457  2  0.0000008005330317  0.0000044004779755  
458  1  0.0169778036947828  0.0041653864896448  
458  2  0.0000007766275909  0.0000091673533484  
459  1  0.0193374592801909  0.0040301664863392  
459  2  0.0000010729060628  0.0000083851880099  
460  1  0.0213913680530392  0.0038569567757091  
460  2  0.0000006523267825  0.0000071552657322  
461  1  0.0226858827856737  0.0036610789994779  
461  2  0.0000005243926009  0.0000077530543679  
462  1  0.0232586780671913  0.0034620738767102  
462  2  0.0000009336798681  0.0000072096291724  
463  1  0.0234313364536540  0.0032798218676315  
463  2  0.0000006639611084  0.0000071203181416  
464  1  0.0235550400875527  0.0031286613442283  
464  2  0.0000004474508449  0.0000062294650365  
465  1  0.0238429672107572  0.0030121270886382  
465  2  0.0000007068060454  0.0000062512012234  
466  1  0.0241591863898242  0.0029229587919527  
466  2  0.0000007954967709  0.0000057548090565  
467  1  0.0242124160690252  0.0028471022049145  
467  2  0.0000007418421448  0.0000070972193553  
468  1  0.0241773558279597  0.0027708891995191  
468  2  0.0000009295771586  0.0000086414962537  
469  1  0.0246576227801808  0.0026882775426293  
469  2  0.0000006324080218  0.0000048310540164  
470  1  0.0257566195185464  0.0026023086494630  
470  2  0.0000008248186814  0.0000059110025101  
471  1  0.0268283160646297  0.0025218918525430  
471  2  0.0000007524794979  0.0000057528083524  
472  1  0.0273499645409956  0.0024555033630562  
472  2  0.0000007947317164  0.0000036190773296  
473  1  0.0274241810633590  0.0024082592530574  
473  2  0.0000010271869558  0.0000047121060330  
474  1  0.0274885220200962  0.0023821881029608  
474  2  0.0000008260174471  0.0000063322856212  
475  1  0.0279536345239247  0.0023762591888194  
475  2  0.0000009215065355  0.0000060276653025  
476  1  0.0290095474576772  0.0023844832977371  
476  2  0.0000010339581526  0.0000086222586782  
477  1  0.0304383744621749  0.0023953030104685  
477  2  0.0000009666867978  0.0000058257319266  
478  1  0.0318328699083475  0.0023948066892684  
478  2  0.0000007830784322  0.0000105557053576  
479  1  0.0331525695966826  0.0023692687704544  
479  2  0.0000010425894140  0.0000080501380582  
480  1  0.0347060767271986  0.0023091716693040  
480  2  0.0000011640927732  0.0000147354637363  
481  1  0.0365403355883238  0.0022123626020363  
481  2  0.0000009854993888  0.0000125258537848  
482  1  0.0382496110417470  0.0020866643542135  
482  2  0.0000009422784546  0.0000115364860709  
483  1  0.0393584430001569  0.0019468912367970  
483  2  0.0000011347871917  0.0000102708245665  
484  1  0.0395764376259524  0.0018082159452908  
484  2  0.0000013778202683  0.0000115521630182  
485  1  0.0389545646588650  0.0016806011154695  
485  2  0.0000008623813072  0.0000095167109355  
486  1  0.0381327753114054  0.0015694176281752  
486  2  0.0000010507332315  0.0000096116437334  
487  1  0.0379561533104028  0.0014803351995887  
487  2  0.0000008774805135  0.0000077439246601  
488  1  0.0383985230381010  0.0053522302665908  
488  2  0.0003718052118588  0.0003094824186473  
489  1  0.0385246345244050  0.0031295394575289  
489  2  0.0001354121396758  0.0002045043742327  
490  1  0.0381815784697762  0.0028297930488380  
490  2  0.0000251351978904  0.0000724130840408  
491  1  0.0379831027164163  0.0026944736111766  
491  2  0.0000074835084976  0.0000701172816468  
492  1  0.0386802259311560  0.0025713254210776  
492  2  0.0000053214805467  0.0000541253419846  
493  1  0.0402810529203525  0.0024523263220913  
493  2  0.0000066588502297  0.0000464574409627  
494  1  0.0423849152076032  0.0023268172823219  
494  2  0.0000060088896945  0.0000449591361707  
495  1  0.0441616177436343  0.0021996173247696  
495  2  0.0000046206209381  0.0000280051910873  
496  1  0.0450391323055373  0.0020761299789782  
496  2  0.0000062067940531  0.0000359982869154  
497  1  0.0449041389945591  0.0019730893771971  
497  2  0.0000052324366199  0.0000255779764203  
498  1  0.0444208383928874  0.0019014493111679  
498  2  0.0000027960152917  0.0000384574134165  
499  1  0.0440868669907655  0.0018571274832627  
499  2  0.0000055252380013  0.0000542085446320  
500  1  0.0436894642420302  0.0018327383390624  
500  2  0.0000054099461250  0.0000609766407392  
